gu_name,dong_name,ADM_CD,세대수,총인구,생산가능인구_19_64세,생산가능인구비율_19_64세,65세이상인구비율,매매가_평당_중앙값,전세보증금_평당_중앙값,월세_평당_중앙값,total_workers,regular_workers,self_employed,self_employed_ratio,total_biz,total_corp,new_corp,corp_in,corp_out,순유입,total_commute,subway_share,bus_share,car_share,axis_commute_share,seoul_commute_share,accessibility_score,vulnerability_score,high_demand_low_access,supply_gap,commute_gap,supply_gap_norm,accessibility_norm,commute_gap_norm,integrated_score,cluster,type_label
수정구,신흥1동,31021510,7409,11971,8078,0.6747974271155291,0.2654748976693676,2620.623187948542,1416.9640766438447,4.632189086739767,3753.0,1801.0,1256.0,0.3346656008526512,573,82,0,0,0,0,1104383.35,0.3351878312906474,0.2828912985694686,0.2452947339345526,0.2121355968631109,0.1974286957040173,-0.087511094462208,0.087511094462208,-0.8278820498234698,0.4645951968308987,0.40956429256712823,0.9488400277640126,0.48645029122120126,0.24981831352669762,0.608546417797254,3,Type C (접근성 불량형)
수정구,신흥2동,31021520,12310,31527,21299,0.6755796618771212,0.1687125321153297,2620.623187948542,1416.9640766438447,4.632189086739767,3932.0,1765.0,1369.0,0.3481688708036622,412,187,3,0,0,0,4721415.66,0.3500304969971655,0.1743412546736035,0.3276111322085969,0.2160829037961955,0.3669006566122644,0.6600649446528102,-0.6600649446528102,0.0854819104266764,0.1846096060847927,0.5829835604084599,0.9877701112092199,0.7967712323885734,0.6343666273018875,0.6463866629576822,0,Type B (직주분리형)
수정구,신흥3동,31021530,6455,10623,7317,0.6887884778311212,0.2485173679751482,2620.623187948542,1416.9640766438447,4.632189086739767,4217.0,1893.0,1355.0,0.3213184728479962,588,122,0,0,0,0,1558550.93,0.327490356699476,0.2567260666932456,0.2843279430079324,0.1917999551687199,0.2452271360310894,0.0098230525551434,-0.0098230525551434,-0.719694354696111,0.5763290966242995,0.4370270911998093,0.9333041923982562,0.5268539726258439,0.31071565807902024,0.6084801825952554,3,Type A (자족형)
수정구,태평1동,31021540,8252,13530,9148,0.6761271249076127,0.2695491500369549,1743.7829369411002,1441.2144388095555,5.381810352403777,4852.0,2030.0,1553.0,0.3200741962077494,617,201,1,0,0,0,2081553.3,0.4689827639772664,0.2328997196468618,0.2206416429500027,0.2633491757553652,0.3391617515466731,1.1353198854573303,-1.1353198854573303,-2.4950113182742597,0.530389156099694,0.6025109273020384,0.9396918272523389,0.9940509107200131,0.6776675598041834,0.5809617256261868,0,Type D (복합 취약형)
수정구,태평2동,31021550,7535,13568,9124,0.6724646226415094,0.2524321933962264,1743.7829369411002,1441.2144388095555,5.381810352403777,3762.0,2069.0,987.0,0.2623604465709729,682,118,0,0,0,0,1483089.6,0.2862677480848088,0.3306877143498275,0.2582417137845212,0.216385012120805,0.2532426558831557,-0.200717867447329,0.200717867447329,-0.3732755959290534,0.41231915826391935,0.4696276680039607,0.9561086537607084,0.43945783760959095,0.3830057616769961,0.6655078387245049,3,Type C (접근성 불량형)
수정구,태평3동,31021560,6299,11497,7541,0.6559102374532487,0.2671131599547708,1743.7829369411002,1441.2144388095555,5.381810352403777,2520.0,982.0,1081.0,0.4289682539682539,567,89,0,0,0,0,1571406.81,0.3484759048485987,0.2657333335598819,0.2564685461685125,0.2030612461568853,0.2761577934766753,0.209961567809797,-0.209961567809797,-1.0866783987459423,0.33417318658002915,0.4792190396335606,0.9669743172059369,0.6099320398297997,0.40427413532927364,0.625092355532217,3,Type D (복합 취약형)
수정구,태평4동,31021570,5907,10833,7213,0.6658358718729807,0.2473922274531524,1743.7829369411002,1441.2144388095555,5.381810352403777,1955.0,908.0,684.0,0.3498721227621483,481,51,0,0,0,0,1417460.28,0.2758652256555647,0.3231882659879541,0.2716774398785975,0.199760208763574,0.2533149178778602,-0.2770550986623012,0.2770550986623012,-0.2721641453616247,0.27103840288368225,0.45307512664143423,0.9757527775225704,0.40777003570413584,0.34630135190242906,0.6718605058685162,3,Type C (접근성 불량형)
수정구,수진1동,31021580,6674,10701,6926,0.6472292309129988,0.3013737033922063,2570.116626564391,1223.0403378947694,5.146436077351844,3289.0,1307.0,1391.0,0.4229249011857707,512,128,0,0,0,0,1225604.69,0.3491501244173601,0.3030853284348969,0.2249555768263256,0.2128304255281014,0.2167291252968425,0.0030551414436719,-0.0030551414436719,-0.9200907476389784,0.47487727403984986,0.4295595508249439,0.9474103751784353,0.5240445934644475,0.2941567710825072,0.6099978033567921,3,Type A (자족형)
수정구,수진2동,31021590,7480,14263,9124,0.639697118418285,0.2836009254714997,2570.116626564391,1223.0403378947694,5.146436077351844,5181.0,2949.0,1235.0,0.2383709708550473,590,249,2,0,0,0,2264098.3,0.3995778407677794,0.2278238846785053,0.2904190069839282,0.2191564919434695,0.2612820305346552,0.4910707346523357,-0.4910707346523357,-1.1703702448645443,0.5678430512932924,0.4804385224781247,0.9344841190222499,0.7266212549210436,0.4069782758633229,0.5779007538915838,0,Type A (자족형)
수정구,단대동,31021600,6508,14102,9204,0.6526733796624592,0.2383349879449723,1500.7414880201768,956.8608776844072,3.4730398331906303,3724.0,2329.0,943.0,0.2532223415682062,572,88,1,0,0,0,2134934.17,0.4001969906172798,0.1808532157223377,0.3104633010768664,0.208638131087658,0.3233320007602468,0.7243632104931814,-0.7243632104931814,-1.6904024070068226,0.40460669274228594,0.5319701318479049,0.9571810193975449,0.8234616255084952,0.5212469712392114,0.5922080114782329,0,Type D (복합 취약형)
수정구,산성동,31021610,2093,4377,2799,0.6394790952707334,0.2611377655928718,3624.945861876922,944.3736196858886,4.007946285692905,1083.0,572.0,294.0,0.2714681440443213,225,28,0,0,1,-1,555070.24,0.3897411433911499,0.1511133437815005,0.3296028625134001,0.2051911449606552,0.2913743992283709,0.6192733121799459,-0.6192733121799459,-2.5044922476623928,0.38692390139335475,0.4965655441890261,0.9596396907203213,0.7798385096708711,0.44273911767945334,0.5827260586907033,0,Type D (복합 취약형)
수정구,양지동,31021620,4249,8842,5799,0.6558470934177788,0.2532232526577697,1520.8975694444446,1067.5825141297037,3.896121428571428,1936.0,991.0,575.0,0.297004132231405,392,44,0,0,0,0,1127521.29,0.3190979568997761,0.2194347301415479,0.3427352844042527,0.1668255164955263,0.2241618600200633,-0.0961339047917492,0.0961339047917492,-0.7969081333252459,0.3338506639075703,0.39098737651558957,0.9670191617799677,0.4828709381160126,0.20862495691941144,0.6045338703530068,3,Type C (접근성 불량형)
수정구,복정동,31021670,7875,13540,10305,0.7610782865583456,0.111669128508124,1711.0322664530463,1200.6537530266344,5.794566170026293,996.0,636.0,207.0,0.2078313253012048,790,675,2,0,2,-2,1477361.11,0.3413773021275753,0.1394714052003169,0.4019790259674561,0.2528916118332637,0.494981169305812,1.1496514886792848,-1.1496514886792848,-2.9085608483148304,0.09665211062590975,0.7478727811390757,1.0,1.0,1.0,0.7,0,Type B (직주분리형)
수정구,위례동,31021680,18748,45248,29311,0.6477855374823197,0.1631011315417256,,,,5199.0,3392.0,901.0,0.1733025581842662,774,1230,7,0,0,0,6791773.55,0.2770906429882368,0.1786790359051355,0.4224697803712846,0.2231166304784841,0.4986810933873673,0.7402231678431688,-0.7402231678431688,1.260227346920607,0.17737368223533828,0.7217977238658514,0.9887762169824197,0.8300451389361712,0.9421799005910685,0.7291509152894371,0,Type B (직주분리형)
