gu_name,dong_name,ADM_CD,세대수,총인구,생산가능인구_19_64세,생산가능인구비율_19_64세,65세이상인구비율,매매가_평당_중앙값,전세보증금_평당_중앙값,월세_평당_중앙값,total_workers,regular_workers,self_employed,self_employed_ratio,total_biz,total_corp,new_corp,corp_in,corp_out,순유입,total_commute,subway_share,bus_share,car_share,axis_commute_share,seoul_commute_share,accessibility_score,vulnerability_score,high_demand_low_access
분당구,수내3동,31023520,5130,13158,8811,0.6696306429548564,0.1207630338957288,2149.160756501182,1820.6274287773117,5.361814871928308,1895.0,912.0,670.0,0.3535620052770448,684,73,1,0,0,0,1869202.42,0.14523956693786,0.1945101429945719,0.5279796609721915,0.3701617824716516,0.2344406541310495,-0.2893140178699317,0.2893140178699317,0.0399320194141119
분당구,정자동,31023780,6248,13712,9413,0.6864789964994166,0.1743728121353558,3949.967324603628,2270.3250983417465,5.679548055555555,1285.0,582.0,467.0,0.3634241245136186,1953,265,2,3,2,1,2223495.3600000003,0.2543565460824708,0.126310881979983,0.4267161322072648,0.4224780500930338,0.2431765140505387,0.4574365118272895,-0.4574365118272895,-1.133299895819115
분당구,정자1동,31023770,14112,30369,21182,0.6974875695610656,0.144818729625605,3949.967324603628,2270.3250983417465,5.679548055555555,3955.0,2908.0,535.0,0.1352718078381795,3768,2212,11,0,0,0,4743516.48,0.2550811481527729,0.1056413848487356,0.4045524956202955,0.4690967779866926,0.2423770527134141,0.6069789930610145,-0.6069789930610145,0.19914981107112
분당구,정자2동,31023550,7098,13886,9366,0.6744922943972346,0.2061788852081233,3949.967324603628,2270.3250983417465,5.679548055555555,34876.0,24594.0,3834.0,0.1099323316894139,466,67,2,0,0,0,2309769.66,0.2043823192309141,0.1496698073348145,0.4829578807438313,0.3966475406738504,0.2585494280675173,0.1805939990406411,-0.1805939990406411,-0.5590712114878219
분당구,정자3동,31023560,6644,16491,11087,0.6723061063610454,0.1562064156206415,3949.967324603628,2270.3250983417465,5.679548055555555,3077.0,1273.0,1079.0,0.3506662333441664,529,128,0,0,0,0,2486522.8000000003,0.2080061884009267,0.1410780468210466,0.459828801891541,0.3314304162665505,0.2419500879164306,-0.0035752423438671,0.0035752423438671,-0.1006765204547336
분당구,서현1동,31023580,12685,30588,20730,0.6777167516673205,0.1500261540473388,2532.241512806894,1837.444633839544,5.871535273924618,4985.0,3059.0,976.0,0.1957873620862587,4943,2227,11,0,0,0,4958737.59,0.1653929463123698,0.2248493935731735,0.4240139333527427,0.4696724649426697,0.207010005850708,-0.0779356743070271,0.0779356743070271,1.620941599196334
분당구,서현2동,31023590,6546,17215,11524,0.6694162067963985,0.1665988963113563,2532.241512806894,1837.444633839544,5.871535273924618,2087.0,1073.0,627.0,0.3004312410158121,966,176,1,0,0,0,2716440.84,0.1399804017082882,0.2250769319165441,0.5198345125749178,0.3620525843504159,0.2738597764130119,-0.2621063139889738,0.2621063139889738,0.5311541656341496
분당구,이매1동,31023600,9031,24534,16176,0.6593299095133285,0.1647101980924431,3228.39628191552,1960.375573596894,5.005478855890234,27057.0,19162.0,2680.0,0.0990501533799017,1224,414,1,0,0,0,3842569.54,0.2330323135804589,0.1880865167114191,0.4567747809711727,0.328126624890508,0.2882397491141874,0.1657160974413533,-0.1657160974413533,0.4498086611707212
분당구,이매2동,31023610,4368,12768,8005,0.6269580200501254,0.1924342105263158,3228.39628191552,1960.375573596894,5.005478855890234,14854.0,9638.0,2499.0,0.1682375117813383,629,120,0,0,0,0,828356.48,0.1771794433237245,0.1766916340172772,0.534283681827418,0.3616664000185766,0.3028676075753149,0.0627820618358718,-0.0627820618358718,-1.2863020893869186
분당구,야탑1동,31023620,7563,16467,10973,0.66636302908848,0.2126677597619481,3213.740333193351,1745.49934826782,5.678811801984313,8298.0,6348.0,750.0,0.0903832248734634,3443,1638,6,0,0,0,2932633.78,0.2144325398856996,0.2451443255216135,0.3698755560266376,0.2450674980573269,0.1975079073769527,-0.4836367701122394,0.4836367701122394,1.0848335385859875
분당구,야탑2동,31023640,5995,15551,9523,0.6123721947141663,0.2306604076908237,3213.740333193351,1745.49934826782,5.678811801984313,22365.0,18038.0,1921.0,0.0858931365973619,810,294,2,0,0,0,1498871.22,0.1955975243823815,0.2386375061628043,0.4596192993818375,0.3201430223953599,0.2810697464014302,-0.1193761821216262,0.1193761821216262,-0.5156715790147963
분당구,야탑3동,31023630,12729,26547,17884,0.6736731080724753,0.2097412136964628,3213.740333193351,1745.49934826782,5.678811801984313,8551.0,5551.0,1914.0,0.2238334697696176,3134,987,4,0,0,0,4591105.58,0.2149424431228175,0.3019216996530059,0.3709425323213761,0.2700694718947422,0.2273559108561139,-0.4162046360638819,0.4162046360638819,2.019831468965415
분당구,금곡동,31023710,11972,26667,17486,0.6557168035399558,0.2188847639404507,2242.880290742858,1639.5088431170616,6.203476543209877,5871.0,3663.0,1100.0,0.1873616079032533,1797,918,5,1,1,0,4119421.1,0.287328195216556,0.1003873019925057,0.4485664429887976,0.3910496553787414,0.258531270809163,0.6104719046194031,-0.6104719046194031,-0.2068177512133637
분당구,구미동,31023670,12639,27854,18280,0.6562791699576362,0.2217275795217922,2613.6279202256655,1844.015329254878,6.089262512503403,37334.0,28199.0,2653.0,0.0710612310494455,2223,1048,4,3,4,-1,4620175.84,0.2798799103715498,0.1929145644811648,0.4116934540742501,0.2603258792324768,0.2184681514238528,-0.0120211953726145,0.0120211953726145,1.2806892276569446
분당구,구미1동,31023720,6914,16037,10983,0.6848537756438237,0.1787740849286026,2613.6279202256655,1844.015329254878,6.089262512503403,26570.0,22445.0,1708.0,0.0642830259691381,2017,1105,2,0,0,0,2296506.12,0.3519368631162193,0.1592445527643531,0.3690509825421235,0.3187171295872815,0.2461246771131967,0.5889783332227007,-0.5889783332227007,-1.3331826279736505
분당구,판교동,31023750,8983,26324,17162,0.651952590791673,0.1186369852605987,4292.618955995682,2444.89018374907,3.4386487829425896,14388.0,9974.0,2192.0,0.1523491798721156,1216,386,5,0,1,-1,3554516.18,0.0748561144543728,0.1881564539678083,0.6269879294796177,0.3795769767943636,0.3077155070014815,-0.3501028803497508,0.3501028803497508,1.2324923751700547
분당구,삼평동,31023740,9090,23520,15794,0.6715136054421769,0.1383078231292517,5375.55381461988,3169.8739638814004,7.317661501205636,9885.0,6148.0,1461.0,0.1477996965098634,4529,3374,17,2,4,-2,4169653.88,0.1653902385777881,0.2136488820506127,0.4444088822067888,0.5184180126471268,0.2196096233296603,0.0992447801395214,-0.0992447801395214,0.7837594629306295
분당구,백현동,31023760,10532,26189,17661,0.6743671006911298,0.1629310015655428,4253.440548308325,2296.4365068919624,6.193646248717922,95912.0,89689.0,2134.0,0.0222495620985903,2511,654,6,2,2,0,3981835.72,0.1789154651513347,0.1832913438226929,0.484560121430625,0.4517967862962257,0.2587983793873959,0.1553304461507776,-0.1553304461507776,0.5584092108977898
분당구,운중동,31023680,14082,38610,25934,0.6716912716912717,0.1219373219373219,3774.261782543532,2320.582801007054,6.8808463941235605,4886.0,2390.0,1375.0,0.2814162914449447,1929,747,3,3,2,1,5273954.58,0.0759543647795313,0.1607411302355205,0.6798484278945004,0.416372139097271,0.2927592486959643,-0.2555305212023006,0.2555305212023006,2.155627328406948
