gu_name,dong_count,total_commute,avg_accessibility_score,avg_subway_share,avg_bus_share,avg_car_share,avg_axis_commute_share,avg_seoul_commute_share
수정구,17,32460979.79,0.1624072822245646,0.30168481687813836,0.23773273339890028,0.34507182372432993,0.21965795153864964,0.30160671537296785
분당구,22,69701150.14,0.01078475260388906,0.19339882130249572,0.18483077891428296,0.47733459737989553,0.37742814573917144,0.2521906569453549
중원구,11,30553052.38,-0.2725625777366511,0.27932775544909594,0.2804786501308727,0.31875838037487975,0.19587849816749836,0.23107016646710116
