구,법정동명,건축유형,매매_거래건수,매매가_평당_중앙값,매매가_평당_평균,매매가_총액_중앙값,매매_전용면적_중앙값,매매_거래건수_주의,전세_거래건수,전세보증금_평당_중앙값,전세보증금_평당_평균,전세보증금_총액_중앙값,전세_전용면적_중앙값,전세_거래건수_주의,월세_거래건수,월세보증금_평당_중앙값,월세_평당_중앙값,월세보증금_총액_중앙값,월세_총액_중앙값,월세_전용면적_중앙값,월세_거래건수_주의
중원구,갈현동,단독_다가구,1.0,781.1497191555299,781.1497191555299,122000.0,516.3,True,5.0,944.5142857142857,936.3592810906799,18000.0,60.0,False,5.0,462.43588547980977,1.8163736263736265,5000.0,40.0,72.8,False
중원구,갈현동,연립_다세대,,,,,,,1.0,762.7806953584318,762.7806953584318,25000.0,108.347,True,,,,,,,
중원구,금광동,단독_다가구,16.0,1104.1143848522702,1113.3868788091283,70030.0,178.85500000000002,False,138.0,857.9141788256151,857.3476354520106,13000.0,49.725,False,468.0,76.87906976744186,4.13225,1000.0,40.0,35.0,False
중원구,금광동,아파트,673.0,4301.1242702251875,4182.070586147312,83500.0,59.98,False,634.0,2426.0729048723615,2331.603847176596,48000.0,59.95,False,296.0,529.2808539026017,6.310631424375919,10000.0,100.0,59.9,False
중원구,금광동,연립_다세대,133.0,1899.8850574712642,1987.439840650213,30000.0,49.66,False,136.0,1098.276789214734,1122.9100889103363,15000.0,48.87,False,57.0,166.91744508962384,3.477958968963703,3000.0,45.0,48.48,False
중원구,금광동,오피스텔,10.0,1153.0834699518637,1334.624618076427,9100.0,28.84,False,7.0,1863.9977445728784,1814.0200135627495,25000.0,35.71,False,22.0,66.19543452142571,5.804430159484097,500.0,45.5,25.8,False
중원구,도촌동,단독_다가구,,,,,,,48.0,1201.1073333333334,1197.4274572790055,24000.0,62.685,False,50.0,201.02364608239958,4.80993556433174,3000.0,50.0,45.0,False
중원구,도촌동,아파트,107.0,3093.7151265450266,3150.3437471338493,83800.0,84.95,False,143.0,2023.5620953502062,2024.0038149543232,53000.0,84.95,False,269.0,307.2307197844496,1.9706706408345755,4782.0,28.0,46.97,False
중원구,도촌동,연립_다세대,16.0,3334.4647081158955,3344.9166853880997,85500.0,84.9,False,14.0,2594.9905702934657,2613.5267402278905,66550.0,84.755,False,5.0,1563.0260047281324,3.8900917863026594,40000.0,100.0,84.82,False
중원구,도촌동,오피스텔,13.0,1358.315356959425,1395.008439096143,32900.0,83.92,False,6.0,1310.0456979650126,1287.685003382739,21000.0,56.36,False,43.0,163.08830784410458,3.6274323335771768,1000.0,50.0,45.18,False
중원구,상대원동,단독_다가구,80.0,1418.4865823767427,1767.545433750989,51250.0,114.765,False,371.0,797.1432624113476,764.7813635254976,10000.0,40.0,False,692.0,73.41331262021009,3.7278998398643557,1000.0,40.0,37.475,False
중원구,상대원동,아파트,147.0,2807.747298919568,2656.462985588537,43500.0,49.98,False,224.0,1595.686774709884,1596.395363695168,24150.0,49.98,False,207.0,198.42737094837938,4.431544617847139,3000.0,60.0,49.98,False
중원구,상대원동,연립_다세대,160.0,2509.211043559225,2364.34927232697,38150.0,55.74,False,329.0,1135.3634802518602,1211.0436657824002,20000.0,55.62,False,85.0,313.77084745762716,3.0680278422273783,4800.0,45.0,52.18,False
중원구,상대원동,오피스텔,3.0,1464.4394232198601,1514.7153900258045,29800.0,67.27,True,1.0,1279.6645161290323,1279.6645161290323,24000.0,62.0,True,,,,,,,
