"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 분당구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"306","경기도 성남시 분당구 궁내동","328-3","0328","0003","장미월드빌","전세","76.7000","202602","02","30,000","0","3","2003","궁내로22번길 16","202603~202803","신규","-","","","연립다세대"
"307","경기도 성남시 분당구 궁내동","328-3","0328","0003","장미월드빌","전세","76.7000","202602","02","24,000","0","3","2003","궁내로22번길 16","202603~202703","신규","-","","","연립다세대"
"308","경기도 성남시 분당구 야탑동","217","0217","0000","매화마을청구빌라","전세","84.9300","202602","02","57,000","0","3","1995","벌말로50번길 9","202602~202802","갱신","사용","55,000","0","연립다세대"
"309","경기도 성남시 분당구 야탑동","218","0218","0000","매화마을현대","월세","59.9400","202602","02","35,000","20","2","1994","벌말로50번길 27","202603~202803","신규","-","","","연립다세대"
"310","경기도 성남시 분당구 야탑동","267","0267","0000","매화마을대창빌라","전세","70.9300","202602","02","45,150","0","3","1995","벌말로30번길 11","202603~202803","갱신","사용","43,000","0","연립다세대"
"311","경기도 성남시 분당구 이매동","10-18","0010","0018","동양파크빌101동","월세","71.1350","202602","01","10,000","150","3","2003","방아로29번길 3","202602~202802","신규","-","","","연립다세대"
"312","경기도 성남시 분당구 서현동","199-5","0199","0005","서현빌라A동","전세","53.5200","202601","31","33,600","0","3","2001","안골로 18","202602~202802","갱신","-","32,000","0","연립다세대"
"313","경기도 성남시 분당구 서현동","323","0323","0000","효자촌대명","월세","57.6300","202601","31","5,000","135","3","1995","분당로263번길 67","202602~202802","신규","-","","","연립다세대"
"314","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9653","202601","31","66,000","0","2","2023","판교대장로7길 37","202602~202802","갱신","사용","63,000","0","연립다세대"
"315","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","월세","84.9653","202601","29","5,000","310","2","2023","판교대장로7길 37","202603~202803","신규","-","","","연립다세대"
"316","경기도 성남시 분당구 구미동","245","0245","0000","두산빌라","전세","165.1600","202601","29","65,000","0","3","1995","구미로130번길 36","202602~202802","신규","-","","","연립다세대"
"317","경기도 성남시 분당구 율동","290","0290","0000","율동파티오1","전세","56.8438","202601","29","35,000","0","1","2020","새마을로165번길 11","202602~202802","신규","-","","","연립다세대"
"318","경기도 성남시 분당구 궁내동","347-1","0347","0001","빕스빌102,103동","월세","75.7150","202601","29","5,000","120","3","2003","궁내로 32","202602~202802","신규","-","","","연립다세대"
"319","경기도 성남시 분당구 야탑동","218","0218","0000","매화마을벽산","전세","51.1600","202601","29","30,000","0","3","1994","벌말로50번길 27","202602~202802","신규","-","","","연립다세대"
"320","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","월세","84.9967","202601","28","5,000","300","1","2023","판교대장로7길 37","202602~202802","갱신","사용","5,000","290","연립다세대"
"321","경기도 성남시 분당구 대장동","596","0596","0000","판교TH212","전세","119.8623","202601","27","100,000","0","3","2025","판교대장로7길 25","202604~202804","신규","-","","","연립다세대"
"322","경기도 성남시 분당구 판교동","492","0492","0000","판교원마을13단지(휴먼시아연립)","월세","145.4000","202601","27","15,000","440","4","2009","서판교로 193","202603~202803","신규","-","","","연립다세대"
"323","경기도 성남시 분당구 구미동","111","0111","0000","하얀그랜드(코오롱)","전세","99.7500","202601","27","70,000","0","3","1995","미금로 114","202601~202612","신규","-","","","연립다세대"
"324","경기도 성남시 분당구 판교동","492","0492","0000","판교원마을13단지(휴먼시아연립)","월세","145.4000","202601","27","15,000","440","4","2009","서판교로 193","-","-","-","","","연립다세대"
"325","경기도 성남시 분당구 야탑동","217","0217","0000","매화마을청구빌라","전세","84.9300","202601","27","51,000","0","3","1995","벌말로50번길 9","202605~202805","신규","-","","","연립다세대"
"326","경기도 성남시 분당구 판교동","492","0492","0000","판교원마을13단지(휴먼시아연립)","전세","128.3800","202601","27","170,000","0","3","2009","서판교로 193","202601~202801","신규","-","","","연립다세대"
"327","경기도 성남시 분당구 야탑동","185","0185","0000","목련마을화성빌리지","전세","84.8500","202601","26","60,000","0","1","1994","야탑로271번길 28","202601~202801","신규","-","","","연립다세대"
"328","경기도 성남시 분당구 운중동","363","0363","0000","운중샤갈의마을(104동)","월세","60.4980","202601","25","10,000","200","3","2019","하오개로351번길 24","202604~202804","신규","-","","","연립다세대"
"329","경기도 성남시 분당구 운중동","363","0363","0000","운중샤갈의마을(104동)","월세","60.4980","202601","25","10,000","200","3","2019","하오개로351번길 24","202604~202804","신규","-","","","연립다세대"
"330","경기도 성남시 분당구 궁내동","247-4","0247","0004","하나홈타운(102,103)","월세","66.4100","202601","24","5,000","120","4","2002","궁내로8번길 5","202603~202803","신규","-","","","연립다세대"
"331","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9906","202601","24","63,000","0","4","2023","판교대장로7길 37","202601~202801","갱신","사용","65,000","0","연립다세대"
"332","경기도 성남시 분당구 궁내동","247-4","0247","0004","하나홈타운(102,103)","월세","66.4100","202601","24","5,000","120","4","2002","궁내로8번길 5","-","-","-","","","연립다세대"
"333","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9906","202601","24","63,000","0","4","2023","판교대장로7길 37","202601~202801","갱신","사용","65,000","0","연립다세대"
"334","경기도 성남시 분당구 분당동","96","0096","0000","장안타운(한신)","전세","84.9850","202601","23","50,000","0","2","1994","분당로263번길 68","202602~202802","갱신","-","48,000","0","연립다세대"
"335","경기도 성남시 분당구 구미동","22","0022","0000","까치마을건영빌라3단지","전세","59.9900","202601","22","40,000","0","2","1995","미금일로90번길 23","202602~202802","신규","-","","","연립다세대"
"336","경기도 성남시 분당구 판교동","492","0492","0000","판교원마을13단지(휴먼시아연립)","월세","125.3200","202601","22","68,250","126","1","2009","서판교로 193","202601~202801","갱신","사용","65,000","120","연립다세대"
"337","경기도 성남시 분당구 궁내동","350-8","0350","0008","샤인빌A동","전세","74.2650","202601","22","31,000","0","2","2003","궁내로 48","202603~202803","신규","-","","","연립다세대"
"338","경기도 성남시 분당구 분당동","92","0092","0000","풍림아이원","전세","131.1821","202601","22","85,000","0","2","2002","장안로51번길 6","-","-","-","","","연립다세대"
"339","경기도 성남시 분당구 분당동","95","0095","0000","장안타운(건영)951","전세","84.8200","202601","22","40,516","0","3","1995","장안로 67","202604~202804","신규","-","","","연립다세대"
"340","경기도 성남시 분당구 분당동","95","0095","0000","장안타운(건영)951","전세","84.8200","202601","22","40,500","0","3","1995","장안로 67","202604~202804","신규","-","","","연립다세대"
"341","경기도 성남시 분당구 서현동","199-1","0199","0001","서현빌라B동","전세","53.5200","202601","22","33,000","0","4","2001","안골로 16","202603~202803","신규","-","","","연립다세대"
"342","경기도 성남시 분당구 궁내동","318-8","0318","0008","궁내리치빌","월세","64.5200","202601","21","2,000","104","1","2002","궁내로22번길 27-5","202603~202703","신규","-","","","연립다세대"
"343","경기도 성남시 분당구 구미동","82","0082","0000","현대노블리스","월세","189.2600","202601","20","75,000","40","3","2000","금곡로 171","202604~202804","신규","-","","","연립다세대"
"344","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","전세","59.9300","202601","20","48,000","0","2","1995","미금일로 122","202604~202804","신규","-","","","연립다세대"
"345","경기도 성남시 분당구 구미동","82","0082","0000","현대노블리스","월세","189.2600","202601","20","75,000","40","3","2000","금곡로 171","202604~202804","신규","-","","","연립다세대"
"346","경기도 성남시 분당구 구미동","104","0104","0000","두앙노빌리티빌라101동~103동","전세","199.2600","202601","20","90,000","0","3","1999","금곡로 117","202605~202705","신규","-","","","연립다세대"
"347","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","전세","59.9300","202601","20","48,000","0","2","1995","미금일로 122","202605~202805","신규","-","","","연립다세대"
"348","경기도 성남시 분당구 판교동","552","0552","0000","판교원마을10단지(힐스테이트연립)","월세","125.4200","202601","19","60,000","170","1","2009","서판교로 73","202602~202802","신규","-","","","연립다세대"
"349","경기도 성남시 분당구 분당동","62-1","0062","0001","가람빌라","전세","172.8000","202601","19","100,000","0","1","2000","예원로6번길 61","202604~202804","신규","-","","","연립다세대"
"350","경기도 성남시 분당구 구미동","12","0012","0000","까치마을건영빌라5단지","전세","59.9900","202601","19","30,000","0","3","1995","미금일로 136","202601~202801","신규","-","","","연립다세대"
"351","경기도 성남시 분당구 판교동","492","0492","0000","판교원마을13단지(휴먼시아연립)","전세","130.8500","202601","18","120,000","0","4","2009","서판교로 193","202603~202803","신규","-","","","연립다세대"
"352","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","전세","59.9300","202601","18","37,800","0","1","1995","미금일로 122","202603~202803","갱신","-","36,000","0","연립다세대"
"353","경기도 성남시 분당구 판교동","552","0552","0000","판교원마을10단지(힐스테이트연립)","전세","125.4200","202601","18","99,000","0","2","2009","서판교로 73","-","-","-","","","연립다세대"
"354","경기도 성남시 분당구 구미동","12","0012","0000","까치마을건영빌라5단지","전세","59.9300","202601","17","49,300","0","2","1995","미금일로 136","202602~202802","갱신","-","47,000","0","연립다세대"
"355","경기도 성남시 분당구 서현동","146-1","0146","0001","서현포스파크1","전세","125.9700","202601","17","57,200","0","2","2003","새마을로83번길 15","202603~202803","신규","-","","","연립다세대"
"356","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9906","202601","16","80,000","0","4","2023","판교대장로7길 37","202602~202802","신규","-","","","연립다세대"
"357","경기도 성남시 분당구 구미동","111","0111","0000","하얀그랜드빌(삼성)","전세","134.4400","202601","16","60,500","0","2","1995","미금로 114","202601~202801","갱신","-","58,500","0","연립다세대"
"358","경기도 성남시 분당구 궁내동","282-2","0282","0002","트레비앙","전세","48.0200","202601","16","31,000","0","2","2015","궁내로40번길 37-3","202603~202803","신규","-","","","연립다세대"
"359","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","월세","59.9300","202601","15","30,000","60","1","1995","미금일로 122","202603~202803","신규","-","","","연립다세대"
"360","경기도 성남시 분당구 운중동","344-1","0344","0001","(344-1)(A,B동)","월세","49.9976","202601","15","33,000","25","2","2018","하오개로363번길 7","202602~202802","신규","-","","","연립다세대"
"361","경기도 성남시 분당구 서현동","322","0322","0000","정도","전세","53.8200","202601","15","40,000","0","1","1995","불정로406번길 7","202602~202802","신규","-","","","연립다세대"
"362","경기도 성남시 분당구 궁내동","359-11","0359","0011","노블레스C","전세","82.4000","202601","15","25,000","0","-1","2003","궁내로76번길 9","202602~202802","신규","-","","","연립다세대"
"363","경기도 성남시 분당구 구미동","20","0020","0000","까치마을금성백조","전세","59.6200","202601","14","41,000","0","1","1995","미금일로90번길 11","202603~202803","신규","-","","","연립다세대"
"364","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","75.9975","202601","14","72,450","0","1","2023","판교대장로7길 37","202602~202802","갱신","사용","69,000","0","연립다세대"
"365","경기도 성남시 분당구 야탑동","177","0177","0000","목련마을자영빌라","전세","57.9750","202601","14","28,000","0","1","1994","야탑로271번길 7","202603~202803","신규","-","","","연립다세대"
"366","경기도 성남시 분당구 운중동","987","0987","0000","산운마을7단지(휴먼시아연립)","전세","131.2300","202601","14","130,000","0","4","2010","산운로 135","202603~202803","신규","-","","","연립다세대"
"367","경기도 성남시 분당구 야탑동","265","0265","0000","매화마을건영빌라","전세","59.9500","202601","13","39,000","0","1","1995","벌말로30번길 32","202602~202802","신규","-","","","연립다세대"
"368","경기도 성남시 분당구 야탑동","512","0512","0000","탑마을동아","월세","59.8500","202601","13","35,700","35","2","1994","성남대로 884-4","202602~202802","갱신","사용","34,000","35","연립다세대"
"369","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","월세","84.9906","202601","12","10,000","270","4","2023","판교대장로7길 37","202601~202801","신규","-","","","연립다세대"
"370","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","월세","59.8800","202601","12","14,000","140","2","1995","미금일로 122","202602~202802","신규","-","","","연립다세대"
"371","경기도 성남시 분당구 야탑동","218","0218","0000","매화마을벽산","전세","59.9400","202601","12","36,000","0","1","1994","벌말로50번길 27","202604~202804","신규","-","","","연립다세대"
"372","경기도 성남시 분당구 야탑동","173","0173","0000","대원빌라(1단지)","전세","57.9750","202601","12","30,000","0","3","1994","야탑로245번길 11","202603~202803","신규","-","","","연립다세대"
"373","경기도 성남시 분당구 야탑동","218","0218","0000","매화마을벽산","전세","59.9400","202601","12","36,000","0","1","1994","벌말로50번길 27","202604~202804","신규","-","","","연립다세대"
"374","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","전세","59.8800","202601","10","48,000","0","2","1995","미금일로 122","202602~202802","신규","-","","","연립다세대"
"375","경기도 성남시 분당구 운중동","344-1","0344","0001","(344-1)(A,B동)","월세","49.9976","202601","10","41,000","29","4","2018","하오개로363번길 7","202602~202802","신규","-","","","연립다세대"
"376","경기도 성남시 분당구 운중동","344-1","0344","0001","(344-1)(A,B동)","월세","49.9976","202601","10","41,000","29","4","2018","하오개로363번길 7","202602~202802","신규","-","","","연립다세대"
"377","경기도 성남시 분당구 이매동","95-3","0095","0003","진하우스","월세","23.0500","202601","10","11,000","15","3","2012","성남대로762번길 12","202602~202802","신규","-","","","연립다세대"
"378","경기도 성남시 분당구 금곡동","67-3","0067","0003","금곡하이빌","전세","71.0400","202601","10","21,000","0","1","2002","쇳골북로 42","202602~202802","신규","-","","","연립다세대"
"379","경기도 성남시 분당구 금곡동","67-3","0067","0003","금곡하이빌","전세","71.0400","202601","10","21,000","0","1","2002","쇳골북로 42","202602~202802","신규","-","","","연립다세대"
"380","경기도 성남시 분당구 야탑동","176","0176","0000","성환빌라","전세","63.7800","202601","09","32,000","0","3","1995","야탑로231번길 38","202601~202801","갱신","사용","32,000","0","연립다세대"
"381","경기도 성남시 분당구 구미동","121","0121","0000","하얀마을삼익빌라1","전세","164.8800","202601","09","80,000","0","2","1995","금곡로 39","202601~203001","신규","-","","","연립다세대"
"382","경기도 성남시 분당구 분당동","155","0155","0000","이화","전세","164.5800","202601","09","70,000","0","1","1994","분당로311번길 22","202603~202803","신규","-","","","연립다세대"
"383","경기도 성남시 분당구 야탑동","267","0267","0000","매화마을대창빌라","전세","84.9600","202601","09","60,000","0","1","1995","벌말로30번길 11","202604~202804","신규","-","","","연립다세대"
"384","경기도 성남시 분당구 야탑동","182","0182","0000","두원빌라(182)","전세","84.9300","202601","09","37,000","0","1","1994","야탑로231번길 35","202603~202803","갱신","-","43,000","0","연립다세대"
"385","경기도 성남시 분당구 야탑동","176","0176","0000","성환빌라","전세","63.7800","202601","09","32,000","0","3","1995","야탑로231번길 38","202601~202801","갱신","사용","32,000","0","연립다세대"
"386","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","75.9983","202601","09","69,000","0","3","2023","판교대장로7길 37","202602~202802","신규","-","","","연립다세대"
"387","경기도 성남시 분당구 분당동","113","0113","0000","장안타운(건영빌라)","월세","84.8800","202601","08","10,000","160","2","1995","서현로 471","202602~202802","신규","-","","","연립다세대"
"388","경기도 성남시 분당구 운중동","987","0987","0000","산운마을7단지(휴먼시아연립)","월세","208.0400","202601","08","20,000","800","6","2010","산운로 135","202601~202801","신규","-","","","연립다세대"
"389","경기도 성남시 분당구 서현동","323","0323","0000","효자촌대명","전세","58.9500","202601","08","32,000","0","3","1995","분당로263번길 67","202601~202801","신규","-","","","연립다세대"
"390","경기도 성남시 분당구 야탑동","265","0265","0000","매화마을건영빌라","전세","59.8800","202601","08","31,500","0","3","1995","벌말로30번길 32","202601~202801","갱신","사용","30,000","0","연립다세대"
"391","경기도 성남시 분당구 정자동","29","0029","0000","느티마을경남","전세","134.9700","202601","08","91,000","0","2","1995","황새울로132번길 27","202602~202902","갱신","-","88,000","0","연립다세대"
"392","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","전세","59.8800","202601","07","50,000","0","2","1995","미금일로 122","202603~202803","신규","-","","","연립다세대"
"393","경기도 성남시 분당구 운중동","987","0987","0000","산운마을7단지(휴먼시아연립)","월세","208.0400","202601","07","20,000","720","3","2010","산운로 135","202604~202804","신규","-","","","연립다세대"
"394","경기도 성남시 분당구 분당동","48","0048","0000","하나빌라(48)","전세","164.4300","202601","06","85,000","0","3","1997","분당로 244","202601~202801","신규","-","","","연립다세대"
"395","경기도 성남시 분당구 서현동","323","0323","0000","효자촌대명","월세","58.9500","202601","06","30,000","18","1","1995","분당로263번길 67","202602~202802","갱신","-","30,000","0","연립다세대"
"396","경기도 성남시 분당구 대장동","596","0596","0000","판교TH212","전세","162.9298","202601","06","150,000","0","1","2025","판교대장로7길 25","202601~202808","신규","-","","","연립다세대"
"397","경기도 성남시 분당구 서현동","323","0323","0000","효자촌대명","전세","59.3100","202601","06","39,000","0","1","1995","분당로263번길 67","202603~202803","신규","-","","","연립다세대"
"398","경기도 성남시 분당구 구미동","271","0271","0000","아델하임","월세","199.5400","202601","06","50,000","200","1","2004","구미로192번길 21","202601~202801","갱신","-","100,000","0","연립다세대"
"399","경기도 성남시 분당구 운중동","987","0987","0000","산운마을7단지(휴먼시아연립)","전세","131.2300","202601","05","126,000","0","4","2010","산운로 135","202601~202801","갱신","사용","120,000","0","연립다세대"
"400","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","월세","59.1000","202601","05","13,000","86","4","1995","미금일로 122","202603~202803","신규","-","","","연립다세대"
"401","경기도 성남시 분당구 분당동","96","0096","0000","장안타운(라이프)","전세","67.3150","202601","03","35,800","0","2","1994","분당로263번길 68","202601~202801","갱신","사용","34,100","0","연립다세대"
"402","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9906","202601","03","63,000","0","3","2023","판교대장로7길 37","202602~202802","갱신","사용","60,000","0","연립다세대"
"403","경기도 성남시 분당구 구미동","12","0012","0000","까치마을건영빌라5단지","월세","59.9300","202601","03","40,000","40","2","1995","미금일로 136","202603~202803","신규","-","","","연립다세대"
"404","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","월세","84.9906","202601","03","20,000","240","4","2023","판교대장로7길 37","202602~202802","신규","-","","","연립다세대"
"405","경기도 성남시 분당구 서현동","322","0322","0000","정도","전세","59.8600","202601","03","39,000","0","4","1995","불정로406번길 7","202602~202802","신규","-","","","연립다세대"
"406","경기도 성남시 분당구 구미동","12","0012","0000","까치마을건영빌라5단지","월세","59.9300","202601","03","10,000","150","2","1995","미금일로 136","202603~202803","신규","-","","","연립다세대"
"407","경기도 성남시 분당구 구미동","111","0111","0000","하얀그랜드(코오롱)","전세","161.8900","202601","03","75,000","0","3","1995","미금로 114","202603~202803","신규","-","","","연립다세대"
"408","경기도 성남시 분당구 구미동","12","0012","0000","까치마을건영빌라5단지","월세","59.9300","202601","03","40,000","40","2","1995","미금일로 136","202603~202803","신규","-","","","연립다세대"
"409","경기도 성남시 분당구 서현동","322","0322","0000","정도","전세","59.8600","202601","03","39,000","0","4","1995","불정로406번길 7","-","-","-","","","연립다세대"
"410","경기도 성남시 분당구 분당동","96","0096","0000","장안타운(라이프)","전세","67.3150","202601","03","42,000","0","1","1994","분당로263번길 68","202602~202802","갱신","사용","40,000","0","연립다세대"
"411","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9906","202601","03","63,000","0","4","2023","판교대장로7길 37","202601~202801","갱신","사용","60,000","0","연립다세대"
"412","경기도 성남시 분당구 정자동","29","0029","0000","느티마을경남","전세","164.8400","202601","03","105,000","0","3","1995","황새울로132번길 27","202602~202802","신규","-","","","연립다세대"
"413","경기도 성남시 분당구 구미동","111","0111","0000","하얀그랜드(코오롱)","전세","161.8900","202601","02","48,000","0","1","1995","미금로 114","202602~203002","신규","-","","","연립다세대"
"414","경기도 성남시 분당구 동원동","97-2","0097","0002","JSHome","전세","36.6400","202601","02","23,000","0","2","2017","동원로21번길 6-3","202602~202802","신규","-","","","연립다세대"
"415","경기도 성남시 분당구 분당동","113","0113","0000","장안타운(건영빌라)","월세","84.8800","202601","02","4,000","170","2","1995","서현로 471","202601~202801","갱신","사용","4,000","170","연립다세대"
"416","경기도 성남시 분당구 야탑동","158","0158","0000","대진빌라","월세","53.8200","202601","02","8,000","69","4","1994","판교로 654","202602~202802","신규","-","","","연립다세대"
"417","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9906","202512","31","81,000","0","4","2023","판교대장로7길 37","202602~202802","신규","-","","","연립다세대"
"418","경기도 성남시 분당구 구미동","12","0012","0000","까치마을건영빌라5단지","전세","59.1000","202512","31","50,000","0","4","1995","미금일로 136","202602~202802","갱신","사용","50,000","0","연립다세대"
"419","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9653","202512","31","83,000","0","2","2023","판교대장로7길 37","202602~202802","신규","-","","","연립다세대"
"420","경기도 성남시 분당구 야탑동","176","0176","0000","성환빌라","월세","63.7800","202512","30","5,000","120","4","1995","야탑로231번길 38","202601~202801","신규","-","","","연립다세대"
"421","경기도 성남시 분당구 궁내동","317-9","0317","0009","티움빌라","전세","65.8900","202512","29","45,000","0","4","2017","궁내로22번길 27-2","202602~202802","신규","-","","","연립다세대"
"422","경기도 성남시 분당구 분당동","96","0096","0000","장안타운(라이프)","전세","68.4850","202512","29","43,000","0","3","1994","분당로263번길 68","202602~202802","신규","-","","","연립다세대"
"423","경기도 성남시 분당구 서현동","323","0323","0000","효자촌대명","전세","57.6300","202512","29","29,400","0","1","1995","분당로263번길 67","202512~202712","갱신","사용","28,000","0","연립다세대"
"424","경기도 성남시 분당구 야탑동","185","0185","0000","목련마을화성빌리지","월세","71.7700","202512","29","20,000","60","1","1994","야탑로271번길 28","202603~202803","신규","-","","","연립다세대"
"425","경기도 성남시 분당구 야탑동","265","0265","0000","매화마을건영빌라","전세","59.8800","202512","29","37,000","0","4","1995","벌말로30번길 32","202512~202712","갱신","-","32,000","0","연립다세대"
"426","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","전세","84.9906","202512","27","71,400","0","3","2023","판교대장로7길 37","202602~202802","갱신","사용","68,000","0","연립다세대"
"427","경기도 성남시 분당구 분당동","113","0113","0000","장안타운(건영빌라)","월세","84.8800","202512","27","10,000","160","2","1995","서현로 471","202603~202803","신규","-","","","연립다세대"
"428","경기도 성남시 분당구 운중동","987","0987","0000","산운마을7단지(휴먼시아연립)","전세","151.3000","202512","27","120,750","0","2","2010","산운로 135","202602~202802","갱신","사용","115,000","0","연립다세대"
"429","경기도 성남시 분당구 정자동","29","0029","0000","느티마을경남","전세","164.8400","202512","26","90,000","0","2","1995","황새울로132번길 27","202603~202803","신규","-","","","연립다세대"
"430","경기도 성남시 분당구 서현동","193-3","0193","0003","서현모닝빌107동","전세","59.9700","202512","26","21,000","0","-1","2002","안골로 42","202602~202802","갱신","사용","21,000","0","연립다세대"
"431","경기도 성남시 분당구 분당동","113","0113","0000","장안타운(건영빌라)","월세","59.9300","202512","26","29,400","20","4","1995","서현로 471","202512~202712","갱신","사용","29,400","0","연립다세대"
"432","경기도 성남시 분당구 야탑동","177","0177","0000","목련마을자영빌라","전세","57.9750","202512","26","31,000","0","3","1994","야탑로271번길 7","202603~202803","신규","-","","","연립다세대"
"433","경기도 성남시 분당구 구미동","121","0121","0000","하얀마을건영빌라","전세","164.9700","202512","26","80,000","0","2","1995","금곡로 39","202604~202804","신규","-","","","연립다세대"
"434","경기도 성남시 분당구 분당동","96","0096","0000","장안타운(라이프)","월세","84.9850","202512","24","35,000","36","1","1994","분당로263번길 68","202601~202801","갱신","사용","35,000","30","연립다세대"
"435","경기도 성남시 분당구 궁내동","325-1","0325","0001","대명빌라트A동","월세","71.4000","202512","24","10,000","93","2","2002","궁내로22번길 22","202603~202803","신규","-","","","연립다세대"
"436","경기도 성남시 분당구 이매동","308","0308","0000","진흥아마란스","전세","59.3700","202512","24","30,000","0","1","2005","이매로133번길 16","202604~202804","신규","-","","","연립다세대"
"437","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","월세","59.9300","202512","23","3,000","150","4","1995","미금일로 122","202602~202802","신규","-","","","연립다세대"
"438","경기도 성남시 분당구 금곡동","64-8","0064","0008","골든빌102","전세","57.3500","202512","23","21,000","0","1","2002","쇳골로 32","202603~202803","신규","-","","","연립다세대"
"439","경기도 성남시 분당구 대장동","596","0596","0000","판교TH212","월세","164.2638","202512","22","50,000","150","1","2025","판교대장로7길 25","202602~202802","신규","-","","","연립다세대"
"440","경기도 성남시 분당구 야탑동","185","0185","0000","목련마을화성빌리지","월세","71.7700","202512","22","20,000","60","1","1994","야탑로271번길 28","202602~202802","신규","-","","","연립다세대"
"441","경기도 성남시 분당구 야탑동","182","0182","0000","두원빌라(182)","전세","79.8200","202512","22","92,000","0","4","1994","야탑로231번길 35","202512~202603","신규","-","","","연립다세대"
"442","경기도 성남시 분당구 야탑동","185","0185","0000","목련마을화성빌리지","월세","71.7700","202512","22","20,000","60","1","1994","야탑로271번길 28","202602~202802","신규","-","","","연립다세대"
"443","경기도 성남시 분당구 대장동","590","0590","0000","판교SKVIEWTerrace","월세","84.9906","202512","22","9,900","270","4","2023","판교대장로7길 37","202601~202801","갱신","사용","10,000","255","연립다세대"
"444","경기도 성남시 분당구 분당동","96","0096","0000","장안타운(라이프)","전세","84.9850","202512","20","55,000","0","4","1994","분당로263번길 68","202602~202802","신규","-","","","연립다세대"
"445","경기도 성남시 분당구 구미동","20","0020","0000","까치마을금성백조","전세","59.6200","202512","20","37,044","0","2","1995","미금일로90번길 11","202602~202802","갱신","-","35,280","0","연립다세대"
"446","경기도 성남시 분당구 서현동","322","0322","0000","정도","전세","59.8600","202512","20","34,650","0","4","1995","불정로406번길 7","-","-","-","","","연립다세대"
"447","경기도 성남시 분당구 구미동","13","0013","0000","까치마을건영빌라6단지","월세","59.8800","202512","20","10,000","125","3","1995","미금일로 122","202512~202712","신규","-","","","연립다세대"
"448","경기도 성남시 분당구 운중동","875","0875","0000","산운마을1단지(월든힐스)","월세","162.8700","202512","20","90,000","450","1","2010","산운로 7","202603~202803","신규","-","","","연립다세대"
"449","경기도 성남시 분당구 운중동","875","0875","0000","산운마을1단지(월든힐스)","월세","162.8700","202512","20","90,000","450","1","2010","산운로 7","202603~202803","신규","-","","","연립다세대"
"450","경기도 성남시 분당구 구미동","20","0020","0000","까치마을금성백조","전세","59.6200","202512","20","37,044","0","2","1995","미금일로90번길 11","202602~202802","갱신","-","35,280","0","연립다세대"
