"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"214","경기도 성남시 수정구 산성동","6**","단독","8m미만","31.70","55.80","202602","03","47,000","개인","개인","1984","수정남로314번길","-","중개거래","경기 성남시 수정구"
"215","경기도 성남시 수정구 태평동","1***","다가구","8m미만","140.29","69.80","202602","03","43,000","개인","기타","1991","태평로100번길","-","중개거래","경기 성남시 수정구"
"216","경기도 성남시 수정구 태평동","1***","다가구","8m미만","140.29","69.80","202602","03","43,000","개인","기타","1991","태평로100번길","-","중개거래","경기 성남시 수정구"
"217","경기도 성남시 수정구 태평동","3**","다가구","8m미만","111.03","65.50","202602","03","25,100","개인","개인","1993","시민로257번길","-","직거래","-"
"218","경기도 성남시 수정구 태평동","1***","다가구","8m미만","113.87","64.10","202602","03","35,000","개인","개인","1990","태평로126번길","20260220","직거래","-"
"219","경기도 성남시 수정구 태평동","4***","단독","8m미만","40.63","64.10","202602","03","55,000","개인","개인","1978","제일로224번길","-","중개거래","경기 성남시 수정구"
"220","경기도 성남시 수정구 수진동","2***","다가구","8m미만","118.28","70.40","202602","02","95,000","개인","개인","1990","산성대로157번길","-","중개거래","경기 성남시 수정구"
"221","경기도 성남시 수정구 수진동","7**","단독","8m미만","109.44","61.50","202602","02","88,000","개인","개인","1990","탄리로31번길","-","중개거래","경기 성남시 수정구"
"222","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","159.30","63.10","202602","02","84,000","개인","개인","2001","산성대로269번길","-","중개거래","경기 성남시 수정구"
"223","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","119.02","65.50","202602","02","84,000","개인","개인","1989","탄리로52번길","-","중개거래","경기 성남시 수정구"
"224","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","113.46","65.10","202602","02","81,000","개인","개인","1990","수정로154번길","-","중개거래","경기 성남시 수정구"
"225","경기도 성남시 수정구 수진동","6**","다가구","8m미만","76.66","66.10","202602","02","88,000","개인","개인","1980","탄리로45번길","-","중개거래","경기 성남시 수정구"
"226","경기도 성남시 수정구 수진동","3***","단독","8m미만","141.34","61.20","202602","02","62,000","개인","개인","1994","제일로131번길","-","중개거래","경기 성남시 수정구"
"227","경기도 성남시 수정구 수진동","4**","다가구","8m미만","142.27","66.40","202602","01","75,000","개인","개인","2007","수정남로60번길","-","직거래","-"
"228","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","123.19","65.50","202602","01","82,500","개인","개인","1989","탄리로16번길","-","중개거래","경기 성남시 수정구"
"229","경기도 성남시 수정구 수진동","9**","다가구","8m미만","107.07","65.10","202602","01","94,000","개인","개인","1995","수정남로58번길","-","중개거래","경기 성남시 수정구"
"230","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","97.77","58.50","202602","01","77,000","개인","개인","1985","수정로170번길","-","중개거래","경기 성남시 수정구"
"231","경기도 성남시 수정구 수진동","2***","다가구","8m미만","116.67","66.80","202602","01","93,000","개인","개인","1985","산성대로157번길","-","중개거래","경기 성남시 수정구"
"232","경기도 성남시 수정구 수진동","2***","다가구","8m미만","126.94","69.40","202601","31","99,600","개인","개인","1988","탄리로13번길","-","중개거래","경기 성남시 수정구"
"233","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","117.45","60.80","202601","31","80,000","개인","개인","1988","산성대로215번길","-","중개거래","경기 성남시 수정구"
"234","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","133.58","68.10","202601","31","88,000","개인","개인","1994","산성대로215번길","-","중개거래","경기 성남시 수정구"
"235","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","116.80","61.80","202601","31","80,000","개인","개인","1991","산성대로269번길","-","중개거래","경기 성남시 수정구"
"236","경기도 성남시 수정구 신흥동","6***","단독","8m미만","154.76","82.30","202601","31","91,500","개인","개인","1990","수정남로98번길","-","중개거래","경기 성남시 수정구"
"237","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","134.55","70.40","202601","31","80,000","개인","개인","1989","수정로154번길","-","중개거래","경기 성남시 수정구"
"238","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","108.85","65.50","202601","31","78,000","개인","개인","1991","탄리로52번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"239","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","104.55","62.50","202601","31","79,000","개인","개인","1991","수정로170번길","-","중개거래","경기 성남시 수정구"
"240","경기도 성남시 수정구 신흥동","5***","단독","8m미만","45.03","50.20","202601","31","69,000","개인","개인","1978","수정로170번길","-","중개거래","경기 성남시 수정구"
"241","경기도 성남시 수정구 태평동","4***","단독","8m미만","123.74","68.80","202601","31","64,000","개인","개인","1990","제일로232번길","-","중개거래","경기 성남시 수정구"
"242","경기도 성남시 수정구 태평동","6***","단독","8m미만","114.68","64.10","202601","31","55,000","개인","개인","1989","남문로6번길","-","중개거래","경기 성남시 수정구"
"243","경기도 성남시 수정구 태평동","7***","다가구","8m미만","195.75","136.00","202601","31","74,500","개인","개인","1991","모란로101번길","-","중개거래","경기 성남시 수정구"
"244","경기도 성남시 수정구 수진동","1***","다가구","8m미만","106.24","63.50","202601","31","92,500","개인","개인","1998","제일로124번길","-","중개거래","경기 성남시 수정구"
"245","경기도 성남시 수정구 수진동","1**","다가구","8m미만","186.96","56.20","202601","31","98,000","개인","개인","2014","수정남로48번길","-","중개거래","경기 성남시 수정구"
"246","경기도 성남시 수정구 수진동","1***","단독","8m미만","113.20","67.10","202601","30","90,000","개인","개인","1992","제일로124번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"247","경기도 성남시 수정구 수진동","1***","다가구","8m미만","122.16","68.10","202601","30","94,000","개인","개인","1990","제일로124번길","-","중개거래","경기 성남시 수정구"
"248","경기도 성남시 수정구 태평동","1***","다가구","8m미만","129.75","68.80","202601","30","47,000","개인","개인","1998","남문로115번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"249","경기도 성남시 수정구 신흥동","6***","단독","8m미만","114.79","62.50","202601","30","78,000","개인","개인","1989","탄리로30번길","-","중개거래","경기 성남시 수정구"
"250","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","111.14","59.80","202601","30","80,000","개인","개인","1991","탄리로30번길","-","중개거래","경기 성남시 수정구"
"251","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","95.67","55.20","202601","30","75,500","개인","개인","1991","수정로170번길","-","중개거래","경기 성남시 수정구"
"252","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","123.80","73.70","202601","29","88,000","개인","개인","1993","수정로170번길","-","중개거래","경기 성남시 수정구"
"253","경기도 성남시 수정구 수진동","4***","다가구","8m미만","293.47","119.00","202601","29","113,000","개인","개인","2002","성남대로1221번길","-","중개거래","경기 성남시 수정구"
"254","경기도 성남시 수정구 수진동","1***","다가구","8m미만","106.90","56.50","202601","29","47,500","개인","개인","1991","산성대로173번길","-","직거래","-"
"255","경기도 성남시 수정구 수진동","4**","단독","8m미만","133.03","60.80","202601","29","94,500","개인","개인","1991","수정남로64번길","-","중개거래","경기 성남시 중원구"
"256","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","128.53","68.80","202601","29","90,000","개인","개인","1996","탄리로30번길","-","중개거래","경기 성남시 수정구"
"257","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","125.09","65.50","202601","28","80,000","개인","개인","1989","수정남로84번길","-","중개거래","경기 성남시 수정구"
"258","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","99.64","57.20","202601","28","75,000","개인","개인","1991","산성대로215번길","-","중개거래","경기 성남시 수정구"
"259","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","116.74","58.80","202601","28","75,500","개인","개인","1990","탄리로16번길","-","중개거래","경기 성남시 수정구"
"260","경기도 성남시 수정구 태평동","5***","다가구","8m미만","110.75","65.10","202601","28","50,000","기타","개인","1988","남문로15번길","-","중개거래","경기 성남시 수정구"
"261","경기도 성남시 수정구 수진동","7**","단독","8m미만","116.74","58.80","202601","28","92,000","개인","개인","1993","수정로136번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"262","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","112.05","65.10","202601","28","80,000","개인","개인","1990","탄리로30번길","-","중개거래","경기 성남시 수정구"
"263","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","121.74","62.50","202601","27","89,000","개인","개인","1993","탄리로30번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"264","경기도 성남시 수정구 신흥동","6***","단독","8m미만","111.91","62.50","202601","27","75,000","개인","개인","1992","산성대로215번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"265","경기도 성남시 수정구 태평동","3***","단독","8m미만","105.08","62.50","202601","27","57,500","개인","개인","1988","남문로63번길","-","중개거래","경기 성남시 수정구"
"266","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","111.76","61.20","202601","27","75,000","개인","개인","1990","산성대로225번길","-","중개거래","경기 성남시 수정구"
"267","경기도 성남시 수정구 신흥동","3***","단독","8m미만","98.88","56.50","202601","27","75,000","개인","개인","1988","시민로164번길","-","중개거래","경기 성남시 수정구"
"268","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","133.59","66.80","202601","26","85,000","개인","개인","1994","수정로180번길","-","중개거래","경기 성남시 수정구"
"269","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","84.70","64.50","202601","26","86,000","개인","개인","1972","수정남로84번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"270","경기도 성남시 수정구 신흥동","5***","다가구","12m미만","203.09","127.60","202601","26","129,900","개인","개인","1981","수정남로","-","중개거래","경기 성남시 수정구"
"271","경기도 성남시 수정구 수진동","2***","단독","8m미만","37.55","64.50","202601","26","84,000","개인","개인","1979","산성대로157번길","-","중개거래","경기 성남시 수정구"
"272","경기도 성남시 수정구 수진동","1**","단독","8m미만","192.07","116.00","202601","26","138,000","개인","개인","1983","수정남로50번길","-","중개거래","경기 성남시 수정구"
"273","경기도 성남시 수정구 수진동","2***","다가구","8m미만","116.65","65.10","202601","26","92,000","개인","개인","1994","산성대로157번길","-","중개거래","경기 성남시 수정구"
"274","경기도 성남시 수정구 수진동","1**","다가구","8m미만","153.28","69.80","202601","26","100,000","개인","개인","1990","수정남로46번길","-","중개거래","경기 성남시 수정구"
"275","경기도 성남시 수정구 수진동","4***","다가구","8m미만","153.41","64.50","202601","26","34,100","개인","개인","1992","성남대로1180번길","-","직거래","-"
"276","경기도 성남시 수정구 태평동","7**","단독","8m미만","129.92","70.40","202601","26","44,000","개인","개인","1995","탄리로138번길","-","중개거래","경기 성남시 수정구"
"277","경기도 성남시 수정구 태평동","5***","다가구","8m미만","112.50","65.50","202601","26","49,000","개인","개인","1991","남문로13번길","-","중개거래","경기 성남시 수정구"
"278","경기도 성남시 수정구 수진동","1***","다가구","8m미만","116.92","60.80","202601","25","85,500","개인","개인","1990","수정남로50번길","-","중개거래","경기 성남시 수정구"
"279","경기도 성남시 수정구 수진동","4**","다가구","8m미만","318.15","127.60","202601","25","148,000","개인","개인","1987","수정남로62번길","-","중개거래","경기 성남시 수정구"
"280","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","107.52","61.20","202601","25","75,000","개인","개인","1992","산성대로225번길","-","중개거래","경기 성남시 수정구"
"281","경기도 성남시 수정구 태평동","1***","단독","8m미만","126.55","70.40","202601","25","46,000","개인","개인","1992","남문로113번길","-","중개거래","경기 성남시 수정구"
"282","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","129.60","58.80","202601","25","75,000","개인","개인","1991","탄리로42번길","-","중개거래","경기 성남시 수정구"
"283","경기도 성남시 수정구 수진동","1***","단독","8m미만","28.26","66.40","202601","25","81,000","개인","개인","1972","제일로124번길","-","중개거래","경기 성남시 수정구"
"284","경기도 성남시 수정구 신흥동","4***","단독","8m미만","39.17","64.10","202601","24","70,000","개인","개인","1974","산성대로225번길","-","중개거래","경기 성남시 수정구"
"285","경기도 성남시 수정구 수진동","1***","다가구","8m미만","123.09","65.50","202601","24","80,000","개인","개인","1989","제일로124번길","-","중개거래","경기 성남시 수정구"
"286","경기도 성남시 수정구 수진동","9**","단독","8m미만","99.73","63.10","202601","24","86,500","개인","개인","1990","수정남로58번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"287","경기도 성남시 수정구 수진동","8**","다가구","8m미만","151.30","69.40","202601","24","90,000","개인","개인","1992","수정남로68번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"288","경기도 성남시 수정구 신흥동","6***","단독","8m미만","96.33","57.50","202601","24","75,000","개인","개인","1992","탄리로16번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"289","경기도 성남시 수정구 수진동","3***","다가구","8m미만","97.10","64.10","202601","24","72,000","개인","개인","1972","수정남로16번길","-","중개거래","경기 성남시 수정구"
"290","경기도 성남시 수정구 태평동","3***","다가구","8m미만","109.84","62.50","202601","24","58,500","개인","개인","1990","탄리로119번길","-","중개거래","경기 성남시 수정구"
"291","경기도 성남시 수정구 신흥동","4***","단독","8m미만","109.01","61.80","202601","24","75,000","개인","개인","1991","시민로145번길","-","중개거래","경기 성남시 수정구"
"292","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","109.71","61.50","202601","24","75,000","개인","개인","1991","산성대로215번길","-","중개거래","경기 성남시 수정구"
"293","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","114.42","61.80","202601","24","70,000","개인","개인","1993","시민로145번길","20260224","중개거래","경기 성남시 수정구"
"294","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","115.38","65.10","202601","24","84,000","개인","개인","1988","수정로188번길","-","중개거래","경기 성남시 수정구"
"295","경기도 성남시 수정구 수진동","2***","단독","8m미만","129.18","68.10","202601","23","92,000","개인","개인","1990","제일로98번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"296","경기도 성남시 수정구 수진동","3**","단독","8m미만","111.60","67.80","202601","23","104,000","개인","개인","1972","수정로120번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"297","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","166.85","64.10","202601","23","60,000","개인","개인","1989","수정로170번길","-","중개거래","경기 성남시 수정구"
"298","경기도 성남시 수정구 수진동","1***","단독","8m미만","89.58","58.20","202601","22","94,000","개인","개인","1981","제일로138번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"299","경기도 성남시 수정구 수진동","9**","다가구","8m미만","115.83","63.10","202601","22","95,000","개인","개인","1991","수정남로62번길","-","중개거래","경기 성남시 수정구"
"300","경기도 성남시 수정구 수진동","2***","다가구","8m미만","106.02","60.80","202601","22","90,500","개인","개인","1985","제일로102번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"301","경기도 성남시 수정구 수진동","4***","다가구","8m미만","489.24","154.70","202601","22","160,000","개인","개인","2002","수정로56번길","-","중개거래","경기 성남시 수정구"
"302","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","113.40","63.50","202601","22","77,000","개인","개인","1988","산성대로215번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"303","경기도 성남시 수정구 심곡동","3**","단독","8m미만","195.93","321.00","202601","22","137,000","개인","개인","2005","심곡로37번길","-","중개거래","경기 성남시 수정구, 서울 강남구"
"304","경기도 성남시 수정구 태평동","3**","단독","8m미만","40.66","60.50","202601","22","35,400","개인","개인","1974","시민로257번길","-","중개거래","경기 성남시 수정구, 경기 용인시 수지구"
"305","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","115.67","66.80","202601","22","72,500","개인","개인","1990","탄리로30번길","-","중개거래","경기 성남시 수정구"
"306","경기도 성남시 수정구 수진동","1***","다가구","8m미만","193.49","84.60","202601","22","108,050","개인","개인","1989","탄리로31번길","-","중개거래","경기 성남시 수정구"
"307","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","121.77","67.10","202601","21","76,000","개인","개인","1989","수정남로98번길","-","중개거래","경기 성남시 수정구"
"308","경기도 성남시 수정구 태평동","5***","다가구","8m미만","111.00","68.10","202601","21","49,500","개인","개인","1986","남문로24번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"309","경기도 성남시 수정구 태평동","4***","다가구","8m미만","149.32","63.50","202601","21","70,000","개인","개인","1989","제일로224번길","-","중개거래","경기 성남시 수정구"
"310","경기도 성남시 수정구 수진동","2***","다가구","8m미만","162.36","67.10","202601","21","106,000","개인","개인","2001","탄리로9번길","-","중개거래","경기 성남시 수정구"
"311","경기도 성남시 수정구 수진동","3***","다가구","8m미만","117.64","65.50","202601","21","78,000","개인","개인","1991","수정남로24번길","-","중개거래","경기 성남시 수정구"
"312","경기도 성남시 수정구 수진동","1***","다가구","8m미만","121.05","64.10","202601","21","93,000","개인","개인","1991","산성대로165번길","-","중개거래","경기 성남시 수정구"
"313","경기도 성남시 수정구 신흥동","3***","단독","8m미만","87.46","51.90","202601","21","60,000","개인","개인","1992","수정남로176번길","-","중개거래","경기 성남시 수정구"
"314","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","87.46","51.90","202601","21","60,000","개인","개인","1992","수정남로176번길","-","중개거래","경기 성남시 수정구"
"315","경기도 성남시 수정구 신흥동","4***","단독","8m미만","148.97","65.10","202601","20","68,000","개인","개인","1992","산성대로225번길","-","중개거래","경기 성남시 수정구"
"316","경기도 성남시 수정구 수진동","2***","다가구","8m미만","143.60","72.10","202601","20","100,000","개인","개인","1996","탄리로15번길","-","중개거래","경기 성남시 수정구"
"317","경기도 성남시 수정구 수진동","3***","다가구","8m미만","157.85","66.10","202601","20","81,000","개인","개인","1991","수정남로22번길","-","중개거래","경기 성남시 수정구, 경기 하남시"
"318","경기도 성남시 수정구 수진동","8**","다가구","8m미만","119.61","66.10","202601","20","89,000","개인","개인","1991","수정남로64번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"319","경기도 성남시 수정구 수진동","1***","다가구","8m미만","120.53","64.10","202601","20","90,000","개인","개인","1993","산성대로165번길","-","중개거래","경기 성남시 수정구"
"320","경기도 성남시 수정구 신흥동","3***","단독","8m미만","101.04","59.80","202601","20","79,800","개인","개인","1987","산성대로255번길","-","중개거래","경기 성남시 수정구"
"321","경기도 성남시 수정구 신흥동","4***","단독","8m미만","27.11","57.20","202601","20","70,000","개인","개인","1973","산성대로225번길","-","중개거래","경기 성남시 수정구"
"322","경기도 성남시 수정구 태평동","3***","다가구","8m미만","144.36","66.80","202601","20","53,000","개인","개인","1995","남문로77번길","-","중개거래","경기 성남시 수정구"
"323","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","105.27","55.20","202601","19","72,000","개인","개인","1988","수정남로84번길","-","중개거래","경기 성남시 수정구"
"324","경기도 성남시 수정구 신흥동","4***","단독","8m미만","37.06","58.50","202601","19","66,000","개인","개인","1975","산성대로225번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"325","경기도 성남시 수정구 수진동","3***","단독","8m미만","112.43","71.40","202601","19","75,000","개인","개인","1973","수정남로16번길","-","중개거래","경기 성남시 수정구"
"326","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","140.98","64.10","202601","18","80,000","개인","개인","1990","수정로154번길","-","중개거래","경기 성남시 수정구"
"327","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","103.78","62.50","202601","17","80,000","개인","개인","1992","수정로228번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"328","경기도 성남시 수정구 수진동","1***","다가구","8m미만","157.75","68.80","202601","17","50,200","개인","개인","1994","제일로124번길","-","직거래","-"
"329","경기도 성남시 수정구 수진동","1***","다가구","8m미만","137.27","69.80","202601","17","90,000","개인","개인","1991","탄리로25번길","-","중개거래","경기 성남시 수정구"
"330","경기도 성남시 수정구 태평동","1***","다가구","8m미만","172.81","62.50","202601","17","44,500","개인","개인","1996","시민로255번길","-","중개거래","경기 성남시 수정구"
"331","경기도 성남시 수정구 태평동","5***","다가구","8m미만","116.51","66.80","202601","17","46,000","개인","개인","1988","제일로187번길","-","중개거래","경기 성남시 수정구"
"332","경기도 성남시 수정구 태평동","5***","다가구","8m미만","113.00","64.50","202601","17","50,000","기타","개인","1987","남문로9번길","-","중개거래","경기 성남시 수정구"
"333","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","121.35","67.10","202601","17","80,000","개인","개인","1989","탄리로52번길","-","중개거래","경기 성남시 수정구"
"334","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","104.40","60.50","202601","17","75,000","개인","개인","1991","시민로145번길","-","중개거래","경기 성남시 수정구, 서울 노원구"
"335","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","40.03","49.30","202601","17","68,000","개인","개인","1978","수정로170번길","-","중개거래","경기 성남시 수정구"
"336","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","126.93","62.10","202601","17","85,000","개인","개인","1998","탄리로38번길","-","중개거래","경기 성남시 수정구"
"337","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","133.13","64.50","202601","17","88,000","개인","개인","1995","산성대로215번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"338","경기도 성남시 수정구 태평동","4***","다가구","8m미만","85.39","65.50","202601","16","54,000","개인","개인","1980","남문로47번길","-","중개거래","경기 성남시 수정구"
"339","경기도 성남시 수정구 수진동","1***","다가구","8m미만","112.67","65.10","202601","16","86,035","개인","개인","1990","탄리로31번길","-","중개거래","경기 성남시 수정구"
"340","경기도 성남시 수정구 수진동","2***","다가구","8m미만","126.52","71.40","202601","16","98,000","개인","개인","1988","탄리로13번길","-","중개거래","경기 성남시 중원구"
"341","경기도 성남시 수정구 수진동","1***","다가구","8m미만","124.77","64.50","202601","16","90,000","개인","개인","1992","산성대로173번길","-","중개거래","경기 성남시 수정구"
"342","경기도 성남시 수정구 수진동","1***","다가구","8m미만","116.25","67.10","202601","16","88,800","개인","개인","2014","제일로124번길","-","중개거래","경기 성남시 수정구"
"343","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","316.91","144.10","202601","16","133,000","개인","법인","1992","탄리로12번길","-","중개거래","경기 성남시 수정구"
"344","경기도 성남시 수정구 태평동","5***","다가구","8m미만","113.64","75.00","202601","16","56,000","기타","개인","1984","남문로7번길","-","중개거래","경기 성남시 수정구"
"345","경기도 성남시 수정구 신흥동","4***","단독","8m미만","109.64","58.50","202601","15","77,000","개인","개인","1992","수정로188번길","-","중개거래","경기 성남시 수정구"
"346","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","108.31","61.20","202601","15","80,000","개인","개인","1993","탄리로30번길","-","중개거래","경기 성남시 수정구"
"347","경기도 성남시 수정구 단대동","7*","다가구","8m미만","89.45","67.10","202601","15","20,000","개인","개인","1979","단대로16번길","-","직거래","-"
"348","경기도 성남시 수정구 태평동","6***","다가구","8m미만","168.49","62.80","202601","15","73,000","개인","개인","1989","성남대로1258번길","-","중개거래","경기 성남시 수정구"
"349","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","125.35","71.10","202601","14","80,000","개인","개인","1991","탄리로52번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"350","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","117.03","59.80","202601","14","70,000","개인","개인","1990","수정로170번길","-","중개거래","경기 성남시 수정구"
"351","경기도 성남시 수정구 수진동","4**","다가구","8m미만","105.02","66.10","202601","14","81,000","개인","개인","1992","수정남로66번길","-","중개거래","서울 강남구"
"352","경기도 성남시 수정구 수진동","1***","다가구","8m미만","139.21","73.10","202601","14","90,000","개인","개인","1989","탄리로25번길","-","중개거래","경기 성남시 수정구"
"353","경기도 성남시 수정구 태평동","4***","단독","8m미만","130.68","66.80","202601","14","51,000","개인","개인","1986","남문로43번길","-","중개거래","경기 성남시 중원구"
"354","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","108.46","60.50","202601","14","80,000","개인","개인","1985","수정로154번길","-","중개거래","경기 성남시 수정구"
"355","경기도 성남시 수정구 신흥동","4***","단독","8m미만","100.91","56.20","202601","14","74,000","개인","개인","1990","산성대로225번길","-","중개거래","경기 성남시 수정구, 서울 강남구"
"356","경기도 성남시 수정구 신흥동","6***","단독","8m미만","145.44","80.00","202601","13","83,000","개인","개인","1991","탄리로42번길","-","중개거래","경기 성남시 수정구"
"357","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","105.48","58.80","202601","13","70,000","개인","개인","1989","수정남로132번길","-","중개거래","경기 성남시 수정구"
"358","경기도 성남시 수정구 신흥동","4***","단독","8m미만","56.20","63.50","202601","13","72,000","개인","개인","1972","시민로139번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"359","경기도 성남시 수정구 수진동","7**","다가구","8m미만","39.03","60.50","202601","13","79,000","개인","개인","1975","탄리로45번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"360","경기도 성남시 수정구 수진동","1***","다가구","8m미만","117.71","62.50","202601","13","87,200","개인","개인","1991","수정남로52번길","-","중개거래","경기 성남시 수정구"
"361","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","126.05","66.10","202601","12","70,000","개인","개인","1991","탄리로30번길","-","중개거래","경기 성남시 수정구"
"362","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","192.26","75.70","202601","12","84,500","개인","개인","1991","수정남로84번길","-","중개거래","서울 강남구"
"363","경기도 성남시 수정구 신흥동","6***","단독","8m미만","165.10","68.80","202601","12","84,500","개인","개인","1987","탄리로16번길","-","중개거래","경기 성남시 수정구"
"364","경기도 성남시 수정구 수진동","2***","다가구","8m미만","216.69","128.20","202601","12","105,000","개인","개인","2003","산성대로157번길","-","직거래","-"
"365","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","140.40","85.30","202601","12","88,000","개인","개인","1989","수정남로98번길","-","중개거래","경기 성남시 수정구"
"366","경기도 성남시 수정구 신흥동","5***","단독","8m미만","152.34","65.10","202601","11","72,000","개인","개인","2007","탄리로52번길","-","중개거래","경기 성남시 수정구"
"367","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","171.14","70.40","202601","11","93,000","개인","개인","1992","시민로139번길","-","중개거래","경기 성남시 수정구"
"368","경기도 성남시 수정구 태평동","5***","다가구","8m미만","94.50","55.50","202601","11","42,000","개인","개인","1988","남문로8번길","-","중개거래","경기 성남시 수정구"
"369","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","130.41","65.50","202601","11","80,000","개인","개인","1993","수정남로98번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"370","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","142.59","68.10","202601","11","78,000","개인","개인","1991","수정로170번길","-","중개거래","경기 성남시 수정구"
