"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2057","경기도 성남시 수정구 복정동","6**","12m미만","20.00","월세","202602","02","1,000","45","2003","복정로84번길","202602~202802","신규","-","","","단독다가구"
"2058","경기도 성남시 수정구 복정동","6**","12m미만","33.00","전세","202602","02","5,000","0","","헌릉로890번길","202603~202803","신규","-","","","단독다가구"
"2059","경기도 성남시 수정구 태평동","5***","8m미만","50.09","월세","202602","02","500","50","1991","남문로10번길","202602~202802","신규","-","","","단독다가구"
"2060","경기도 성남시 수정구 신흥동","2***","12m미만","25.91","월세","202602","02","500","45","1990","산성대로295번길","202603~202803","신규","-","","","단독다가구"
"2061","경기도 성남시 수정구 신흥동","3***","8m미만","40.50","전세","202602","02","13,000","0","1992","수정남로150번길","202603~202803","신규","-","","","단독다가구"
"2062","경기도 성남시 수정구 태평동","6***","8m미만","245.29","월세","202602","02","500","50","1989","수정북로7번길","202602~202802","신규","-","","","단독다가구"
"2063","경기도 성남시 수정구 태평동","5***","8m미만","34.00","월세","202602","02","500","72","1988","남문로13번길","202602~202802","신규","-","","","단독다가구"
"2064","경기도 성남시 수정구 태평동","3***","12m미만","65.00","전세","202602","02","22,000","0","1998","남문로78번길","-","-","-","","","단독다가구"
"2065","경기도 성남시 수정구 태평동","2***","8m미만","10.92","월세","202602","02","300","43","1988","남문로131번길","202602~202802","신규","-","","","단독다가구"
"2066","경기도 성남시 수정구 태평동","7***","8m미만","30.00","월세","202602","02","3,000","35","1982","모란로133번길","202602~202802","신규","-","","","단독다가구"
"2067","경기도 성남시 수정구 태평동","5***","8m미만","37.34","월세","202602","02","300","38","1989","남문로13번길","202602~202802","신규","-","","","단독다가구"
"2068","경기도 성남시 수정구 수진동","1***","8m미만","37.84","전세","202602","02","12,000","0","1993","제일로124번길","202603~202803","신규","-","","","단독다가구"
"2069","경기도 성남시 수정구 태평동","6***","8m미만","30.00","월세","202602","02","500","40","1991","성남대로1237번길","202602~202802","신규","-","","","단독다가구"
"2070","경기도 성남시 수정구 태평동","4***","8m미만","41.84","전세","202602","02","10,000","0","1990","남문로31번길","202602~202702","갱신","-","6,500","0","단독다가구"
"2071","경기도 성남시 수정구 태평동","3***","12m미만","65.04","전세","202602","02","22,000","0","1998","남문로78번길","202603~202803","신규","-","","","단독다가구"
"2072","경기도 성남시 수정구 태평동","3***","8m미만","37.80","월세","202602","02","1,000","65","1992","수정로111번길","202604~202804","신규","-","","","단독다가구"
"2073","경기도 성남시 수정구 태평동","6***","8m미만","34.72","월세","202602","02","500","60","1990","성남대로1271번길","202602~202802","신규","-","","","단독다가구"
"2074","경기도 성남시 수정구 태평동","5***","8m미만","21.00","월세","202602","02","500","49","1991","태평로8번길","202602~202802","신규","-","","","단독다가구"
"2075","경기도 성남시 수정구 태평동","5***","8m미만","50.32","월세","202602","02","0","70","1988","남문로9번길","202602~202603","신규","-","","","단독다가구"
"2076","경기도 성남시 수정구 태평동","5***","8m미만","20.46","월세","202602","02","300","33","1991","남문로10번길","202602~202802","신규","-","","","단독다가구"
"2077","경기도 성남시 수정구 태평동","7***","8m미만","35.86","월세","202602","02","500","40","1990","수정로217번길","202602~202802","신규","-","","","단독다가구"
"2078","경기도 성남시 수정구 태평동","3***","8m미만","38.00","월세","202602","02","1,000","60","1990","제일로188번길","202603~202803","신규","-","","","단독다가구"
"2079","경기도 성남시 수정구 신촌동","1**","8m미만","50.00","월세","202602","01","1,000","130","2019","신촌로15번길","202602~202704","신규","-","","","단독다가구"
"2080","경기도 성남시 수정구 태평동","7**","8m미만","28.52","월세","202602","01","300","26","1989","탄리로138번길","202602~202801","신규","-","","","단독다가구"
"2081","경기도 성남시 수정구 복정동","5**","8m미만","21.00","전세","202602","01","3,800","0","2001","성남대로1379번길","202602~202802","신규","-","","","단독다가구"
"2082","경기도 성남시 수정구 수진동","4***","8m미만","149.48","전세","202602","01","27,000","0","1990","모란로","202602~202801","신규","-","","","단독다가구"
"2083","경기도 성남시 수정구 복정동","6**","12m미만","29.70","월세","202602","01","2,000","60","2003","복정로134번길","202602~202802","신규","-","","","단독다가구"
"2084","경기도 성남시 수정구 태평동","5***","8m미만","44.31","월세","202602","01","500","55","1988","남문로10번길","202602~202801","신규","-","","","단독다가구"
"2085","경기도 성남시 수정구 복정동","6**","12m미만","20.00","월세","202602","01","3,000","30","2003","복정로84번길","202602~202802","신규","-","","","단독다가구"
"2086","경기도 성남시 수정구 태평동","5***","25m미만","20.00","월세","202601","31","500","55","1972","남문로","202602~202702","신규","-","","","단독다가구"
"2087","경기도 성남시 수정구 신흥동","6***","8m미만","41.68","월세","202601","31","500","50","1973","탄리로30번길","202601~202801","신규","-","","","단독다가구"
"2088","경기도 성남시 수정구 신흥동","6***","8m미만","35.62","월세","202601","31","500","45","1990","탄리로52번길","202601~202801","갱신","-","500","45","단독다가구"
"2089","경기도 성남시 수정구 태평동","5***","8m미만","47.26","월세","202601","31","4,800","51","","남문로22번길","202602~202802","신규","-","","","단독다가구"
"2090","경기도 성남시 수정구 태평동","7***","8m미만","34.00","월세","202601","31","500","59","1996","모란로133번길","202602~202802","신규","-","","","단독다가구"
"2091","경기도 성남시 수정구 태평동","3***","25m미만","25.00","월세","202601","31","1,000","62","1990","탄리로","202602~202802","신규","-","","","단독다가구"
"2092","경기도 성남시 수정구 태평동","6*","25m미만","22.76","월세","202601","31","500","45","1985","태평로","202602~202802","신규","-","","","단독다가구"
"2093","경기도 성남시 수정구 태평동","3***","8m미만","36.00","월세","202601","31","500","60","1997","수정북로21번길","202603~202803","갱신","-","500","55","단독다가구"
"2094","경기도 성남시 수정구 태평동","6***","8m미만","44.50","월세","202601","31","2,000","85","2006","수정북로7번길","202603~202803","신규","-","","","단독다가구"
"2095","경기도 성남시 수정구 태평동","6***","25m이상","18.15","월세","202601","31","1,000","55","1983","성남대로","202602~202802","신규","-","","","단독다가구"
"2096","경기도 성남시 수정구 태평동","1***","8m미만","38.28","전세","202601","31","5,000","0","1985","남문로131번길","202603~202803","신규","-","","","단독다가구"
"2097","경기도 성남시 수정구 태평동","5***","8m미만","21.00","월세","202601","31","500","47","","태평로8번길","202602~202802","신규","-","","","단독다가구"
"2098","경기도 성남시 수정구 태평동","6***","8m미만","107.10","월세","202601","31","1,000","70","","수정북로9번길","202602~202802","신규","-","","","단독다가구"
"2099","경기도 성남시 수정구 태평동","5***","8m미만","33.00","월세","202601","31","300","52","1987","남문로7번길","202602~202802","신규","-","","","단독다가구"
"2100","경기도 성남시 수정구 태평동","3***","8m미만","35.00","월세","202601","31","1,000","50","1989","남문로90번길","202602~202802","신규","-","","","단독다가구"
"2101","경기도 성남시 수정구 태평동","5***","8m미만","16.80","월세","202601","31","300","37","1986","태평로8번길","202602~202802","신규","-","","","단독다가구"
"2102","경기도 성남시 수정구 수진동","3***","8m미만","42.00","전세","202601","31","16,000","0","1991","수정남로22번길","202604~202804","신규","-","","","단독다가구"
"2103","경기도 성남시 수정구 양지동","4**","8m미만","40.00","월세","202601","31","2,000","55","1994","양지로39번길","202602~202802","신규","-","","","단독다가구"
"2104","경기도 성남시 수정구 복정동","6**","25m미만","68.00","월세","202601","31","20,000","20","2006","성남대로1542번길","202604~202804","신규","-","","","단독다가구"
"2105","경기도 성남시 수정구 복정동","7**","12m미만","17.00","월세","202601","31","500","55","2003","성남대로1380번길","202603~202612","신규","-","","","단독다가구"
"2106","경기도 성남시 수정구 복정동","6**","25m미만","15.00","월세","202601","31","1,000","40","2004","성남대로1480번길","202601~202801","신규","-","","","단독다가구"
"2107","경기도 성남시 수정구 복정동","6**","12m미만","46.00","전세","202601","31","17,000","0","2006","헌릉로890번길","202603~202803","신규","-","","","단독다가구"
"2108","경기도 성남시 수정구 복정동","6**","25m미만","50.00","월세","202601","31","5,000","70","2003","성남대로1416번길","202602~202802","신규","-","","","단독다가구"
"2109","경기도 성남시 수정구 복정동","7**","12m미만","23.14","전세","202601","31","6,500","0","2002","복정로20번길","202602~202802","신규","-","","","단독다가구"
"2110","경기도 성남시 수정구 복정동","6**","12m미만","20.00","월세","202601","31","1,000","60","2002","복정로20번길","202602~202802","신규","-","","","단독다가구"
"2111","경기도 성남시 수정구 복정동","7**","12m미만","38.00","월세","202601","31","5,000","20","2002","복정로20번길","202602~202802","신규","-","","","단독다가구"
"2112","경기도 성남시 수정구 복정동","6**","12m미만","21.00","월세","202601","31","2,000","45","2003","복정로84번길","202602~202802","신규","-","","","단독다가구"
"2113","경기도 성남시 수정구 복정동","7**","12m미만","23.00","월세","202601","31","1,000","65","2003","성남대로1390번길","202602~202802","신규","-","","","단독다가구"
"2114","경기도 성남시 수정구 복정동","6**","12m미만","66.87","월세","202601","31","3,000","82","2005","복정로72번길","202603~202802","신규","-","","","단독다가구"
"2115","경기도 성남시 수정구 복정동","7**","12m미만","25.00","월세","202601","31","3,000","45","2004","성남대로1390번길","202603~202802","신규","-","","","단독다가구"
"2116","경기도 성남시 수정구 창곡동","5**","12m미만","167.83","월세","202601","31","10,000","120","2016","위례서일로3길","202604~202804","신규","-","","","단독다가구"
"2117","경기도 성남시 수정구 창곡동","5**","25m미만","45.00","월세","202601","31","5,000","125","2016","위례서일로1길","202603~202803","갱신","-","5,000","110","단독다가구"
"2118","경기도 성남시 수정구 창곡동","5**","12m미만","45.00","월세","202601","31","3,000","120","2016","위례서일로1길","202602~202802","신규","-","","","단독다가구"
"2119","경기도 성남시 수정구 태평동","3***","8m미만","39.00","월세","202601","30","1,000","50","1995","제일로188번길","202602~202802","신규","-","","","단독다가구"
"2120","경기도 성남시 수정구 태평동","7***","8m미만","42.97","월세","202601","30","1,000","60","2004","시민로197번길","202603~202803","신규","-","","","단독다가구"
"2121","경기도 성남시 수정구 태평동","7***","8m미만","44.00","월세","202601","30","500","55","2000","모란로145번길","202603~202803","신규","-","","","단독다가구"
"2122","경기도 성남시 수정구 태평동","4***","8m미만","39.56","월세","202601","30","300","65","1989","제일로232번길","202602~202702","신규","-","","","단독다가구"
"2123","경기도 성남시 수정구 태평동","5***","25m미만","21.00","월세","202601","30","1,000","50","1988","태평로","202601~202801","신규","-","","","단독다가구"
"2124","경기도 성남시 수정구 태평동","7**","8m미만","15.40","월세","202601","30","400","28","1988","태평로58번길","202602~202702","신규","-","","","단독다가구"
"2125","경기도 성남시 수정구 태평동","4***","8m미만","32.16","전세","202601","30","13,000","0","1991","탄리로131번길","202601~202801","신규","-","","","단독다가구"
"2126","경기도 성남시 수정구 태평동","4***","8m미만","32.16","전세","202601","30","6,500","0","","탄리로131번길","202601~202801","신규","-","","","단독다가구"
"2127","경기도 성남시 수정구 태평동","5***","8m미만","17.00","월세","202601","30","1,000","50","2001","성남대로1314번길","202602~202802","신규","-","","","단독다가구"
"2128","경기도 성남시 수정구 태평동","6***","8m미만","32.03","전세","202601","30","15,500","0","1982","수정북로3번길","202603~202803","신규","-","","","단독다가구"
"2129","경기도 성남시 수정구 창곡동","5**","25m미만","86.36","전세","202601","30","43,000","0","2016","위례서일로3길","202603~202803","신규","-","","","단독다가구"
"2130","경기도 성남시 수정구 복정동","7**","12m미만","48.00","전세","202601","30","19,000","0","2003","성남대로1390번길","202602~202802","신규","-","","","단독다가구"
"2131","경기도 성남시 수정구 신흥동","3***","8m미만","38.33","월세","202601","30","300","35","1989","수정로228번길","202601~202801","신규","-","","","단독다가구"
"2132","경기도 성남시 수정구 신흥동","2***","8m미만","40.00","전세","202601","30","13,000","0","1988","수정남로164번길","202603~202803","신규","-","","","단독다가구"
"2133","경기도 성남시 수정구 신흥동","6***","8m미만","27.42","전세","202601","30","8,000","0","1992","산성대로215번길","202601~202801","신규","-","","","단독다가구"
"2134","경기도 성남시 수정구 태평동","4***","8m미만","32.16","전세","202601","30","6,500","0","","탄리로131번길","202601~202801","신규","-","","","단독다가구"
"2135","경기도 성남시 수정구 태평동","4***","8m미만","32.16","전세","202601","30","3,000","0","1991","탄리로131번길","202601~202801","신규","-","","","단독다가구"
"2136","경기도 성남시 수정구 복정동","6**","12m미만","30.00","월세","202601","30","2,000","48","2010","복정로134번길","202602~202802","갱신","-","2,000","45","단독다가구"
"2137","경기도 성남시 수정구 복정동","7**","12m미만","16.00","월세","202601","30","1,000","55","2002","복정로20번길","202602~202802","신규","-","","","단독다가구"
"2138","경기도 성남시 수정구 복정동","6**","25m미만","20.00","월세","202601","30","1,000","40","","복정로","202602~202802","신규","-","","","단독다가구"
"2139","경기도 성남시 수정구 복정동","7**","12m미만","30.00","월세","202601","30","10,000","25","2004","성남대로1390번길","202602~202802","신규","-","","","단독다가구"
"2140","경기도 성남시 수정구 고등동","5**","12m미만","59.33","월세","202601","30","20,000","70","2022","고등로4길","202603~202803","신규","-","","","단독다가구"
"2141","경기도 성남시 수정구 복정동","7**","8m미만","43.00","월세","202601","30","3,000","80","2008","성남대로1390번길","202602~202802","신규","-","","","단독다가구"
"2142","경기도 성남시 수정구 복정동","6**","25m미만","25.00","월세","202601","30","1,000","50","2002","복정로","202602~202802","신규","-","","","단독다가구"
"2143","경기도 성남시 수정구 태평동","5***","8m미만","22.00","월세","202601","30","500","40","1994","남문로24번길","202602~202802","신규","-","","","단독다가구"
"2144","경기도 성남시 수정구 신흥동","6***","8m미만","20.33","월세","202601","30","200","20","1991","산성대로215번길","202602~202702","신규","-","","","단독다가구"
"2145","경기도 성남시 수정구 수진동","4***","8m미만","50.00","전세","202601","30","20,000","0","2017","산성대로47번길","202602~202802","신규","-","","","단독다가구"
"2146","경기도 성남시 수정구 태평동","3***","12m미만","45.00","전세","202601","30","15,000","0","1996","수정로119번길","202603~202803","신규","-","","","단독다가구"
"2147","경기도 성남시 수정구 태평동","4***","8m미만","20.00","월세","202601","30","200","30","1990","남문로63번길","202601~202801","신규","-","","","단독다가구"
"2148","경기도 성남시 수정구 수진동","7**","8m미만","32.93","전세","202601","30","6,000","0","1991","탄리로31번길","202601~202701","신규","-","","","단독다가구"
"2149","경기도 성남시 수정구 창곡동","5**","12m미만","51.75","전세","202601","29","28,900","0","2016","위례서일로1길","202603~202802","갱신","-","27,550","0","단독다가구"
"2150","경기도 성남시 수정구 창곡동","5**","25m미만","45.00","전세","202601","29","24,250","0","2016","위례서일로3길","202603~202803","갱신","-","24,250","0","단독다가구"
"2151","경기도 성남시 수정구 창곡동","5**","12m미만","51.75","전세","202601","29","29,000","0","2016","위례서일로1길","202603~202802","갱신","-","27,550","0","단독다가구"
"2152","경기도 성남시 수정구 창곡동","5**","25m미만","65.00","전세","202601","29","30,500","0","2015","위례서일로3길","-","-","-","","","단독다가구"
"2153","경기도 성남시 수정구 수진동","1***","8m미만","36.12","전세","202601","29","9,000","0","1991","제일로110번길","202602~202802","신규","-","","","단독다가구"
"2154","경기도 성남시 수정구 수진동","2***","8m미만","21.89","월세","202601","29","200","20","1991","탄리로11번길","202601~202801","신규","-","","","단독다가구"
"2155","경기도 성남시 수정구 복정동","7**","12m미만","27.00","월세","202601","29","300","42","2004","성남대로1380번길","202602~202802","신규","-","","","단독다가구"
"2156","경기도 성남시 수정구 복정동","6**","12m미만","30.00","월세","202601","29","1,000","50","2005","복정로158번길","202602~202802","신규","-","","","단독다가구"
"2157","경기도 성남시 수정구 복정동","6**","12m미만","17.00","월세","202601","29","3,000","45","2010","복정로134번길","202601~202801","신규","-","","","단독다가구"
"2158","경기도 성남시 수정구 복정동","6**","12m미만","20.00","월세","202601","29","1,000","60","","복정로20번길","202602~202802","신규","-","","","단독다가구"
"2159","경기도 성남시 수정구 태평동","5***","8m미만","18.00","월세","202601","29","300","42","1979","제일로197번길","202602~202802","신규","-","","","단독다가구"
"2160","경기도 성남시 수정구 태평동","6***","8m미만","25.00","월세","202601","29","300","40","1990","수정로57번길","202602~202802","신규","-","","","단독다가구"
"2161","경기도 성남시 수정구 태평동","6***","8m미만","44.69","월세","202601","29","1,000","75","","수정로57번길","202602~202802","신규","-","","","단독다가구"
"2162","경기도 성남시 수정구 태평동","5***","8m미만","32.73","전세","202601","29","10,000","0","1988","남문로23번길","202603~202803","신규","-","","","단독다가구"
"2163","경기도 성남시 수정구 태평동","3***","8m미만","42.00","월세","202601","29","1,500","50","1989","남문로52번길","202601~202801","갱신","-","1,500","50","단독다가구"
"2164","경기도 성남시 수정구 태평동","7***","8m미만","73.50","월세","202601","29","12,000","30","1993","남문로112번길","202603~202803","신규","-","","","단독다가구"
"2165","경기도 성남시 수정구 태평동","7***","8m미만","25.00","월세","202601","29","300","37","1990","모란로145번길","202602~202802","신규","-","","","단독다가구"
"2166","경기도 성남시 수정구 태평동","3***","25m미만","25.00","월세","202601","29","1,000","65","1990","탄리로","202601~202801","신규","-","","","단독다가구"
"2167","경기도 성남시 수정구 신촌동","2**","8m미만","68.00","월세","202601","29","2,000","90","2011","신촌로15번길","202602~202802","신규","-","","","단독다가구"
"2168","경기도 성남시 수정구 신촌동","1**","12m미만","65.80","월세","202601","29","1,000","55","1995","신촌로20번길","202602~202802","신규","-","","","단독다가구"
"2169","경기도 성남시 수정구 복정동","6**","12m미만","25.00","전세","202601","29","13,000","0","2002","복정로84번길","202602~202902","신규","-","","","단독다가구"
"2170","경기도 성남시 수정구 복정동","6**","12m미만","33.00","월세","202601","29","1,000","68","2003","복정로118번길","202602~202802","신규","-","","","단독다가구"
"2171","경기도 성남시 수정구 복정동","6**","12m미만","16.00","전세","202601","29","8,000","0","","복정로84번길","202602~202802","신규","-","","","단독다가구"
"2172","경기도 성남시 수정구 복정동","7**","12m미만","18.00","월세","202601","28","1,000","55","2003","성남대로1390번길","-","-","-","","","단독다가구"
"2173","경기도 성남시 수정구 태평동","7***","8m미만","56.36","월세","202601","28","300","35","1991","모란로145번길","202602~202702","신규","-","","","단독다가구"
"2174","경기도 성남시 수정구 태평동","6***","8m미만","18.00","월세","202601","28","500","50","1979","모란로78번길","202602~202802","신규","-","","","단독다가구"
"2175","경기도 성남시 수정구 태평동","6***","8m미만","43.71","전세","202601","28","16,500","0","1989","남문로4번길","202603~202803","신규","-","","","단독다가구"
"2176","경기도 성남시 수정구 태평동","3***","8m미만","153.57","월세","202601","28","500","45","1985","수정로135번길","202602~202802","신규","-","","","단독다가구"
"2177","경기도 성남시 수정구 태평동","1*","8m미만","38.91","월세","202601","28","1,000","60","1992","공원로","202602~202802","신규","-","","","단독다가구"
"2178","경기도 성남시 수정구 태평동","3***","25m미만","25.00","월세","202601","28","1,000","65","1990","탄리로","202602~202802","신규","-","","","단독다가구"
"2179","경기도 성남시 수정구 태평동","2***","8m미만","37.19","전세","202601","28","10,000","0","1979","남문로113번길","202602~202802","신규","-","","","단독다가구"
"2180","경기도 성남시 수정구 태평동","6***","8m미만","29.25","전세","202601","28","12,000","0","1987","제일로179번길","202602~202802","신규","-","","","단독다가구"
"2181","경기도 성남시 수정구 태평동","5***","8m미만","38.85","전세","202601","28","11,000","0","1989","탄리로145번길","202602~202802","신규","-","","","단독다가구"
"2182","경기도 성남시 수정구 태평동","4***","8m미만","124.88","전세","202601","28","30,000","0","1988","남문로43번길","202601~202801","신규","-","","","단독다가구"
"2183","경기도 성남시 수정구 태평동","3***","25m미만","25.00","월세","202601","28","1,000","65","1990","탄리로","202602~202802","신규","-","","","단독다가구"
"2184","경기도 성남시 수정구 수진동","3***","8m미만","26.40","월세","202601","28","1,000","45","1972","수정남로16번길","202602~202802","신규","-","","","단독다가구"
"2185","경기도 성남시 수정구 수진동","2***","12m미만","18.20","월세","202601","28","1,000","45","2015","수정남로","202602~202802","신규","-","","","단독다가구"
"2186","경기도 성남시 수정구 신흥동","5***","8m미만","37.35","월세","202601","28","500","40","1990","수정로188번길","202602~202802","신규","-","","","단독다가구"
"2187","경기도 성남시 수정구 신흥동","2***","8m미만","33.39","전세","202601","28","12,000","0","1987","산성대로269번길","202603~202803","신규","-","","","단독다가구"
"2188","경기도 성남시 수정구 수진동","3***","8m미만","42.38","월세","202601","28","1,000","55","1990","수정남로26번길","202602~202802","신규","-","","","단독다가구"
"2189","경기도 성남시 수정구 창곡동","5**","12m미만","45.00","월세","202601","28","5,000","140","","위례서일로3길","202603~202803","신규","-","","","단독다가구"
"2190","경기도 성남시 수정구 창곡동","5**","12m미만","60.00","월세","202601","28","11,000","140","2016","위례서일로3길","202602~202802","갱신","사용","11,000","105","단독다가구"
"2191","경기도 성남시 수정구 금토동","1**","8m미만","103.13","월세","202601","28","1,000","150","2011","달래내로221번길","202602~202702","신규","-","","","단독다가구"
"2192","경기도 성남시 수정구 시흥동","2**","8m미만","72.00","월세","202601","28","2,000","120","1998","대왕판교로915번길","202601~202801","신규","-","","","단독다가구"
"2193","경기도 성남시 수정구 시흥동","1**","8m미만","73.56","전세","202601","28","24,000","0","2016","대왕판교로972번길","202603~202803","갱신","-","24,000","0","단독다가구"
"2194","경기도 성남시 수정구 신흥동","4***","8m미만","32.76","월세","202601","28","500","25","1989","수정남로132번길","202601~202801","신규","-","","","단독다가구"
"2195","경기도 성남시 수정구 수진동","4***","8m미만","20.00","월세","202601","28","500","28","1991","성남대로1180번길","202602~202802","갱신","-","500","23","단독다가구"
"2196","경기도 성남시 수정구 수진동","1***","8m미만","37.80","전세","202601","28","12,000","0","1990","탄리로17번길","202602~202802","신규","-","","","단독다가구"
"2197","경기도 성남시 수정구 복정동","6**","12m미만","43.00","월세","202601","28","3,000","70","2004","복정로158번길","202602~202802","신규","-","","","단독다가구"
"2198","경기도 성남시 수정구 복정동","6**","12m미만","30.00","월세","202601","28","1,000","70","2004","복정로42번길","202602~202802","신규","-","","","단독다가구"
"2199","경기도 성남시 수정구 복정동","7**","12m미만","26.00","월세","202601","28","1,000","55","2002","복정로20번길","202602~202802","신규","-","","","단독다가구"
"2200","경기도 성남시 수정구 복정동","6**","25m미만","45.00","월세","202601","28","8,050","40","2002","복정로","202602~202802","갱신","-","8,050","40","단독다가구"
"2201","경기도 성남시 수정구 복정동","7**","12m미만","24.00","월세","202601","28","500","58","2011","성남대로1380번길","202602~202802","신규","-","","","단독다가구"
"2202","경기도 성남시 수정구 복정동","6**","25m미만","20.00","월세","202601","28","2,000","50","2002","복정로","202603~202803","신규","-","","","단독다가구"
"2203","경기도 성남시 수정구 복정동","7**","12m미만","26.00","전세","202601","28","11,000","0","2003","성남대로1390번길","202602~202802","신규","-","","","단독다가구"
"2204","경기도 성남시 수정구 태평동","9**","8m미만","39.82","월세","202601","27","300","42","1988","태평로74번길","202602~202702","신규","-","","","단독다가구"
"2205","경기도 성남시 수정구 신흥동","2***","12m미만","62.88","월세","202601","27","1,000","90","1988","공원로339번길","202602~202802","신규","-","","","단독다가구"
"2206","경기도 성남시 수정구 신흥동","5***","8m미만","33.41","월세","202601","27","500","50","1997","수정남로98번길","202602~202802","신규","-","","","단독다가구"
"2207","경기도 성남시 수정구 신흥동","3***","8m미만","32.00","월세","202601","27","5,000","25","1991","수정로228번길","202603~202803","신규","-","","","단독다가구"
"2208","경기도 성남시 수정구 양지동","7*","12m미만","13.20","월세","202601","27","1,000","45","1991","산성대로581번길","202602~202802","신규","-","","","단독다가구"
"2209","경기도 성남시 수정구 양지동","8**","12m미만","45.00","월세","202601","27","1,000","50","1997","양지로","202601~202801","신규","-","","","단독다가구"
"2210","경기도 성남시 수정구 상적동","2**","8m미만","23.00","월세","202601","27","1,000","65","2004","달래내로369번길","202602~202802","신규","-","","","단독다가구"
"2211","경기도 성남시 수정구 태평동","5***","8m미만","119.22","월세","202601","27","300","34","1987","남문로10번길","202602~202802","신규","-","","","단독다가구"
"2212","경기도 성남시 수정구 태평동","7***","8m미만","35.00","월세","202601","27","500","50","1990","모란로","202602~202802","신규","-","","","단독다가구"
"2213","경기도 성남시 수정구 태평동","4***","8m미만","40.00","월세","202601","27","500","60","1992","제일로","202602~202802","신규","-","","","단독다가구"
"2214","경기도 성남시 수정구 태평동","3***","12m미만","20.00","월세","202601","27","500","25","1991","남문로86번길","202602~202802","신규","-","","","단독다가구"
"2215","경기도 성남시 수정구 태평동","2***","8m미만","36.51","전세","202601","27","7,000","0","1991","남문로145번길","202602~202802","신규","-","","","단독다가구"
"2216","경기도 성남시 수정구 태평동","1***","8m미만","44.84","전세","202601","27","10,000","0","1989","시민로241번길","202602~202802","신규","-","","","단독다가구"
"2217","경기도 성남시 수정구 태평동","4***","8m미만","61.38","월세","202601","27","11,000","10","1998","남문로35번길","202602~202802","갱신","-","11,000","0","단독다가구"
"2218","경기도 성남시 수정구 태평동","3**","8m미만","24.84","월세","202601","27","300","32","1986","시민로257번길","202601~202708","신규","-","","","단독다가구"
"2219","경기도 성남시 수정구 태평동","1***","8m미만","29.92","전세","202601","27","8,500","0","1998","시민로241번길","202602~202802","신규","-","","","단독다가구"
"2220","경기도 성남시 수정구 태평동","1***","8m미만","42.24","전세","202601","27","10,000","0","1990","공원로461번길","202602~202802","신규","-","","","단독다가구"
"2221","경기도 성남시 수정구 복정동","6**","25m미만","60.00","월세","202601","27","5,000","75","2007","성남대로1542번길","202601~202702","갱신","-","3,000","85","단독다가구"
"2222","경기도 성남시 수정구 복정동","6**","12m미만","29.00","월세","202601","27","2,000","40","2003","복정로106번길","202602~202802","신규","-","","","단독다가구"
"2223","경기도 성남시 수정구 복정동","6**","12m미만","25.00","월세","202601","27","1,000","60","2002","복정로72번길","202602~202802","신규","-","","","단독다가구"
"2224","경기도 성남시 수정구 복정동","6**","12m미만","23.00","월세","202601","27","2,000","55","2002","복정로72번길","202602~202802","신규","-","","","단독다가구"
"2225","경기도 성남시 수정구 창곡동","5**","25m미만","60.00","월세","202601","27","3,000","130","2016","위례서일로1길","202601~202801","신규","-","","","단독다가구"
"2226","경기도 성남시 수정구 창곡동","5**","25m미만","45.00","전세","202601","27","30,000","0","2015","위례서일로1길","202603~202803","신규","-","","","단독다가구"
"2227","경기도 성남시 수정구 수진동","2***","8m미만","133.07","전세","202601","27","18,700","0","1991","제일로98번길","202601~202801","신규","-","","","단독다가구"
"2228","경기도 성남시 수정구 수진동","2***","8m미만","36.36","전세","202601","27","20,000","0","1989","탄리로15번길","202601~202701","신규","-","","","단독다가구"
"2229","경기도 성남시 수정구 수진동","3***","8m미만","46.89","전세","202601","27","10,000","0","1990","수정남로4번길","202602~202802","신규","-","","","단독다가구"
"2230","경기도 성남시 수정구 수진동","4***","8m미만","44.44","월세","202601","27","1,000","60","1993","성남대로1194번길","202602~202802","신규","-","","","단독다가구"
"2231","경기도 성남시 수정구 수진동","3***","8m미만","20.00","전세","202601","27","6,000","0","1973","수정남로24번길","202603~202803","신규","-","","","단독다가구"
"2232","경기도 성남시 수정구 복정동","6**","12m미만","25.00","월세","202601","27","1,000","70","2002","복정로32번길","202601~202701","신규","-","","","단독다가구"
