"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"119","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202511","01","20,800","12","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"120","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202510","31","21,000","16","개인","개인","2020","위례서일로 46","-","직거래","-"
"121","경기도 성남시 수정구 태평동","3520","3520","0000","다온 아트리움","71.9900","202510","30","35,000","5","개인","개인","2021","탄리로 77","-","중개거래","경기 성남시 수정구"
"122","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","65.6300","202510","29","70,000","8","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"123","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202510","27","22,000","8","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"124","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","30.1700","202510","25","29,800","12","개인","개인","2018","위례광장로 21-9","-","중개거래","경기 성남시 수정구"
"125","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","62.6500","202510","25","32,600","10","개인","법인","2010","성남대로 1244","-","중개거래","경기 성남시 수정구"
"126","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","38.1660","202510","21","14,600","15","개인","개인","1992","산성대로 331","20251105","중개거래","경기 성남시 수정구"
"127","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","38.1660","202510","21","14,600","15","개인","개인","1992","산성대로 331","-","중개거래","경기 성남시 수정구"
"128","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202510","20","21,200","7","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"129","경기도 성남시 수정구 창곡동","536","0536","0000","위례리버스토리","18.6300","202510","17","13,700","9","개인","개인","2017","위례서로 34","-","중개거래","경기 성남시 수정구"
"130","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","20.4300","202510","15","21,000","5","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"131","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","29.6900","202510","13","29,800","15","개인","개인","2018","위례광장로 21-9","-","중개거래","경기 성남시 수정구"
"132","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","44.1050","202510","13","40,000","6","개인","개인","2018"," ","-","중개거래","경기 성남시 수정구, 서울 송파구"
"133","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","35.4330","202510","10","34,000","9","개인","개인","2018"," ","-","중개거래","경기 성남시 수정구"
"134","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","62.6500","202510","04","32,500","11","개인","개인","2010","성남대로 1244","-","중개거래","경기 성남시 수정구"
"135","경기도 성남시 수정구 태평동","6524","6524","0000","코지팰리스","68.4900","202510","01","44,500","7","개인","개인","2020","성남대로 1246","-","중개거래","경기 성남시 수정구"
"136","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","35.4330","202510","01","35,000","18","개인","법인","2018"," ","-","중개거래","경기 하남시, 서울 강동구"
"137","경기도 성남시 수정구 태평동","3652","3652","0000","중앙트라움","76.8600","202509","28","45,800","4","개인","개인","2018","수정로119번길 6-1","-","중개거래","경기 성남시 수정구"
"138","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","22.3200","202509","27","18,500","8","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"139","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","77.6400","202509","27","85,500","11","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"140","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202509","27","21,000","19","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"141","경기도 성남시 수정구 수진동","4618","4618","0000","예건플라츠","39.1300","202509","25","19,000","2","개인","개인","2004","성남대로 1181","-","중개거래","경기 성남시 중원구"
"142","경기도 성남시 수정구 고등동","585","0585","0000","판교밸리자이 2단지","59.9857","202509","20","66,500","5","개인","개인","2023","대왕판교로 981","-","중개거래","경기 성남시 분당구, 경기 성남시 수정구"
"143","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","77.6400","202509","20","83,800","5","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"144","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","65.6300","202509","19","74,000","5","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"145","경기도 성남시 수정구 태평동","6524","6524","0000","코지팰리스","68.1500","202509","19","35,000","3","개인","개인","2020","성남대로 1246","-","직거래","-"
"146","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","65.6300","202509","19","74,000","5","개인","개인","2017"," ","20251011","중개거래","경기 성남시 수정구"
"147","경기도 성남시 수정구 신흥동","63","0063","0000","성창빌딩","29.1600","202509","13","7,500","7","개인","개인","1997","수정로 267","-","중개거래","경기 성남시 중원구"
"148","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","44.4600","202509","13","45,400","16","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"149","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","47.1700","202509","13","45,000","9","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"150","경기도 성남시 수정구 신흥동","5542-3","5542","0003","미래타운","68.0724","202509","12","39,000","6","개인","개인","2016","탄리로 62","-","중개거래","경기 성남시 수정구"
"151","경기도 성남시 수정구 신흥동","4206","4206","0000","이한팔라티움B","79.7200","202509","11","39,900","4","개인","개인","2017","산성대로249번길 6","-","중개거래","경기 성남시 수정구"
"152","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","22.6800","202509","11","10,700","18","개인","개인","1992","산성대로 331","-","중개거래","경기 성남시 수정구"
"153","경기도 성남시 수정구 신흥동","2506","2506","0000","The Zen City 오피스텔","69.4000","202509","09","48,500","10","개인","개인","2023","산성대로269번길 6-8","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"154","경기도 성남시 수정구 신흥동","2571","2571","0000","렉스타워1차","84.3112","202509","08","51,500","8","개인","개인","2018","공원로339번길 33","-","중개거래","경기 성남시 수정구"
"155","경기도 성남시 수정구 신흥동","3438","3438","0000","비앤비그라티아","45.8080","202509","08","25,500","12","개인","개인","2019","시민로 168-1","-","중개거래","경기 성남시 수정구"
"156","경기도 성남시 수정구 태평동","3424-1","3424","0001","정맥프린스텔","55.0800","202509","06","17,500","5","개인","개인","1997","탄리로74번길 22","-","중개거래","경기 성남시 수정구"
"157","경기도 성남시 수정구 신흥동","4230","4230","0000","미래타운5차","67.0517","202509","03","41,000","6","개인","개인","2021","시민로133번길 9","-","중개거래","경기 성남시 수정구"
"158","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","76.9500","202509","02","52,000","12","개인","개인","2017"," ","-","중개거래","서울 송파구"
"159","경기도 성남시 수정구 신흥동","3441","3441","0000","프라임시티","83.6900","202509","02","44,000","4","개인","개인","2017","수정남로144번길 6","-","중개거래","경기 성남시 수정구"
"160","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202508","28","22,000","15","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"161","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","50.7500","202508","28","46,000","15","개인","개인","2018","위례광장로 21-9","-","중개거래","경기 성남시 수정구"
"162","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","35.4330","202508","07","34,000","19","개인","개인","2018"," ","-","중개거래","경기 성남시 수정구, 경기 하남시"
"163","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","19.8500","202507","30","16,100","8","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"164","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","29.9300","202507","30","29,300","18","개인","개인","2018","위례광장로 21-9","-","중개거래","경기 성남시 수정구"
"165","경기도 성남시 수정구 태평동","6524","6524","0000","코지팰리스","74.8000","202507","26","48,500","10","개인","개인","2020","성남대로 1246","-","중개거래","경기 광주시, 경기 성남시 수정구"
"166","경기도 성남시 수정구 신흥동","63","0063","0000","성창빌딩","59.6700","202507","25","21,500","4","개인","개인","1997","수정로 267","-","중개거래","경기 성남시 수정구"
"167","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202507","24","21,600","17","법인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"168","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","31.3200","202507","23","13,000","10","개인","개인","1992","산성대로 331","-","직거래","-"
"169","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","20.2800","202507","22","21,000","4","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"170","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202507","15","20,000","6","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"171","경기도 성남시 수정구 신흥동","2570","2570","0000","렉스타워2차","62.9977","202507","12","38,900","11","개인","개인","2018","공원로339번길 29","-","중개거래","경기 성남시 수정구"
"172","경기도 성남시 수정구 신흥동","2570","2570","0000","렉스타워2차","66.1647","202507","08","36,000","4","개인","개인","2018","공원로339번길 29","-","중개거래","경기 성남시 수정구"
"173","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202507","07","21,000","10","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"174","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","20.3800","202507","05","20,300","4","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"175","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","54.2400","202507","03","40,000","9","개인","개인","2017"," ","20250705","중개거래","서울 송파구"
"176","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","31.0500","202507","01","12,500","10","개인","개인","1992","산성대로 331","-","중개거래","경기 성남시 수정구"
"177","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","48.5300","202506","30","49,500","17","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"178","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","31.0500","202506","30","12,300","15","개인","개인","1992","산성대로 331","-","중개거래","경기 성남시 수정구"
"179","경기도 성남시 수정구 신흥동","2570","2570","0000","렉스타워2차","62.9977","202506","27","36,000","12","개인","개인","2018","공원로339번길 29","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"180","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202506","26","21,100","16","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"181","경기도 성남시 수정구 태평동","3507","3507","0000","웅진베어스빌","57.2600","202506","23","28,000","5","개인","개인","2019","탄리로 73","-","중개거래","경기 성남시 수정구"
"182","경기도 성남시 수정구 신흥동","2570","2570","0000","렉스타워2차","66.1647","202506","23","39,700","9","개인","개인","2018","공원로339번길 29","-","중개거래","경기 성남시 수정구"
"183","경기도 성남시 수정구 고등동","585","0585","0000","판교밸리자이 2단지","59.9621","202506","21","67,800","6","개인","개인","2023","대왕판교로 981","-","중개거래","경기 성남시 수정구"
"184","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","22.3200","202506","19","19,500","4","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"185","경기도 성남시 수정구 창곡동","559-7","0559","0007","위례 헤리움","39.4600","202506","18","34,000","7","개인","개인","2018","위례서일로 30","-","직거래","-"
"186","경기도 성남시 수정구 신흥동","2563","2563","0000","더하우스 스테이션Ⅱ","65.6700","202506","14","36,000","15","개인","개인","2020","공원로339번길 17","-","중개거래","경기 성남시 수정구"
"187","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","25.7700","202506","12","22,000","4","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"188","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","44.4600","202506","11","52,000","12","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구, 서울 송파구"
"189","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","31.0500","202506","10","12,200","13","개인","개인","1992","산성대로 331","-","중개거래","경기 성남시 수정구"
"190","경기도 성남시 수정구 태평동","3507","3507","0000","웅진베어스빌","59.8300","202506","09","27,500","4","개인","개인","2019","탄리로 73","-","중개거래","경기 성남시 수정구"
"191","경기도 성남시 수정구 태평동","6524","6524","0000","코지팰리스","74.8000","202506","06","47,700","8","개인","개인","2020","성남대로 1246","-","중개거래","경기 성남시 수정구"
"192","경기도 성남시 수정구 신흥동","3767","3767","0000","마나하임","67.4100","202506","04","31,000","2","개인","개인","2019","시민로164번길 2","-","직거래","-"
"193","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","23.4300","202506","03","20,900","8","개인","개인","2018","위례광장로 21-9","-","중개거래","경기 성남시 수정구"
"194","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","38.1660","202506","02","15,200","16","개인","법인","1992","산성대로 331","-","중개거래","경기 성남시 수정구"
"195","경기도 성남시 수정구 태평동","3507","3507","0000","웅진베어스빌","57.2600","202505","30","28,000","5","개인","개인","2019","탄리로 73","20250623","중개거래","경기 성남시 수정구"
"196","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","42.7400","202505","28","20,600","9","개인","개인","2010","성남대로 1244","-","중개거래","경기 성남시 수정구"
"197","경기도 성남시 수정구 창곡동","559-7","0559","0007","위례 헤리움","39.4600","202505","27","39,000","10","개인","개인","2018","위례서일로 30","-","중개거래","경기 성남시 수정구"
"198","경기도 성남시 수정구 신흥동","4230","4230","0000","미래타운5차","67.0517","202505","27","41,000","9","개인","개인","2021","시민로133번길 9","-","중개거래","경기 성남시 수정구"
"199","경기도 성남시 수정구 태평동","6524","6524","0000","코지팰리스","71.9500","202505","26","42,500","9","개인","개인","2020","성남대로 1246","-","중개거래","경기 성남시 수정구"
"200","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","44.1050","202505","24","40,500","15","개인","개인","2018"," ","-","중개거래","경기 성남시 수정구"
"201","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","76.9500","202505","21","85,000","15","개인","개인","2017"," ","-","중개거래","경기 성남시 수정구"
"202","경기도 성남시 수정구 태평동","3507","3507","0000","웅진베어스빌","59.3000","202505","15","29,500","7","개인","법인","2019","탄리로 73","20250610","중개거래","경기 성남시 수정구"
"203","경기도 성남시 수정구 태평동","3507","3507","0000","웅진베어스빌","59.3000","202505","15","29,500","7","개인","법인","2019","탄리로 73","-","중개거래","경기 성남시 수정구"
"204","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","35.4330","202505","13","34,000","17","개인","개인","2018"," ","-","중개거래","경기 성남시 수정구"
