"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 중원구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"288","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","83.1700","202603","03","75,000","-","12","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"289","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.9300","202603","03","89,500","207동","10","개인","개인","2015","여수울로 51","-","중개거래","경기 성남시 중원구","26.04.17"
"290","경기도 성남시 중원구 은행동","1932-6","1932","0006","현대","84.6300","202603","03","87,000","-","13","개인","개인","1995","자혜로17번길 16","20260407","중개거래","경기 성남시 중원구","-"
"291","경기도 성남시 중원구 은행동","550","0550","0000","은행주공","39.1500","202603","03","57,000","115","3","개인","개인","1987","산성대로552번길 15","-","중개거래","경기 성남시 중원구","26.03.31"
"292","경기도 성남시 중원구 하대원동","111","0111","0000","비제이위채","84.5400","202603","02","64,850","-","12","개인","개인","2008","제일로 22","-","중개거래","경기 성남시 중원구","-"
"293","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.9300","202603","02","87,500","-","12","개인","개인","2015","여수울로 51","-","중개거래","경기 성남시 중원구","-"
"294","경기도 성남시 중원구 성남동","4859","4859","0000","로그인한진","56.2970","202603","02","50,350","-","5","개인","개인","2007","성남대로1139번길 11","-","중개거래","경기 성남시 중원구","-"
"295","경기도 성남시 중원구 성남동","3141","3141","0000","수산리치빌(101동)","84.9590","202603","01","44,000","-","6","개인","개인","2003","산성대로 132","-","중개거래","경기 성남시 중원구","-"
"296","경기도 성남시 중원구 금광동","3950","3950","0000","삼익금광1차","44.0100","202602","28","41,200","101","1","개인","개인","1991","자혜로16번길 9","-","중개거래","경기 성남시 중원구","26.04.01"
"297","경기도 성남시 중원구 금광동","3950","3950","0000","삼익금광1차","34.0500","202602","28","30,000","105","4","개인","개인","1991","자혜로16번길 9","-","중개거래","경기 성남시 수정구","26.03.11"
"298","경기도 성남시 중원구 금광동","1016","1016","0000","e편한세상금빛그랑메종4단지","59.9800","202602","28","109,800","-","9","개인","개인","2023","금광로 71","-","중개거래","경기 성남시 중원구, 서울 중랑구","-"
"299","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","100.9600","202602","28","103,000","709","9","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","26.04.24"
"300","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","119.4300","202602","28","98,000","-","2","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","-"
"301","경기도 성남시 중원구 중앙동","578","0578","0000","중앙동힐스테이트1차","59.9800","202602","28","94,000","-","6","개인","개인","2012","시민로66번길 21","-","중개거래","경기 성남시 중원구","-"
"302","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","74.7000","202602","28","111,800","-","15","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 중원구, 전북 전주시 덕진구","-"
"303","경기도 성남시 중원구 금광동","1008","1008","0000","e편한세상금빛그랑메종3단지","59.9500","202602","28","105,000","-","12","개인","개인","2023","금광로 40","-","중개거래","경기 성남시 중원구","-"
"304","경기도 성남시 중원구 성남동","4031","4031","0000","한빛스위티","80.8500","202602","28","56,000","-","8","개인","개인","2005","성남대로1130번길 26","-","중개거래","경기 성남시 중원구","26.03.30"
"305","경기도 성남시 중원구 도촌동","700","0700","0000","LH동분당센트럴파크","84.9900","202602","28","104,500","-","6","개인","개인","2010","도촌남로 22","-","중개거래","경기 성남시 중원구","-"
"306","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.9300","202602","28","89,400","-","11","개인","개인","2015","여수울로 51","-","중개거래","경기 성남시 중원구","-"
"307","경기도 성남시 중원구 중앙동","3006","3006","0000","신흥역하늘채랜더스원2단지","51.8900","202602","28","105,000","203","20","개인","개인","2022","광명로 204","-","중개거래","경기 성남시 중원구","26.04.30"
"308","경기도 성남시 중원구 중앙동","3006","3006","0000","신흥역하늘채랜더스원2단지","59.8800","202602","28","119,500","201","6","개인","개인","2022","광명로 204","-","중개거래","경기 성남시 중원구","26.04.30"
"309","경기도 성남시 중원구 중앙동","578","0578","0000","중앙동힐스테이트1차","59.9800","202602","28","94,000","105","7","개인","개인","2012","시민로66번길 21","-","중개거래","경기 성남시 중원구","26.04.30"
"310","경기도 성남시 중원구 중앙동","3006","3006","0000","신흥역하늘채랜더스원2단지","51.8900","202602","28","108,500","-","7","개인","개인","2022","광명로 204","-","중개거래","경기 성남시 중원구","-"
"311","경기도 성남시 중원구 은행동","550","0550","0000","은행주공","75.5100","202602","27","75,000","-","4","개인","개인","1987","산성대로552번길 15","-","중개거래","경기 성남시 중원구","-"
"312","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","119.4800","202602","27","98,000","-","6","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","-"
"313","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","84.9900","202602","27","79,000","1015","3","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 중원구","26.04.15"
"314","경기도 성남시 중원구 여수동","600","0600","0000","센트럴타운(3단지)","84.9200","202602","27","137,500","315","6","개인","개인","2012","성남대로 1000","-","중개거래","경기 성남시 중원구","26.04.10"
"315","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","83.1700","202602","27","74,500","-","12","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"316","경기도 성남시 중원구 금광동","2600","2600","0000","한양수자인성남마크뷰","59.8423","202602","27","84,700","-","20","개인","개인","2021","광명로 411","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"317","경기도 성남시 중원구 금광동","4622","4622","0000","금광","69.3000","202602","27","35,500","B동","5","개인","개인","1990","산성대로426번길 5","-","중개거래","경기 성남시 수정구","26.04.03"
"318","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","84.9900","202602","27","88,000","1012","22","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.04.24"
"319","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","59.9800","202602","26","123,000","-","17","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","-"
"320","경기도 성남시 중원구 은행동","550","0550","0000","은행주공","75.2400","202602","26","75,250","-","1","개인","개인","1987","산성대로552번길 15","-","중개거래","경기 성남시 중원구","-"
"321","경기도 성남시 중원구 은행동","550","0550","0000","은행주공","75.2400","202602","26","79,000","-","4","개인","개인","1987","산성대로552번길 15","-","중개거래","경기 성남시 중원구","-"
"322","경기도 성남시 중원구 중앙동","578","0578","0000","중앙동힐스테이트1차","84.9800","202602","25","103,000","101","3","개인","개인","2012","시민로66번길 21","-","중개거래","경기 성남시 중원구","26.04.30"
"323","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","119.4300","202602","24","97,500","-","8","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","-"
"324","경기도 성남시 중원구 중앙동","577","0577","0000","중앙동힐스테이트2차","59.9800","202602","23","94,000","-","4","개인","개인","2014","시민로 66","-","중개거래","경기 성남시 중원구","-"
"325","경기도 성남시 중원구 금광동","1008","1008","0000","e편한세상금빛그랑메종3단지","74.6200","202602","23","110,500","304","19","개인","개인","2023","금광로 40","-","중개거래","경기 성남시 중원구","26.04.29"
"326","경기도 성남시 중원구 도촌동","702","0702","0000","동분당포레스트","84.9500","202602","21","100,000","-","14","개인","개인","2007","도촌남로 67","-","중개거래","경기 성남시 중원구","-"
"327","경기도 성남시 중원구 은행동","550","0550","0000","은행주공","61.5200","202602","21","76,000","118","11","개인","개인","1987","산성대로552번길 15","-","중개거래","경기 성남시 중원구","26.04.30"
"328","경기도 성남시 중원구 금광동","2600","2600","0000","한양수자인성남마크뷰","74.9297","202602","21","83,000","-","12","개인","개인","2021","광명로 411","-","중개거래","경기 성남시 중원구","-"
"329","경기도 성남시 중원구 은행동","1932-6","1932","0006","현대","84.6300","202602","21","85,500","-","6","개인","개인","1995","자혜로17번길 16","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"330","경기도 성남시 중원구 중앙동","577","0577","0000","중앙동힐스테이트2차","84.9800","202602","21","109,500","-","14","개인","개인","2014","시민로 66","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구","-"
"331","경기도 성남시 중원구 금광동","1008","1008","0000","e편한세상금빛그랑메종3단지","51.9600","202602","21","90,000","-","3","개인","개인","2023","금광로 40","-","중개거래","경기 성남시 중원구","-"
"332","경기도 성남시 중원구 중앙동","710","0710","0000","롯데캐슬","59.9400","202602","21","104,000","104","10","개인","개인","2012","희망로 415","-","중개거래","경기 성남시 중원구","26.04.22"
"333","경기도 성남시 중원구 금광동","2600","2600","0000","한양수자인성남마크뷰","59.8423","202602","21","84,000","305","11","개인","개인","2021","광명로 411","-","중개거래","경기 성남시 중원구","26.03.30"
"334","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","99.9400","202602","21","72,000","-","1","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"335","경기도 성남시 중원구 성남동","3121","3121","0000","현대","51.5300","202602","21","49,500","102","4","개인","개인","1992","둔촌대로 193","-","중개거래","경기 성남시 중원구","26.04.15"
"336","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","118.6200","202602","20","81,500","1017","5","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 중원구","26.04.28"
"337","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","59.9400","202602","20","99,500","213동","13","개인","개인","2015","여수울로 51","-","중개거래","경기 성남시 중원구","26.03.30"
"338","경기도 성남시 중원구 여수동","600","0600","0000","센트럴타운(3단지)","84.8600","202602","20","115,000","322","13","개인","개인","2012","성남대로 1000","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.03.30"
"339","경기도 성남시 중원구 하대원동","143-1","0143","0001","태연스카이빌","73.9524","202602","20","53,300","-","15","개인","개인","2002","둔촌대로 274","-","중개거래","경기 성남시 중원구","26.03.30"
"340","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","84.9800","202602","19","119,800","-","18","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구","-"
"341","경기도 성남시 중원구 중앙동","710","0710","0000","롯데캐슬","84.8800","202602","19","102,000","107","13","개인","개인","2012","희망로 415","-","중개거래","경기 성남시 중원구","26.04.10"
"342","경기도 성남시 중원구 중앙동","3007","3007","0000","신흥역하늘채랜더스원3단지","84.9900","202602","19","127,000","-","2","개인","개인","2022","광명로 206","-","중개거래","경기 성남시 중원구","-"
"343","경기도 성남시 중원구 은행동","550","0550","0000","은행주공","54.9000","202602","19","69,000","-","11","개인","개인","1987","산성대로552번길 15","-","중개거래","경기 성남시 중원구","-"
"344","경기도 성남시 중원구 은행동","1932-6","1932","0006","현대","84.6300","202602","19","83,000","101","4","개인","개인","1995","자혜로17번길 16","-","중개거래","경기 성남시 중원구","26.04.28"
"345","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","84.9100","202602","19","81,800","1001","22","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 중원구","26.04.28"
"346","경기도 성남시 중원구 중앙동","577","0577","0000","중앙동힐스테이트2차","84.9800","202602","15","97,000","205","4","개인","개인","2014","시민로 66","-","중개거래","경기 성남시 중원구","26.04.29"
"347","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","59.9800","202602","15","119,000","103","23","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","26.04.20"
"348","경기도 성남시 중원구 상대원동","174","0174","0000","산성","71.2800","202602","15","42,500","101","12","개인","개인","1997","사기막골로150번길 10","-","중개거래","경기 성남시 중원구","26.04.03"
"349","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","59.9800","202602","15","90,000","502","18","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 중원구","26.04.24"
"350","경기도 성남시 중원구 금광동","1003","1003","0000","e편한세상금빛그랑메종2단지","59.9500","202602","14","102,000","-","8","개인","개인","2023","금광로 26","-","중개거래","경기 성남시 중원구","-"
"351","경기도 성남시 중원구 금광동","2600","2600","0000","한양수자인성남마크뷰","50.3668","202602","14","71,000","-","19","개인","개인","2021","광명로 411","-","중개거래","경기 성남시 중원구","-"
"352","경기도 성남시 중원구 중앙동","577","0577","0000","중앙동힐스테이트2차","84.9800","202602","14","99,700","-","6","개인","개인","2014","시민로 66","-","중개거래","경기 성남시 중원구","-"
"353","경기도 성남시 중원구 하대원동","546","0546","0000","엘리프하이디움2단지","54.2996","202602","14","69,500","201","6","개인","개인","2025","둔촌대로217번길 12","-","중개거래","경기 성남시 중원구","26.04.30"
"354","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","83.1700","202602","14","82,000","-","17","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"355","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.8800","202602","14","130,000","-","14","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"356","경기도 성남시 중원구 금광동","3950","3950","0000","삼익금광1차","34.0500","202602","14","34,700","103","5","개인","개인","1991","자혜로16번길 9","-","중개거래","경기 성남시 수정구","26.04.15"
"357","경기도 성남시 중원구 은행동","550","0550","0000","은행주공","83.8200","202602","14","87,000","121","11","개인","개인","1987","산성대로552번길 15","-","중개거래","경기 성남시 중원구","26.04.30"
"358","경기도 성남시 중원구 은행동","1740","1740","0000","은빛마을(두산위브)","56.6448","202602","14","53,000","102","3","개인","개인","2003","은행로 13","-","중개거래","경기 성남시 수정구","26.04.17"
"359","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","59.9500","202602","13","101,500","-","10","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 중원구","-"
"360","경기도 성남시 중원구 금광동","1008","1008","0000","e편한세상금빛그랑메종3단지","59.9500","202602","13","101,000","301","6","개인","개인","2023","금광로 40","-","중개거래","경기 성남시 중원구","26.04.21"
"361","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","59.9800","202602","13","102,000","502","5","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 중원구","26.04.01"
"362","경기도 성남시 중원구 금광동","1008","1008","0000","e편한세상금빛그랑메종3단지","59.9800","202602","13","101,500","-","1","개인","개인","2023","금광로 40","-","중개거래","경기 성남시 중원구","-"
"363","경기도 성남시 중원구 성남동","3121","3121","0000","현대","51.5300","202602","13","49,800","-","15","개인","개인","1992","둔촌대로 193","-","중개거래","경기 성남시 중원구","-"
"364","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","108.8100","202602","13","83,000","1010","3","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 중원구","26.03.27"
"365","경기도 성남시 중원구 하대원동","190","0190","0000","현대","59.9100","202602","13","52,000","103","4","개인","개인","1995","시민로28번길 6","-","중개거래","경기 성남시 중원구","26.04.30"
"366","경기도 성남시 중원구 하대원동","539","0539","0000","성남자이","59.9900","202602","13","70,000","106","2","개인","개인","2007","둔촌대로 363","-","중개거래","경기 성남시 중원구","26.04.29"
"367","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","118.6200","202602","13","87,000","1016","9","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 중원구","26.04.20"
"368","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.9300","202602","13","87,000","216동","15","개인","개인","2015","여수울로 51","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구","26.04.30"
"369","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.7100","202602","13","85,900","206동","2","개인","개인","2015","여수울로 51","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구","26.04.16"
"370","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","84.9800","202602","13","112,000","-","12","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 중원구","-"
"371","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9200","202602","12","129,500","114","3","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","26.04.15"
"372","경기도 성남시 중원구 은행동","550","0550","0000","은행주공","61.5200","202602","12","72,500","119","1","개인","개인","1987","산성대로552번길 15","-","중개거래","경기 성남시 중원구","26.04.20"
"373","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","83.1700","202602","12","75,000","-","27","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"374","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","83.1700","202602","12","71,000","-","1","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"375","경기도 성남시 중원구 은행동","1932-6","1932","0006","현대","84.6300","202602","12","80,000","108","12","개인","개인","1995","자혜로17번길 16","-","중개거래","경기 성남시 중원구","26.04.30"
"376","경기도 성남시 중원구 중앙동","578","0578","0000","중앙동힐스테이트1차","120.6000","202602","12","112,500","104","8","개인","개인","2012","시민로66번길 21","-","중개거래","경기 성남시 중원구, 경기 용인시 기흥구","26.03.31"
"377","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9200","202602","12","130,000","-","2","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","-"
"378","경기도 성남시 중원구 성남동","3126","3126","0000","금호어울림","84.9600","202602","12","96,500","101","5","개인","개인","2006","둔촌대로171번길 6","-","중개거래","경기 성남시 중원구","26.04.28"
"379","경기도 성남시 중원구 중앙동","3007","3007","0000","신흥역하늘채랜더스원3단지","84.9900","202602","12","148,000","303","17","개인","개인","2022","광명로 206","-","중개거래","경기 성남시 중원구","26.04.20"
"380","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","59.9000","202602","11","65,000","-","10","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"381","경기도 성남시 중원구 여수동","600","0600","0000","센트럴타운(3단지)","84.8600","202602","11","133,000","314","3","개인","개인","2012","성남대로 1000","-","중개거래","경기 성남시 중원구","26.04.30"
"382","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","59.9800","202602","11","99,000","501","4","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 중원구","26.03.27"
"383","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","83.1700","202602","11","70,000","111","8","개인","법인","2006","황송로 77","-","중개거래","경기 성남시 중원구","26.03.13"
"384","경기도 성남시 중원구 하대원동","545","0545","0000","엘리프하이디움1단지","36.9531","202602","11","49,300","102","13","개인","개인","2025","둔촌대로217번길 11","-","중개거래","경기 성남시 중원구","26.03.31"
"385","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","118.6200","202602","11","81,500","-","10","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"386","경기도 성남시 중원구 도촌동","700","0700","0000","LH동분당센트럴파크","84.9400","202602","11","103,000","-","4","개인","개인","2010","도촌남로 22","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구","-"
"387","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","84.9900","202602","11","141,900","107","10","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","26.04.24"
"388","경기도 성남시 중원구 중앙동","578","0578","0000","중앙동힐스테이트1차","120.9700","202602","11","115,000","-","14","개인","개인","2012","시민로66번길 21","-","중개거래","경기 성남시 중원구","-"
"389","경기도 성남시 중원구 금광동","3950","3950","0000","삼익금광1차","34.0500","202602","11","31,500","105","12","개인","개인","1991","자혜로16번길 9","-","중개거래","경기 성남시 중원구, 서울 강남구","26.03.26"
"390","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","83.1700","202602","10","70,000","-","8","개인","법인","2006","황송로 77","20260313","중개거래","경기 성남시 중원구","-"
"391","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","119.1700","202602","10","107,000","701","14","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","26.04.28"
"392","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","119.4300","202602","10","97,000","-","4","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","-"
"393","경기도 성남시 중원구 금광동","3950","3950","0000","삼익금광1차","34.0500","202602","10","31,000","105","9","개인","개인","1991","자혜로16번길 9","-","중개거래","경기 성남시 중원구","26.04.10"
"394","경기도 성남시 중원구 금광동","1003","1003","0000","e편한세상금빛그랑메종2단지","59.9500","202602","10","94,500","-","2","개인","개인","2023","금광로 26","-","중개거래","경기 성남시 중원구","-"
"395","경기도 성남시 중원구 금광동","1003","1003","0000","e편한세상금빛그랑메종2단지","74.6200","202602","10","105,700","202","9","개인","개인","2023","금광로 26","-","중개거래","경기 성남시 중원구","26.03.23"
"396","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.9300","202602","10","85,900","203동","7","개인","개인","2015","여수울로 51","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구","26.04.30"
"397","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","84.9800","202602","10","78,000","1010","19","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 중원구","26.04.08"
"398","경기도 성남시 중원구 성남동","3141","3141","0000","수산리치빌(101동)","84.9590","202602","09","44,000","-","4","개인","개인","2003","산성대로 132","-","중개거래","경기 성남시 중원구","26.03.12"
"399","경기도 성남시 중원구 성남동","3283","3283","0000","양지참빛","49.9400","202602","09","41,000","-","11","개인","개인","2003","광명로 38","-","중개거래","경기 성남시 수정구","-"
"400","경기도 성남시 중원구 하대원동","249","0249","0000","아튼빌","84.9100","202602","09","80,000","-","10","개인","개인","2003","둔촌대로 300","-","중개거래","경기 성남시 중원구","-"
"401","경기도 성남시 중원구 하대원동","190","0190","0000","현대","84.9750","202602","09","63,000","102","2","개인","개인","1995","시민로28번길 6","-","중개거래","경기 성남시 중원구","26.04.15"
"402","경기도 성남시 중원구 금광동","2450-1","2450","0001","황송마을","49.9800","202602","09","50,200","-","14","개인","개인","1993","황송로 6","-","중개거래","경기 성남시 중원구","-"
"403","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","100.6600","202602","08","95,000","709","9","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","26.03.24"
"404","경기도 성남시 중원구 상대원동","174","0174","0000","산성","59.4900","202602","08","41,800","103","18","개인","개인","1997","사기막골로150번길 10","-","중개거래","경기 성남시 중원구","26.04.03"
"405","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","84.9900","202602","08","140,000","-","19","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","-"
"406","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","83.3200","202602","07","74,900","-","24","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"407","경기도 성남시 중원구 금광동","2600","2600","0000","한양수자인성남마크뷰","50.3668","202602","07","69,000","-","1","개인","개인","2021","광명로 411","-","중개거래","경기 성남시 중원구","-"
"408","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","100.6600","202602","07","91,500","-","4","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","-"
"409","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.7100","202602","07","88,000","-","7","개인","개인","2015","여수울로 51","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구","-"
"410","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","114.3600","202602","07","78,000","101","1","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","26.04.10"
"411","경기도 성남시 중원구 금광동","1008","1008","0000","e편한세상금빛그랑메종3단지","59.9500","202602","07","102,800","301","25","개인","개인","2023","금광로 40","-","중개거래","경기 성남시 중원구","26.04.16"
"412","경기도 성남시 중원구 은행동","1932-6","1932","0006","현대","84.6300","202602","07","83,000","-","6","개인","개인","1995","자혜로17번길 16","-","중개거래","경기 성남시 중원구","-"
"413","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","100.9600","202602","07","90,000","710","2","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","26.04.30"
"414","경기도 성남시 중원구 성남동","3757","3757","0000","대동다숲","84.7700","202602","07","67,500","대동다숲","12","개인","개인","2006","제일로 55","-","중개거래","경기 성남시 중원구","26.02.27"
"415","경기도 성남시 중원구 하대원동","115-3","0115","0003","성원초원","59.8200","202602","07","51,000","-","10","개인","개인","1995","원터로18번길 19","-","중개거래","경기 성남시 중원구","-"
"416","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.9500","202602","07","130,500","103","28","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","26.03.30"
"417","경기도 성남시 중원구 금광동","2500","2500","0000","래미안금광","59.9000","202602","07","66,300","-","17","개인","개인","2006","황송로 77","-","중개거래","경기 성남시 중원구","-"
"418","경기도 성남시 중원구 금광동","1003","1003","0000","e편한세상금빛그랑메종2단지","74.6200","202602","06","104,700","201","8","개인","개인","2023","금광로 26","-","중개거래","경기 성남시 중원구","26.04.03"
"419","경기도 성남시 중원구 중앙동","578","0578","0000","중앙동힐스테이트1차","84.9800","202602","06","97,500","103","3","개인","개인","2012","시민로66번길 21","-","중개거래","경기 성남시 중원구, 서울 용산구","26.04.10"
"420","경기도 성남시 중원구 금광동","3950","3950","0000","삼익금광1차","44.0100","202602","06","42,800","101","3","개인","개인","1991","자혜로16번길 9","-","중개거래","경기 성남시 중원구","26.04.30"
"421","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","84.5600","202602","06","107,500","-","3","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"422","경기도 성남시 중원구 도촌동","706","0706","0000","東분당파크뷰","119.1700","202602","06","99,000","708","13","개인","개인","2013","도촌남로 101","-","중개거래","경기 성남시 중원구","26.04.15"
"423","경기도 성남시 중원구 상대원동","279-1","0279","0001","선경2차","49.9800","202602","06","45,000","109","12","개인","개인","1994","금상로 134","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.04.30"
"424","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.9300","202602","06","81,000","-","1","개인","개인","2015","여수울로 51","20260307","중개거래","경기 성남시 분당구, 경기 성남시 중원구","-"
