"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 중원구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"702","경기도 성남시 중원구 상대원동","2***","8m미만","28.00","전세","202602","20","5,000","0","1990","박석로93번길","202604~202804","신규","-","","","단독다가구"
"703","경기도 성남시 중원구 금광동","3***","25m이상","28.00","월세","202602","20","1,000","60","1989","광명로","202602~202802","신규","-","","","단독다가구"
"704","경기도 성남시 중원구 금광동","2***","8m미만","30.00","월세","202602","20","500","45","2001","금빛로48번길","202602~202802","신규","-","","","단독다가구"
"705","경기도 성남시 중원구 금광동","1***","25m미만","56.00","월세","202602","20","2,000","75","1992","금빛로47번길","202602~202802","신규","-","","","단독다가구"
"706","경기도 성남시 중원구 금광동","3***","25m이상","28.00","월세","202602","20","1,000","65","1989","광명로","202602~202802","신규","-","","","단독다가구"
"707","경기도 성남시 중원구 은행동","1***","12m미만","39.00","월세","202602","20","500","40","1985","금빛로112번길","202602~202802","신규","-","","","단독다가구"
"708","경기도 성남시 중원구 금광동","3***","25m이상","28.00","월세","202602","20","1,000","55","","광명로","202602~202802","신규","-","","","단독다가구"
"709","경기도 성남시 중원구 성남동","3***","8m미만","45.00","월세","202602","20","1,000","55","1995","제일로43번길","202602~202802","신규","-","","","단독다가구"
"710","경기도 성남시 중원구 성남동","4***","8m미만","195.96","월세","202602","20","1,000","50","1991","둔촌대로127번길","202602~202802","신규","-","","","단독다가구"
"711","경기도 성남시 중원구 하대원동","1**","8m미만","54.38","월세","202602","20","2,000","70","1988","마지로163번길","202603~202803","신규","-","","","단독다가구"
"712","경기도 성남시 중원구 하대원동","1**","8m미만","32.70","월세","202602","20","1,000","50","1989","둔촌대로170번길","202603~202803","신규","-","","","단독다가구"
"713","경기도 성남시 중원구 금광동","3***","25m이상","28.00","월세","202602","20","1,000","65","","광명로","202602~202802","신규","-","","","단독다가구"
"714","경기도 성남시 중원구 상대원동","2***","25m미만","21.30","월세","202602","19","1,000","58","1988","희망로","202603~202803","신규","-","","","단독다가구"
"715","경기도 성남시 중원구 하대원동","1**","8m미만","51.44","전세","202602","19","15,000","0","1987","둔촌대로275번길","202603~202703","갱신","사용","15,000","0","단독다가구"
"716","경기도 성남시 중원구 성남동","4***","8m미만","55.40","월세","202602","19","2,000","60","1994","성남대로1147번길","202603~202803","신규","-","","","단독다가구"
"717","경기도 성남시 중원구 금광동","3***","12m미만","25.00","월세","202602","19","1,000","50","1996","산성대로382번길","202602~202802","신규","-","","","단독다가구"
"718","경기도 성남시 중원구 중앙동","1***","8m미만","178.02","월세","202602","19","300","30","1992","광명로256번길","202602~202802","신규","-","","","단독다가구"
"719","경기도 성남시 중원구 도촌동","5**","12m미만","60.00","전세","202602","19","21,000","0","2009","도촌로26번길","202602~202802","신규","-","","","단독다가구"
"720","경기도 성남시 중원구 은행동","6**","8m미만","50.00","월세","202602","19","2,000","50","1987","순환로461번길","202604~202804","신규","-","","","단독다가구"
"721","경기도 성남시 중원구 은행동","6**","25m이상","29.00","월세","202602","16","500","35","1994","산성대로576번길","202602~202702","갱신","-","500","35","단독다가구"
"722","경기도 성남시 중원구 여수동","4**","12m미만","86.00","전세","202602","15","32,400","0","2012","여수울로15번길","202602~202802","갱신","-","30,870","0","단독다가구"
"723","경기도 성남시 중원구 성남동","3***","12m미만","20.00","전세","202602","15","8,000","0","2002","광명로42번길","202602~202802","신규","-","","","단독다가구"
"724","경기도 성남시 중원구 성남동","3***","8m미만","28.70","월세","202602","14","1,000","47","","제일로53번길","202603~202803","신규","-","","","단독다가구"
"725","경기도 성남시 중원구 성남동","4***","25m이상","20.00","월세","202602","14","1,000","35","2001","산성대로","202602~202802","신규","-","","","단독다가구"
"726","경기도 성남시 중원구 성남동","3***","8m미만","30.00","전세","202602","14","18,000","0","","광명로32번길","202603~202803","신규","-","","","단독다가구"
"727","경기도 성남시 중원구 하대원동","1**","8m미만","33.00","월세","202602","14","500","40","1996","둔촌대로263번길","202602~202802","신규","-","","","단독다가구"
"728","경기도 성남시 중원구 하대원동","1**","8m미만","40.00","월세","202602","14","1,000","45","","둔촌대로263번길","202602~202802","신규","-","","","단독다가구"
"729","경기도 성남시 중원구 성남동","3***","8m미만","44.16","전세","202602","14","13,000","0","1990","둔촌대로151번길","202603~202803","신규","-","","","단독다가구"
"730","경기도 성남시 중원구 성남동","3***","8m미만","18.94","월세","202602","14","1,000","48","1985","둔촌대로101번길","202603~202803","갱신","사용","1,000","46","단독다가구"
"731","경기도 성남시 중원구 금광동","4***","25m이상","30.00","월세","202602","14","2,000","29","2003","산성대로","202602~202802","신규","-","","","단독다가구"
"732","경기도 성남시 중원구 상대원동","2***","12m미만","26.44","월세","202602","14","200","25","","금상로57번길","202603~202803","신규","-","","","단독다가구"
"733","경기도 성남시 중원구 금광동","3***","8m미만","33.00","월세","202602","14","1,000","20","1989","금빛로59번길","202603~202803","신규","-","","","단독다가구"
"734","경기도 성남시 중원구 하대원동","1**","8m미만","33.00","월세","202602","14","500","40","1996","둔촌대로263번길","202602~202802","신규","-","","","단독다가구"
"735","경기도 성남시 중원구 상대원동","9**","8m미만","34.36","전세","202602","13","6,000","0","1991","금상로92번길","202605~202805","신규","-","","","단독다가구"
"736","경기도 성남시 중원구 상대원동","1***","8m미만","37.55","월세","202602","13","1,000","50","1982","박석로49번길","202602~202802","신규","-","","","단독다가구"
"737","경기도 성남시 중원구 상대원동","2***","12m미만","45.10","월세","202602","13","1,500","55","1991","박석로85번길","202603~202803","신규","-","","","단독다가구"
"738","경기도 성남시 중원구 하대원동","1**","8m미만","42.00","월세","202602","13","1,000","53","","원터로18번길","202603~202803","갱신","-","1,000","42","단독다가구"
"739","경기도 성남시 중원구 금광동","3***","8m미만","39.50","전세","202602","13","5,000","0","1988","산성대로454번길","202604~202804","신규","-","","","단독다가구"
"740","경기도 성남시 중원구 하대원동","1**","8m미만","29.75","월세","202602","13","500","45","1990","시민로11번길","202602~202802","신규","-","","","단독다가구"
"741","경기도 성남시 중원구 금광동","3***","12m미만","45.00","전세","202602","13","13,000","0","1990","자혜로16번길","202604~202804","신규","-","","","단독다가구"
"742","경기도 성남시 중원구 성남동","3***","8m미만","99.54","전세","202602","13","29,400","0","2003","둔촌대로113번길","202606~202806","갱신","-","28,000","0","단독다가구"
"743","경기도 성남시 중원구 상대원동","8**","8m미만","27.00","월세","202602","13","1,000","40","1991","박석로94번길","202603~202803","신규","-","","","단독다가구"
"744","경기도 성남시 중원구 상대원동","9**","8m미만","20.00","월세","202602","12","1,000","45","1990","금상로82번길","202603~202803","신규","-","","","단독다가구"
"745","경기도 성남시 중원구 여수동","4**","12m미만","50.00","전세","202602","12","25,200","0","2012","여수울로15번길","202604~202804","신규","-","","","단독다가구"
"746","경기도 성남시 중원구 도촌동","6**","12m미만","48.00","전세","202602","12","23,000","0","2011","도촌로","-","-","-","","","단독다가구"
"747","경기도 성남시 중원구 여수동","4**","12m미만","50.00","전세","202602","12","25,200","0","2012","여수울로15번길","202604~202804","신규","-","","","단독다가구"
"748","경기도 성남시 중원구 중앙동","2***","8m미만","150.46","월세","202602","12","4,000","30","1988","광명로242번길","202603~202803","갱신","-","3,000","30","단독다가구"
"749","경기도 성남시 중원구 상대원동","2***","8m미만","35.55","전세","202602","12","13,000","0","1984","박석로93번길","202603~202803","신규","-","","","단독다가구"
"750","경기도 성남시 중원구 상대원동","1***","8m미만","36.00","월세","202602","12","1,500","55","2003","박석로5번길","202604~202804","신규","-","","","단독다가구"
"751","경기도 성남시 중원구 성남동","3***","8m미만","49.98","월세","202602","12","10,000","55","1986","원터로75번길","202603~202803","신규","-","","","단독다가구"
"752","경기도 성남시 중원구 성남동","2***","8m미만","17.00","월세","202602","12","500","20","1987","원터로75번길","202602~202802","갱신","-","500","20","단독다가구"
"753","경기도 성남시 중원구 은행동","2***","8m미만","188.07","월세","202602","12","500","60","1993","자혜로67번길","202602~202802","신규","-","","","단독다가구"
"754","경기도 성남시 중원구 은행동","8**","8m미만","54.34","월세","202602","12","500","75","1991","은이로41번길","202602~202702","신규","-","","","단독다가구"
"755","경기도 성남시 중원구 은행동","6**","8m미만","43.36","전세","202602","12","11,000","0","1988","산성대로572번길","202604~202804","신규","-","","","단독다가구"
"756","경기도 성남시 중원구 금광동","2***","8m미만","38.82","월세","202602","12","1,500","50","1990","금빛로100번길","202603~202803","신규","-","","","단독다가구"
"757","경기도 성남시 중원구 상대원동","2***","8m미만","43.57","전세","202602","12","12,000","0","1987","박석로49번길","202602~202606","신규","-","","","단독다가구"
"758","경기도 성남시 중원구 도촌동","6**","-","30.00","전세","202602","11","11,000","0","2011","도촌로26번길","202603~202803","신규","-","","","단독다가구"
"759","경기도 성남시 중원구 성남동","3***","8m미만","90.90","월세","202602","11","1,000","155","1984","원터로75번길","202602~202802","신규","-","","","단독다가구"
"760","경기도 성남시 중원구 은행동","1***","8m미만","47.81","전세","202602","11","10,000","0","1990","은행로81번길","202603~202803","신규","-","","","단독다가구"
"761","경기도 성남시 중원구 금광동","3***","12m미만","19.00","월세","202602","11","200","35","1988","산성대로382번길","202602~202702","신규","-","","","단독다가구"
"762","경기도 성남시 중원구 금광동","4***","8m미만","20.00","월세","202602","11","500","35","1988","산성대로396번길","202602~202802","신규","-","","","단독다가구"
"763","경기도 성남시 중원구 은행동","6**","25m이상","59.50","월세","202602","11","2,000","70","1984","산성대로582번길","202603~202803","신규","-","","","단독다가구"
"764","경기도 성남시 중원구 하대원동","1**","8m미만","28.00","전세","202602","11","4,500","0","1989","마지로163번길","202602~202802","신규","-","","","단독다가구"
"765","경기도 성남시 중원구 성남동","2***","12m미만","15.00","월세","202602","11","300","28","1991","광명로100번길","202602~202702","신규","-","","","단독다가구"
"766","경기도 성남시 중원구 상대원동","1***","8m미만","25.00","월세","202602","11","1,000","50","2004","박석로25번길","202602~202802","신규","-","","","단독다가구"
"767","경기도 성남시 중원구 성남동","4***","12m미만","49.45","월세","202602","11","5,000","100","2018","둔촌대로52번길","202604~202804","신규","-","","","단독다가구"
"768","경기도 성남시 중원구 상대원동","2***","25m미만","112.50","전세","202602","10","16,000","0","1986","금상로","202602~202802","갱신","-","14,000","0","단독다가구"
"769","경기도 성남시 중원구 여수동","4**","12m미만","55.00","월세","202602","10","20,000","35","2012","여수울로15번길","202603~202803","신규","-","","","단독다가구"
"770","경기도 성남시 중원구 금광동","3***","12m미만","26.00","월세","202602","10","500","45","1991","산성대로382번길","202602~202802","신규","-","","","단독다가구"
"771","경기도 성남시 중원구 은행동","5**","8m미만","35.00","월세","202602","10","1,000","50","1990","산성대로604번길","202602~202802","신규","-","","","단독다가구"
"772","경기도 성남시 중원구 상대원동","1***","12m미만","58.30","전세","202602","10","15,000","0","1988","박석로25번길","202603~202803","신규","-","","","단독다가구"
"773","경기도 성남시 중원구 성남동","2***","25m미만","20.00","월세","202602","10","500","56","2003","광명로","-","-","-","","","단독다가구"
"774","경기도 성남시 중원구 성남동","3***","12m미만","46.00","월세","202602","10","3,000","70","1988","제일로35번길","202603~202803","신규","-","","","단독다가구"
"775","경기도 성남시 중원구 성남동","4***","12m미만","47.00","전세","202602","10","24,000","0","2017","둔촌대로52번길","202604~202804","갱신","사용","23,000","0","단독다가구"
"776","경기도 성남시 중원구 하대원동","1**","8m미만","10.00","전세","202602","10","9,000","0","1993","둔촌대로","202602~202802","갱신","-","8,000","0","단독다가구"
"777","경기도 성남시 중원구 중앙동","1***","8m미만","33.14","월세","202602","10","500","60","1990","광명로256번길","202602~202802","신규","-","","","단독다가구"
"778","경기도 성남시 중원구 금광동","3***","12m미만","19.00","월세","202602","09","300","40","1987","금빛로93번길","202602~202702","신규","-","","","단독다가구"
"779","경기도 성남시 중원구 금광동","4***","8m미만","50.67","월세","202602","09","3,000","75","1989","산성대로452번길","202604~202804","신규","-","","","단독다가구"
"780","경기도 성남시 중원구 금광동","4***","8m미만","33.00","월세","202602","09","500","45","1995","산성대로382번길","202602~202802","신규","-","","","단독다가구"
"781","경기도 성남시 중원구 금광동","4***","8m미만","20.00","월세","202602","09","500","30","1988","산성대로396번길","202603~202802","신규","-","","","단독다가구"
"782","경기도 성남시 중원구 성남동","3***","8m미만","28.70","월세","202602","09","500","52","2001","제일로53번길","202603~202803","신규","-","","","단독다가구"
"783","경기도 성남시 중원구 중앙동","1***","8m미만","149.49","월세","202602","09","300","20","1989","광명로256번길","202602~202802","신규","-","","","단독다가구"
"784","경기도 성남시 중원구 상대원동","7**","8m미만","32.00","월세","202602","09","1,500","25","1986","박석로94번길","202602~202802","-","-","","","단독다가구"
"785","경기도 성남시 중원구 상대원동","1***","8m미만","35.00","월세","202602","09","500","35","1995","박석로5번길","202602~202802","신규","-","","","단독다가구"
"786","경기도 성남시 중원구 상대원동","1***","12m미만","22.10","월세","202602","09","1,000","30","1981","희망로316번길","202602~202702","갱신","-","2,000","30","단독다가구"
"787","경기도 성남시 중원구 상대원동","8**","8m미만","124.40","전세","202602","09","5,500","0","","박석로72번길","202602~202802","갱신","-","3,000","0","단독다가구"
"788","경기도 성남시 중원구 여수동","4**","25m미만","55.00","전세","202602","09","25,000","0","2011","여수울로29번길","202603~202803","갱신","사용","24,000","0","단독다가구"
"789","경기도 성남시 중원구 금광동","3***","8m미만","22.00","월세","202602","09","500","40","1987","광명로335번길","202602~202702","신규","-","","","단독다가구"
"790","경기도 성남시 중원구 도촌동","5**","12m미만","80.00","전세","202602","08","31,500","0","2008","도촌로26번길","202602~202802","갱신","사용","53,000","0","단독다가구"
"791","경기도 성남시 중원구 금광동","4***","8m미만","40.42","월세","202602","08","2,000","70","1990","산성대로456번길","202603~202803","신규","-","","","단독다가구"
"792","경기도 성남시 중원구 상대원동","7**","8m미만","52.80","월세","202602","08","1,000","70","1988","금상로100번길","202603~202803","신규","-","","","단독다가구"
"793","경기도 성남시 중원구 은행동","2***","8m미만","44.85","월세","202602","08","1,000","40","1994","자혜로","202603~202803","신규","-","","","단독다가구"
"794","경기도 성남시 중원구 성남동","4***","8m미만","21.00","월세","202602","08","500","35","1996","성남대로1151번길","202602~202802","신규","-","","","단독다가구"
"795","경기도 성남시 중원구 금광동","3***","8m미만","30.00","월세","202602","07","500","25","1986","광명로347번길","202602~202802","신규","-","","","단독다가구"
"796","경기도 성남시 중원구 성남동","4***","25m이상","26.00","월세","202602","07","1,000","45","","산성대로","202603~202803","신규","-","","","단독다가구"
"797","경기도 성남시 중원구 성남동","2***","8m미만","36.00","월세","202602","07","1,000","60","1992","광명로134번길","202603~202803","신규","-","","","단독다가구"
"798","경기도 성남시 중원구 은행동","2***","8m미만","51.44","월세","202602","07","1,000","50","1992","자혜로67번길","202602~202802","신규","-","","","단독다가구"
"799","경기도 성남시 중원구 은행동","6**","8m미만","30.00","월세","202602","07","2,000","40","2009","산성대로562번길","202602~202802","신규","-","","","단독다가구"
"800","경기도 성남시 중원구 은행동","4**","8m미만","17.00","월세","202602","07","1,000","35","2010","산성대로","202602~202802","신규","-","","","단독다가구"
"801","경기도 성남시 중원구 여수동","6**","12m미만","90.45","전세","202602","07","60,000","0","2020","연꽃로20번길","202605~202805","신규","-","","","단독다가구"
"802","경기도 성남시 중원구 여수동","6**","12m미만","90.45","전세","202602","07","60,000","0","2020","연꽃로20번길","202604~202804","신규","-","","","단독다가구"
"803","경기도 성남시 중원구 금광동","3***","12m미만","13.21","월세","202602","07","5,000","20","2011","산성대로396번길","202603~202803","신규","-","","","단독다가구"
"804","경기도 성남시 중원구 금광동","2***","8m미만","24.00","월세","202602","07","500","35","1989","자혜로48번길","202602~202802","신규","-","","","단독다가구"
"805","경기도 성남시 중원구 금광동","3***","8m미만","41.50","월세","202602","07","1,000","68","1995","금빛로59번길","202602~202802","신규","-","","","단독다가구"
"806","경기도 성남시 중원구 상대원동","1***","8m미만","45.85","월세","202602","07","1,000","50","1993","박석로61번길","202603~202803","신규","-","","","단독다가구"
"807","경기도 성남시 중원구 상대원동","2***","8m미만","42.84","전세","202602","07","6,000","0","1996","금상로18번길","202602~202802","신규","-","","","단독다가구"
"808","경기도 성남시 중원구 상대원동","2***","12m미만","35.00","전세","202602","07","7,000","0","1989","희망로326번길","202602~202802","신규","-","","","단독다가구"
"809","경기도 성남시 중원구 여수동","2**","25m미만","79.65","전세","202602","06","32,500","0","2011","성남대로997번길","202604~202804","갱신","-","30,000","0","단독다가구"
"810","경기도 성남시 중원구 은행동","1***","8m미만","48.89","월세","202602","06","1,000","45","1991","은행로81번길","202602~202802","신규","-","","","단독다가구"
"811","경기도 성남시 중원구 상대원동","2***","8m미만","40.00","월세","202602","06","500","30","1994","금상로30번길","202602~202802","신규","-","","","단독다가구"
"812","경기도 성남시 중원구 상대원동","6**","8m미만","15.00","월세","202602","06","300","30","","금상로100번길","202602~202802","신규","-","","","단독다가구"
"813","경기도 성남시 중원구 상대원동","1***","12m미만","36.57","월세","202602","06","1,000","20","1996","박석로33번길","202602~202802","신규","-","","","단독다가구"
"814","경기도 성남시 중원구 상대원동","8**","8m미만","23.00","월세","202602","06","500","30","1988","금상로82번길","202602~202802","신규","-","","","단독다가구"
"815","경기도 성남시 중원구 상대원동","2***","8m미만","24.00","월세","202602","06","300","30","1999","박석로91번길","202602~202802","신규","-","","","단독다가구"
"816","경기도 성남시 중원구 여수동","5**","25m미만","50.00","월세","202602","06","20,000","39","2012","여수울로29번길","202602~202802","신규","-","","","단독다가구"
"817","경기도 성남시 중원구 하대원동","1**","8m미만","54.50","전세","202602","06","16,000","0","1989","시민로11번길","202604~202804","신규","-","","","단독다가구"
"818","경기도 성남시 중원구 상대원동","8**","8m미만","15.00","월세","202602","05","500","35","2001","금상로96번길","202602~202802","신규","-","","","단독다가구"
"819","경기도 성남시 중원구 상대원동","2***","12m미만","23.00","월세","202602","05","500","45","2001","희망로380번길","202602~202802","신규","-","","","단독다가구"
"820","경기도 성남시 중원구 상대원동","2***","8m미만","34.38","전세","202602","05","10,100","0","1982","박석로85번길","202603~202803","신규","-","","","단독다가구"
"821","경기도 성남시 중원구 하대원동","1**","8m미만","16.00","월세","202602","05","2,000","40","1991","둔촌대로263번길","202603~202803","신규","-","","","단독다가구"
"822","경기도 성남시 중원구 여수동","4**","25m미만","78.54","전세","202602","05","30,100","0","2012","여수울로15번길","202602~202802","갱신","사용","30,300","0","단독다가구"
"823","경기도 성남시 중원구 상대원동","2***","12m미만","42.50","월세","202602","05","15,000","30","2015","희망로380번길","202604~202804","신규","-","","","단독다가구"
"824","경기도 성남시 중원구 금광동","2***","8m미만","28.00","월세","202602","05","200","30","1992","금빛로100번길","202602~202802","신규","-","","","단독다가구"
"825","경기도 성남시 중원구 중앙동","1***","8m미만","27.21","월세","202602","05","200","25","1992","광명로256번길","202602~202802","신규","-","","","단독다가구"
"826","경기도 성남시 중원구 은행동","6**","8m미만","30.40","전세","202602","05","2,300","0","1988","순환로457번길","202602~202802","신규","-","","","단독다가구"
"827","경기도 성남시 중원구 상대원동","2***","12m미만","42.50","월세","202602","05","15,000","30","2015","희망로380번길","202604~202804","신규","-","","","단독다가구"
"828","경기도 성남시 중원구 하대원동","1**","8m미만","35.00","월세","202602","05","5,000","8","1997","원터로18번길","202602~202802","신규","-","","","단독다가구"
"829","경기도 성남시 중원구 금광동","2***","8m미만","54.12","월세","202602","05","4,000","30","1995","자혜로54번길","202603~202803","신규","-","","","단독다가구"
"830","경기도 성남시 중원구 금광동","3***","8m미만","30.00","월세","202602","05","500","38","1988","금빛로59번길","202602~202802","신규","-","","","단독다가구"
"831","경기도 성남시 중원구 금광동","1***","25m미만","36.00","월세","202602","05","1,000","60","1993","금빛로47번길","202602~202802","신규","-","","","단독다가구"
"832","경기도 성남시 중원구 금광동","4***","8m미만","46.20","월세","202602","04","2,000","50","","산성대로382번길","202602~202802","갱신","사용","2,000","40","단독다가구"
"833","경기도 성남시 중원구 성남동","2***","8m미만","13.00","월세","202602","04","300","25","1991","원터로93번길","202602~202702","신규","-","","","단독다가구"
"834","경기도 성남시 중원구 상대원동","1***","8m미만","56.00","전세","202602","04","14,000","0","1989","둔촌대로425번길","202603~202803","신규","-","","","단독다가구"
"835","경기도 성남시 중원구 상대원동","1***","8m미만","10.00","월세","202602","04","100","15","1990","박석로57번길","202602~202703","신규","-","","","단독다가구"
"836","경기도 성남시 중원구 상대원동","2***","8m미만","71.98","월세","202602","04","13,000","40","1987","희망로366번길","202603~202803","신규","-","","","단독다가구"
"837","경기도 성남시 중원구 상대원동","1***","12m미만","30.00","월세","202602","04","500","32","1978","둔촌대로413번길","202603~202803","신규","-","","","단독다가구"
"838","경기도 성남시 중원구 상대원동","8**","8m미만","19.00","월세","202602","04","300","30","","금상로92번길","202602~202802","신규","-","","","단독다가구"
"839","경기도 성남시 중원구 하대원동","1**","8m미만","33.06","월세","202602","04","1,000","60","1997","원터로18번길","202602~202802","신규","-","","","단독다가구"
"840","경기도 성남시 중원구 금광동","4***","8m미만","36.00","월세","202602","04","1,000","35","1996","산성대로382번길","202602~202802","갱신","사용","1,000","30","단독다가구"
"841","경기도 성남시 중원구 금광동","2***","8m미만","44.99","월세","202602","04","1,500","50","1993","자혜로64번길","202602~202802","신규","-","","","단독다가구"
"842","경기도 성남시 중원구 은행동","1***","25m미만","15.60","월세","202602","04","1,000","45","1997","은이로","202602~202802","신규","-","","","단독다가구"
"843","경기도 성남시 중원구 금광동","4***","8m미만","47.00","월세","202602","03","1,000","55","1991","산성대로408번길","202602~202702","신규","-","","","단독다가구"
"844","경기도 성남시 중원구 상대원동","1***","8m미만","46.00","월세","202602","03","1,000","48","1995","박석로5번길","202603~202803","신규","-","","","단독다가구"
"845","경기도 성남시 중원구 상대원동","7**","8m미만","59.13","전세","202602","03","13,000","0","2002","금상로86번길","202602~202802","갱신","-","13,000","0","단독다가구"
"846","경기도 성남시 중원구 성남동","4***","8m미만","40.00","월세","202602","03","2,000","70","1996","성남대로1151번길","202603~202803","신규","-","","","단독다가구"
"847","경기도 성남시 중원구 은행동","7**","8m미만","20.00","월세","202602","03","200","25","1988","산성대로562번길","202603~202803","신규","-","","","단독다가구"
"848","경기도 성남시 중원구 은행동","2***","8m미만","122.21","월세","202602","03","500","40","1992","은행로81번길","202602~202802","신규","-","","","단독다가구"
"849","경기도 성남시 중원구 중앙동","2***","8m미만","117.62","월세","202602","03","7,500","20","1994","광명로","202602~202802","갱신","-","1,300","35","단독다가구"
"850","경기도 성남시 중원구 상대원동","9**","8m미만","45.47","월세","202602","03","2,000","50","1975","금상로82번길","202602~202802","신규","-","","","단독다가구"
"851","경기도 성남시 중원구 금광동","3***","8m미만","50.26","월세","202602","03","200","40","1985","자혜로40번길","202602~202608","신규","-","","","단독다가구"
"852","경기도 성남시 중원구 상대원동","1***","8m미만","36.40","월세","202602","03","2,000","40","1979","박석로49번길","202602~202802","신규","-","","","단독다가구"
"853","경기도 성남시 중원구 성남동","2***","8m미만","15.50","월세","202602","03","300","30","","원터로93번길","202602~202702","신규","-","","","단독다가구"
"854","경기도 성남시 중원구 은행동","6**","25m이상","20.00","월세","202602","02","500","35","1994","산성대로576번길","202602~202802","신규","-","","","단독다가구"
"855","경기도 성남시 중원구 하대원동","1**","8m미만","40.00","전세","202602","02","16,000","0","1994","둔촌대로","202603~202803","신규","-","","","단독다가구"
"856","경기도 성남시 중원구 성남동","3***","25m미만","40.00","월세","202602","02","13,000","7","2003","광명로","202603~202803","갱신","사용","13,000","0","단독다가구"
"857","경기도 성남시 중원구 성남동","3***","8m미만","17.00","월세","202602","02","1,000","45","2001","둔촌대로151번길","202602~202802","신규","-","","","단독다가구"
"858","경기도 성남시 중원구 여수동","5**","12m미만","60.00","전세","202602","02","32,000","0","2012","여수울로29번길","202602~202802","갱신","사용","32,000","0","단독다가구"
"859","경기도 성남시 중원구 여수동","5**","25m미만","50.00","월세","202602","02","20,000","40","2012","여수울로29번길","202603~202803","갱신","-","17,000","30","단독다가구"
"860","경기도 성남시 중원구 상대원동","1***","8m미만","43.98","월세","202602","02","1,000","50","1989","박석로49번길","202602~202802","신규","-","","","단독다가구"
"861","경기도 성남시 중원구 상대원동","9**","8m미만","30.00","월세","202602","02","500","45","1994","박석로72번길","202602~202802","신규","-","","","단독다가구"
"862","경기도 성남시 중원구 상대원동","5**","8m미만","48.96","월세","202602","02","1,500","50","1986","금상로108번길","202603~202803","신규","-","","","단독다가구"
"863","경기도 성남시 중원구 은행동","6**","25m이상","20.00","월세","202602","02","500","35","1994","산성대로576번길","202602~202802","신규","-","","","단독다가구"
"864","경기도 성남시 중원구 은행동","1***","12m미만","40.00","월세","202602","02","1,000","50","","자혜로17번길","202602~202802","신규","-","","","단독다가구"
"865","경기도 성남시 중원구 은행동","6**","8m미만","30.00","월세","202602","02","500","40","1987","산성대로562번길","202602~202802","신규","-","","","단독다가구"
"866","경기도 성남시 중원구 금광동","4***","8m미만","47.00","월세","202602","02","500","45","1988","산성대로408번길","202602~202702","신규","-","","","단독다가구"
"867","경기도 성남시 중원구 금광동","3***","12m미만","42.00","전세","202602","02","9,000","0","1988","자혜로16번길","202602~202802","신규","-","","","단독다가구"
"868","경기도 성남시 중원구 하대원동","1**","8m미만","39.36","월세","202602","01","5,000","25","1989","마지로155번길","202603~202803","신규","-","","","단독다가구"
"869","경기도 성남시 중원구 상대원동","7**","8m미만","40.00","월세","202602","01","1,000","35","","박석로94번길","202602~202802","갱신","-","1,000","25","단독다가구"
"870","경기도 성남시 중원구 하대원동","1**","8m미만","58.00","전세","202601","31","18,000","0","1989","마지로155번길","202603~202803","신규","-","","","단독다가구"
"871","경기도 성남시 중원구 하대원동","1**","8m미만","58.00","전세","202601","31","18,000","0","1989","마지로155번길","202603~202803","신규","-","","","단독다가구"
"872","경기도 성남시 중원구 성남동","3***","12m미만","21.00","월세","202601","31","1,000","50","2002","광명로42번길","202603~202803","신규","-","","","단독다가구"
"873","경기도 성남시 중원구 성남동","2***","8m미만","20.00","월세","202601","31","300","30","1991","원터로93번길","202601~202701","신규","-","","","단독다가구"
"874","경기도 성남시 중원구 성남동","3***","8m미만","24.00","월세","202601","31","1,000","45","1988","제일로35번길","202602~202702","신규","-","","","단독다가구"
"875","경기도 성남시 중원구 중앙동","1***","8m미만","36.83","월세","202601","31","1,000","50","1992","광명로256번길","202603~202803","신규","-","","","단독다가구"
"876","경기도 성남시 중원구 금광동","4***","8m미만","35.00","월세","202601","31","1,000","35","1989","산성대로464번길","202602~202802","신규","-","","","단독다가구"
"877","경기도 성남시 중원구 하대원동","1**","8m미만","51.15","월세","202601","31","3,000","40","1998","원터로38번길","202602~202802","신규","-","","","단독다가구"
"878","경기도 성남시 중원구 상대원동","2**","8m미만","56.44","월세","202601","31","8,000","40","1991","금상로","202601~202801","갱신","-","16,000","0","단독다가구"
