"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"118","경기도 성남시 수정구 신흥동","2647","2647","0000","상남그린맨션","33.8100","15.3810","202602","20","55,000","1","개인","개인","1998","공원로349번길 31","-","중개거래","경기 성남시 수정구","26.04.30"
"119","경기도 성남시 수정구 산성동","2160","2160","0000","보옥다세대(라동)","42.9200","27.3000","202602","15","18,000","1","개인","개인","1986","희망로526번길 7","-","중개거래","경기 성남시 수정구","26.02.26"
"120","경기도 성남시 수정구 신흥동","2566-1","2566","0001","예채vill","69.4500","24.1360","202602","14","39,500","3","개인","개인","2016","공원로339번길 23","-","중개거래","경기 성남시 수정구","26.04.29"
"121","경기도 성남시 수정구 신흥동","5383","5383","0000","리치빌(5383-0)","44.4600","25.6900","202602","14","72,400","3","개인","개인","2007","수정남로 108","-","중개거래","경기 성남시 수정구","26.04.22"
"122","경기도 성남시 수정구 태평동","7183-1","7183","0001","굿모닝파크빌B","62.3400","34.9000","202602","13","42,000","5","개인","개인","2008","모란로 99","-","중개거래","경기 성남시 수정구","-"
"123","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","25.3200","4.2300","202602","12","15,800","4","개인","개인","2010","성남대로 1244","-","중개거래","경기 성남시 수정구","26.03.16"
"124","경기도 성남시 수정구 수진동","4515","4515","0000","수진아트맨션","60.3700","31.2400","202602","12","37,800","2","개인","개인","1996","산성대로97번길 5","-","중개거래","경기 성남시 수정구","-"
"125","경기도 성남시 수정구 산성동","443-2","0443","0002","대왕주택6차","52.8800","13.2700","202602","11","29,000","2","개인","개인","1997","수정남로326번길 6-11","-","중개거래","경기 성남시 수정구","26.03.19"
"126","경기도 성남시 수정구 태평동","7335-10","7335","0010","삼성로얄빌라","60.0000","33.0600","202602","11","31,000","1","개인","개인","1998","수정북로 103","-","중개거래","경기 성남시 수정구","26.03.25"
"127","경기도 성남시 수정구 사송동","537-2","0537","0002","그린빌","51.2200","42.6000","202602","11","27,000","2","개인","개인","2016","설개로89번길 7","-","중개거래","경기 성남시 분당구","26.04.06"
"128","경기도 성남시 수정구 산성동","87","0087","0000","청와빌","44.8500","24.1250","202602","11","33,000","2","개인","개인","2007","수정남로336번길 6","-","중개거래","서울 송파구","26.02.23"
"129","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","46.1700","27.9840","202602","10","77,000","4","개인","개인","2007","제일로110번길 5","-","중개거래","경기 성남시 수정구","26.03.03"
"130","경기도 성남시 수정구 양지동","101","0101","0000","동양다세대(18동)","34.8400","19.3000","202602","07","14,000","3","개인","개인","1988","수정로578번길 10-3","-","중개거래","경기 성남시 중원구","26.02.13"
"131","경기도 성남시 수정구 양지동","90-1","0090","0001","(90-1)","61.9500","26.4000","202602","07","22,800","4","개인","개인","1994","수정로578번길 6","-","중개거래","경기 성남시 중원구","26.04.24"
"132","경기도 성남시 수정구 신흥동","2617","2617","0000","상호연립","55.3000","41.9600","202602","07","72,000","2","개인","법인","1984","공원로345번길 8","-","중개거래","경기 성남시 수정구","26.03.31"
"133","경기도 성남시 수정구 태평동","4319-2","4319","0002","경원타운(2동)","72.7800","34.5200","202602","07","65,000","4","개인","개인","2001","제일로 228","-","중개거래","경기 성남시 수정구","26.04.07"
"134","경기도 성남시 수정구 신흥동","92-1","0092","0001","동성빌라(1동)","53.4000","31.7200","202602","06","18,000","2","개인","개인","1991","수정로251번길 25","-","중개거래","경기 성남시 수정구","26.02.24"
"135","경기도 성남시 수정구 단대동","29-4","0029","0004","한강빌라(2차)","42.1200","10.4800","202602","06","23,000","1","개인","법인","1993","논골로53번길 4-3","-","중개거래","경기 성남시 수정구","26.02.23"
"136","경기도 성남시 수정구 태평동","7255-2","7255","0002","청보주택(2동)","27.6000","16.0000","202602","06","15,000","2","개인","개인","1987","수정로37번길 6-5","-","중개거래","경기 성남시 수정구","26.03.25"
"137","경기도 성남시 수정구 신흥동","2573-1","2573","0001","예원빌","57.2800","32.8900","202602","05","75,000","3","개인","개인","2008","공원로339번길 40","-","중개거래","경기 성남시 수정구","26.04.10"
"138","경기도 성남시 수정구 양지동","135","0135","0000","드림하우스","55.0550","27.4381","202602","05","36,000","6","개인","개인","2015","산성대로567번길 16-8","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.04.15"
"139","경기도 성남시 수정구 심곡동","353-5","0353","0005","수려헌2","106.8600","97.5944","202602","05","62,000","4","개인","개인","2019","심곡로37번길 16","-","중개거래","서울 강남구","26.04.08"
"140","경기도 성남시 수정구 단대동","40-2","0040","0002","대명하이츠빌라","39.4800","10.5100","202602","04","19,900","-1","개인","개인","1993","논골로61번길 26-7","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.02.13"
"141","경기도 성남시 수정구 태평동","3428","3428","0000","스위트빌","69.8900","19.9300","202602","03","38,000","4","개인","개인","2001","수정북로 72","-","중개거래","경기 성남시 수정구","26.04.16"
"142","경기도 성남시 수정구 신흥동","2574-1","2574","0001","은성맨션","23.7600","10.5400","202602","03","49,000","-1","개인","개인","2001","산성대로269번길 16-4","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"143","경기도 성남시 수정구 태평동","3267","3267","0000","오성빌라","41.1000","28.8900","202602","02","20,800","2","개인","개인","1989","남문로86번길 19","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.04.03"
"144","경기도 성남시 수정구 수진동","4586-4","4586","0004","수진빌라(1동)","41.2000","25.2900","202602","02","23,000","2","개인","개인","1990","성남대로 1199-4","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"145","경기도 성남시 수정구 신흥동","2872","2872","0000","(2872-0)","35.0600","28.9460","202602","01","63,000","2","개인","개인","2007","공원로367번길 10-1","-","중개거래","경기 성남시 중원구","-"
"146","경기도 성남시 수정구 산성동","559","0559","0000","비젼타워(2차)","59.7800","25.6750","202601","31","47,500","4","개인","개인","2007","수정남로306번길 17-8","-","중개거래","경기 성남시 수정구","26.04.20"
"147","경기도 성남시 수정구 복정동","657","0657","0000","더하우스에듀","53.8500","33.3800","202601","31","56,500","4","개인","개인","2019","복정로118번길 18","-","중개거래","경기 성남시 수정구","-"
"148","경기도 성남시 수정구 태평동","3218-2","3218","0002","더어울림","48.3700","31.7787","202601","31","52,000","2","개인","법인","2022","남문로78번길 12","-","직거래","-","26.04.03"
"149","경기도 성남시 수정구 태평동","3768","3768","0000","대일빌라B동","40.9800","28.2500","202601","30","22,000","3","개인","개인","1989","남문로62번길 18","-","중개거래","경기 성남시 수정구","26.04.23"
"150","경기도 성남시 수정구 태평동","4319-4","4319","0004","경원타운(4동)","66.3700","32.8300","202601","30","60,000","3","개인","개인","2001","제일로224번길 3","-","중개거래","경기 성남시 수정구","26.04.03"
"151","경기도 성남시 수정구 양지동","566","0566","0000","한양빌라","48.4000","24.8200","202601","30","20,000","1","개인","개인","1987","산성대로515번길 5","-","중개거래","경기 성남시 수정구","26.04.23"
"152","경기도 성남시 수정구 수진동","1300","1300","0000","네이처빌","54.0100","30.0900","202601","30","85,000","6","개인","개인","2016","제일로110번길 5-11","-","중개거래","경기 성남시 수정구","26.03.05"
"153","경기도 성남시 수정구 신흥동","6938","6938","0000","엘지아트빌라(A동)","80.3550","35.8300","202601","30","85,000","3","개인","개인","2002","탄리로8번길 5","-","중개거래","경기 성남시 수정구","26.02.19"
"154","경기도 성남시 수정구 단대동","35-4","0035","0004","신우빌라(5차)","37.4400","10.1200","202601","29","16,000","-1","개인","개인","1994","논골로53번길 16","-","중개거래","경기 성남시 수정구, 서울 송파구","26.03.06"
"155","경기도 성남시 수정구 수진동","2937","2937","0000","에이스빌","81.3700","31.4000","202601","28","59,000","4","개인","개인","2022","제일로157번길 14","-","중개거래","경기 성남시 수정구","26.04.15"
"156","경기도 성남시 수정구 양지동","90","0090","0000","(90-0)","58.4000","28.4800","202601","28","27,500","3","개인","개인","1994","수정로570번길 5","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.04.24"
"157","경기도 성남시 수정구 단대동","32-2","0032","0002","무궁화빌라","39.0600","16.0333","202601","28","16,000","-1","개인","개인","1994","논골로53번길 10-9","-","중개거래","경기 성남시 수정구, 서울 송파구","26.03.10"
"158","경기도 성남시 수정구 태평동","7269","7269","0000","산호맨션(가동)","54.3900","35.2500","202601","27","28,500","1","개인","개인","1983","수정로25번길 8","-","중개거래","경기 성남시 수정구","26.02.23"
"159","경기도 성남시 수정구 신흥동","2626","2626","0000","(2626-0)","74.6700","36.1450","202601","27","75,000","2","개인","개인","2008","공원로349번길 15-1","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.04.17"
"160","경기도 성남시 수정구 단대동","46-4","0046","0004","쌍봉빌라","40.6400","10.3400","202601","27","21,000","4","개인","개인","1993","논골로47번길 8-7","-","중개거래","경기 성남시 수정구, 서울 송파구","26.03.05"
"161","경기도 성남시 수정구 수진동","4563","4563","0000","삼천리빌라(가)","61.3300","29.4300","202601","27","37,000","4","개인","개인","2002","성남대로 1215-6","-","중개거래","경기 성남시 수정구","-"
"162","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","51.7400","28.7600","202601","27","80,000","3","개인","개인","2007","제일로110번길 5","-","중개거래","경기 성남시 수정구","26.03.05"
"163","경기도 성남시 수정구 수진동","1301","1301","0000","명문빌리지","77.7350","32.9310","202601","24","87,000","3","개인","개인","2002","제일로124번길 6-10","-","중개거래","경기 성남시 수정구","26.04.10"
"164","경기도 성남시 수정구 수진동","2940","2940","0000","누리안리치빌","65.2200","28.3800","202601","23","51,000","2","개인","개인","2022","제일로157번길 10","-","중개거래","경기 성남시 수정구","26.04.24"
"165","경기도 성남시 수정구 단대동","60-12","0060","0012","정필맨션","59.9500","26.1400","202601","23","35,000","3","개인","개인","2002","논골로11번길 4-4","-","중개거래","경기 성남시 수정구","26.02.26"
"166","경기도 성남시 수정구 단대동","46-6","0046","0006","거성빌라","43.3100","10.9700","202601","22","19,900","1","개인","개인","1993","논골로47번길 8-3","-","중개거래","경기 성남시 수정구","26.02.24"
"167","경기도 성남시 수정구 단대동","13-2","0013","0002","삼익빌라","49.3350","12.7100","202601","22","16,500","-1","개인","법인","1994","논골로67번길 8","-","중개거래","경기 성남시 수정구","26.02.03"
"168","경기도 성남시 수정구 단대동","31-8","0031","0008","정원빌라","39.6700","10.0500","202601","22","15,500","-1","개인","법인","1994","논골로53번길 10-4","-","중개거래","경기 성남시 수정구, 서울 송파구","-"
"169","경기도 성남시 수정구 태평동","3768","3768","0000","대일빌라B동","40.9800","28.2500","202601","21","21,300","3","개인","개인","1989","남문로62번길 18","-","중개거래","경기 성남시 수정구","26.03.18"
"170","경기도 성남시 수정구 태평동","3791","3791","0000","형제빌라","72.6600","36.8375","202601","21","31,000","1","개인","개인","1996","남문로62번길 7","-","중개거래","경기 성남시 수정구","26.01.27"
"171","경기도 성남시 수정구 태평동","3768","3768","0000","대일빌라B동","40.9800","226.0000","202601","21","21,300","3","개인","개인","1989","남문로62번길 18","20260219","중개거래","경기 성남시 수정구","-"
"172","경기도 성남시 수정구 산성동","114","0114","0000","대왕주택1차","35.9700","9.3000","202601","20","24,000","-1","개인","개인","1997","수정남로330번길 2","-","중개거래","경기 성남시 수정구, 서울 송파구","26.03.20"
"173","경기도 성남시 수정구 수진동","2848","2848","0000","금강맨션","62.6100","26.2900","202601","20","84,000","2","개인","개인","2001","제일로 106","-","중개거래","경기 성남시 수정구","26.03.12"
"174","경기도 성남시 수정구 단대동","15-1","0015","0001","덕원빌라(13동)","40.0800","10.2400","202601","19","22,600","2","개인","개인","1994","논골로67번길 5","-","중개거래","경기 성남시 중원구, 서울 송파구","26.03.03"
"175","경기도 성남시 수정구 단대동","29-4","0029","0004","한강빌라(2차)","42.1200","10.4800","202601","17","22,300","4","개인","개인","1993","논골로53번길 4-3","-","중개거래","경기 성남시 중원구, 서울 송파구","26.02.26"
"176","경기도 성남시 수정구 단대동","37-8","0037","0008","단대빌라(37-8)","45.6400","11.3700","202601","17","20,300","2","개인","개인","1994","논골로53번길 24-6","-","중개거래","경기 성남시 수정구","26.02.26"
"177","경기도 성남시 수정구 단대동","179-1","0179","0001","궁전빌라(A동)","63.3400","21.3200","202601","17","32,000","4","개인","개인","2000","희망로464번길 14","-","중개거래","경기 성남시 수정구","-"
"178","경기도 성남시 수정구 신흥동","2642","2642","0000","정원맨션","49.4400","19.4700","202601","17","65,000","3","개인","개인","2000","공원로349번길 27-1","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.03.13"
"179","경기도 성남시 수정구 수진동","1301","1301","0000","명문빌리지","77.7350","32.9310","202601","17","85,000","4","개인","개인","2002","제일로124번길 6-10","-","중개거래","경기 성남시 수정구","26.03.13"
"180","경기도 성남시 수정구 태평동","7288-30","7288","0030","수정맨션(나동)","60.8300","25.1200","202601","16","25,500","5","개인","개인","2002","수정북로 96","-","중개거래","경기 성남시 수정구","26.03.30"
"181","경기도 성남시 수정구 단대동","56-6","0056","0006","삼보가든빌라(나동)","40.8000","23.5500","202601","16","17,000","-1","개인","개인","1990","논골로29번길 8-2","-","중개거래","경기 성남시 수정구, 서울 송파구","26.03.16"
"182","경기도 성남시 수정구 수진동","99","0099","0000","(99-0)","66.2100","46.7000","202601","16","80,000","2","개인","개인","1987","수정남로44번길 2","-","중개거래","경기 성남시 수정구","26.02.13"
"183","경기도 성남시 수정구 단대동","28-7","0028","0007","제일빌라(B동)","39.9350","10.4100","202601","15","12,000","-1","개인","개인","1993","논골로53번길 4-4","-","중개거래","경기 성남시 중원구","26.01.19"
"184","경기도 성남시 수정구 신흥동","2615","2615","0000","(2615-0)","25.9200","26.4000","202601","13","59,000","1","개인","개인","1988","공원로345번길 6-1","-","중개거래","경기 성남시 수정구","26.03.30"
"185","경기도 성남시 수정구 수진동","4432","4432","0000","명문맨션","68.0300","21.8090","202601","13","63,000","2","개인","개인","2003","제일로 103","-","중개거래","경기 성남시 수정구","26.03.06"
"186","경기도 성남시 수정구 태평동","7264-5","7264","0005","대영빌라(5동)","41.1700","18.7500","202601","13","21,000","2","개인","개인","1990","수정로 31","-","중개거래","경기 성남시 수정구","26.02.19"
"187","경기도 성남시 수정구 태평동","7303-1","7303","0001","로얄타운","47.0600","37.5200","202601","12","29,283","3","기타","개인","1983","남문로144번길 19","-","직거래","-","26.01.13"
"188","경기도 성남시 수정구 태평동","6083-1","6083","0001","롯데빌리지","59.1100","23.1500","202601","11","42,000","5","개인","개인","2013","남문로4번길 12-2","-","중개거래","경기 성남시 수정구","26.03.27"
"189","경기도 성남시 수정구 산성동","583","0583","0000","산성호스트빌2차","53.3700","22.6100","202601","10","45,000","5","개인","개인","2006","수정남로306번길 15-9","-","직거래","-","26.03.09"
"190","경기도 성남시 수정구 신흥동","923-2","0923","0002","신흥리더스빌","65.3600","21.2727","202601","10","41,500","6","개인","개인","2016","수정로288번길 3","-","중개거래","경기 성남시 수정구","26.03.20"
"191","경기도 성남시 수정구 단대동","36-4","0036","0004","태성로얄빌라","39.6500","9.7200","202601","10","19,000","2","개인","개인","1994","논골로53번길 18-1","-","중개거래","경기 성남시 수정구","26.04.15"
"192","경기도 성남시 수정구 단대동","38-2","0038","0002","수정빌라(38-2)","38.5350","10.1800","202601","09","21,200","2","개인","법인","1994","논골로53번길 24-5","-","중개거래","경기 성남시 수정구, 서울 송파구","26.01.30"
"193","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","33.0000","23.1440","202601","09","65,000","5","개인","개인","2007","제일로110번길 5","-","중개거래","경기 성남시 수정구","26.03.06"
"194","경기도 성남시 수정구 태평동","7301","7301","0000","로얄맨션A동","47.0600","37.6800","202601","09","25,000","3","개인","개인","1983","공원로421번길 3","-","중개거래","경기 성남시 수정구","26.03.09"
"195","경기도 성남시 수정구 산성동","609","0609","0000","금빛빌라","59.8900","24.8750","202601","09","37,000","5","개인","개인","2007","수정남로320번길 7","-","중개거래","서울 송파구","26.01.28"
"196","경기도 성남시 수정구 단대동","31-8","0031","0008","정원빌라","39.6700","10.0500","202601","09","16,500","-1","개인","법인","1994","논골로53번길 10-4","-","중개거래","경기 성남시 수정구, 서울 송파구","26.02.09"
"197","경기도 성남시 수정구 태평동","3218-2","3218","0002","더어울림","48.3700","31.7787","202601","08","53,000","3","개인","법인","2022","남문로78번길 12","-","직거래","-","26.03.31"
"198","경기도 성남시 수정구 양지동","315","0315","0000","부성아트빌","69.2100","31.1400","202601","08","35,800","3","개인","개인","2003","양지로53번길 2","-","중개거래","경기 성남시 중원구","-"
"199","경기도 성남시 수정구 신흥동","97-1","0097","0001","삼환빌리지","39.6400","28.2000","202601","08","22,000","2","개인","개인","1989","수정로251번길 19-1","-","중개거래","경기 성남시 수정구","26.03.20"
"200","경기도 성남시 수정구 양지동","638","0638","0000","산애들애","46.1500","24.9300","202601","08","33,000","3","개인","개인","2015","양지로23번길 3","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","-"
"201","경기도 성남시 수정구 수진동","3403","3403","0000","하니빌","72.9500","27.2200","202601","08","65,000","4","개인","개인","2004","제일로 135","-","중개거래","경기 성남시 수정구","26.03.06"
"202","경기도 성남시 수정구 산성동","588","0588","0000","산성호스트빌1차","58.9200","24.6375","202601","06","44,800","2","개인","개인","2006","수정남로306번길 15-13","-","중개거래","경기 성남시 수정구","26.04.14"
"203","경기도 성남시 수정구 신흥동","76","0076","0000","신원빌리지(113동)","45.1600","25.1200","202601","06","19,500","3","개인","개인","1996","공원로436번길 8","-","중개거래","경기 성남시 수정구","26.02.27"
"204","경기도 성남시 수정구 신흥동","5490","5490","0000","렉스타워","77.2375","13.0330","202601","06","56,000","15","개인","법인","2023","수정남로 131","-","중개거래","경기 성남시 수정구","26.03.30"
"205","경기도 성남시 수정구 산성동","132","0132","0000","월드빌라트(132-0)","59.6700","18.6200","202601","06","40,000","3","개인","개인","1997","수정남로328번길 2","-","중개거래","경기 성남시 수정구","-"
"206","경기도 성남시 수정구 산성동","548-1","0548","0001","청수파크빌","59.3900","25.4400","202601","05","48,000","5","개인","법인","2007","수정남로306번길 17-16","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.04.08"
"207","경기도 성남시 수정구 태평동","3307-147","3307","0147","유한빌리지","59.9400","34.1200","202601","04","34,250","3","개인","개인","2002","남문로94번길 17-6","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.02.27"
"208","경기도 성남시 수정구 단대동","36-3","0036","0003","동성빌라","37.6500","9.7900","202601","03","22,000","1","개인","개인","1994","논골로53번길 18-3","-","중개거래","경기 성남시 수정구, 서울 송파구","26.02.27"
"209","경기도 성남시 수정구 수진동","3958","3958","0000","민영맨션","59.8800","28.9800","202601","02","39,000","2","개인","개인","2000","수정남로4번길 21","-","중개거래","경기 성남시 수정구","26.02.27"
"210","경기도 성남시 수정구 단대동","38-1","0038","0001","대명하이츠","39.5400","10.3800","202512","30","20,000","1","개인","법인","1994","논골로61번길 21-1","-","중개거래","경기 성남시 수정구, 서울 송파구","26.01.30"
"211","경기도 성남시 수정구 태평동","5857-20","5857","0020","영보빌라","31.7900","26.3400","202512","29","17,500","4","개인","개인","2008","남문로12번길 3","-","직거래","-","25.12.30"
"212","경기도 성남시 수정구 단대동","31-3","0031","0003","우람빌라","44.1050","11.5600","202512","29","21,000","2","개인","개인","1993","논골로53번길 8-7","-","중개거래","경기 성남시 수정구, 서울 송파구","26.01.30"
"213","경기도 성남시 수정구 수진동","1290","1290","0000","굿모닝빌리지","67.1200","26.5270","202512","29","76,000","3","개인","개인","2002","제일로 122","-","중개거래","경기 성남시 수정구","26.01.29"
"214","경기도 성남시 수정구 단대동","29-4","0029","0004","한강빌라(2차)","42.1200","10.4800","202512","27","21,000","2","개인","개인","1993","논골로53번길 4-3","-","중개거래","경기 성남시 중원구","26.02.27"
"215","경기도 성남시 수정구 단대동","35-3","0035","0003","금호빌라","38.9200","10.2100","202512","27","17,800","2","개인","개인","1993","논골로53번길 16-3","-","중개거래","경기 성남시 수정구","26.02.03"
"216","경기도 성남시 수정구 단대동","28-9","0028","0009","삼호빌라(A동)","40.1600","10.9800","202512","26","21,000","4","개인","개인","1993","논골로53번길 4-10","-","중개거래","경기 성남시 중원구","25.12.29"
"217","경기도 성남시 수정구 수진동","1290","1290","0000","굿모닝빌리지","67.1200","26.5270","202512","25","74,000","6","개인","개인","2002","제일로 122","-","중개거래","경기 성남시 수정구","26.03.10"
"218","경기도 성남시 수정구 양지동","833","0833","0000","굿모닝빌리지","57.6000","29.3500","202512","24","19,000","-1","개인","개인","2001","양지로 10-3","-","중개거래","경기 성남시 수정구","26.01.26"
"219","경기도 성남시 수정구 양지동","833","0833","0000","굿모닝빌리지","57.6000","14.8400","202512","24","19,000","-1","개인","개인","2001","양지로 10-3","-","중개거래","경기 성남시 수정구","-"
"220","경기도 성남시 수정구 신흥동","6534","6534","0000","정스빌","26.6600","15.8200","202512","24","50,000","5","개인","개인","2006","탄리로30번길 6","-","중개거래","경기 성남시 수정구","25.12.31"
"221","경기도 성남시 수정구 단대동","46-6","0046","0006","거성빌라","43.3100","10.9700","202512","23","19,500","2","개인","개인","1993","논골로47번길 8-3","-","중개거래","경기 성남시 수정구","26.01.23"
"222","경기도 성남시 수정구 태평동","7337-2","7337","0002","엘지빌리지","83.0300","26.0500","202512","23","39,500","3","개인","개인","1996","수정북로 128","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.03.06"
"223","경기도 성남시 수정구 양지동","48","0048","0000","루체빌리지","60.8500","19.7030","202512","23","45,300","7","개인","개인","2018","산성대로581번길 6-16","-","중개거래","경기 성남시 수정구","26.03.10"
"224","경기도 성남시 수정구 단대동","56-6","0056","0006","삼보가든빌라(나동)","40.8000","23.5500","202512","23","25,000","3","개인","개인","1990","논골로29번길 8-2","-","중개거래","경기 성남시 수정구, 서울 송파구","26.01.23"
"225","경기도 성남시 수정구 태평동","291","0291","0000","(291-0)","32.2800","29.2000","202512","22","20,000","1","개인","개인","1986","시민로259번길 9","-","중개거래","경기 성남시 수정구","26.03.20"
"226","경기도 성남시 수정구 단대동","43-2","0043","0002","진주빌라","36.5500","9.6200","202512","16","12,500","-1","개인","개인","1995","논골로53번길 19-4","-","중개거래","경기 성남시 중원구, 서울 송파구","26.01.30"
"227","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","23.8100","4.0000","202512","15","15,850","3","개인","개인","2010","성남대로 1244","-","중개거래","경기 성남시 수정구","25.12.29"
"228","경기도 성남시 수정구 수진동","3039","3039","0000","제일골든빌라트","60.8900","29.1200","202512","15","40,000","4","개인","개인","2002","수정로74번길 14","-","직거래","-","26.01.02"
"229","경기도 성남시 수정구 신흥동","2588","2588","0000","렉스빌Ⅰ","65.0550","35.6900","202512","15","73,000","2","개인","개인","2007","공원로339번길 20","-","중개거래","경기 성남시 수정구","-"
"230","경기도 성남시 수정구 신흥동","5632","5632","0000","(5632-0)","30.9600","15.9431","202512","13","47,000","4","개인","개인","2008","수정남로 92-1","-","중개거래","경기 성남시 수정구","26.03.30"
"231","경기도 성남시 수정구 단대동","35-1","0035","0001","상원아트빌라","59.1000","27.0000","202512","12","19,800","-1","개인","개인","1990","논골로61번길 15","-","중개거래","경기 성남시 수정구, 서울 송파구","26.01.05"
"232","경기도 성남시 수정구 태평동","7301-1","7301","0001","로얄맨션B동","47.0600","37.7700","202512","11","29,498","1","기타","개인","1983","공원로421번길 5-5","-","직거래","-","25.12.15"
"233","경기도 성남시 수정구 산성동","484","0484","0000","수정빌라(B동)","37.8450","9.8500","202512","11","30,000","1","개인","개인","1997","수정로456번길 72","-","중개거래","경기 성남시 수정구","25.12.30"
"234","경기도 성남시 수정구 수진동","4586-4","4586","0004","수진빌라(1동)","41.2000","25.2900","202512","11","23,500","2","개인","개인","1990","성남대로 1199-4","-","중개거래","경기 성남시 수정구","25.12.18"
"235","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","27.3100","4.5500","202512","10","16,000","2","개인","개인","2010","성남대로 1244","-","중개거래","경기 성남시 수정구","26.02.27"
"236","경기도 성남시 수정구 태평동","3778","3778","0000","송죽빌","59.2100","34.6300","202512","09","36,000","2","개인","개인","2021","남문로62번길 14","-","중개거래","경기 성남시 수정구","26.01.30"
"237","경기도 성남시 수정구 태평동","3778","3778","0000","송죽빌","59.2100","34.6300","202512","08","36,000","2","개인","개인","2021","남문로62번길 14","20260116","중개거래","경기 성남시 수정구","-"
"238","경기도 성남시 수정구 단대동","82-8","0082","0008","그린빌리지(2동)","59.7600","29.2700","202512","08","22,000","-1","개인","개인","2000","단대로15번길 12","-","중개거래","경기 성남시 중원구","25.12.09"
"239","경기도 성남시 수정구 태평동","7255-1","7255","0001","청보주택(1동)","34.2000","17.1740","202512","08","15,000","1","개인","개인","1987","수정로37번길 6-3","-","직거래","-","25.12.08"
"240","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","36.7500","26.4460","202512","06","63,350","5","개인","개인","2007","제일로110번길 5","-","중개거래","경기 성남시 수정구","26.02.05"
"241","경기도 성남시 수정구 수진동","2679-14","2679","0014","(2679-14)","33.8700","17.2400","202512","06","50,800","2","개인","개인","1991","산성대로149번길 3","-","중개거래","경기 성남시 수정구","26.02.26"
"242","경기도 성남시 수정구 신흥동","5490","5490","0000","렉스타워","77.5887","13.0920","202512","05","54,800","15","개인","법인","2023","수정남로 131","-","중개거래","경기 성남시 수정구","26.01.09"
"243","경기도 성남시 수정구 상적동","190-70","0190","0070","청계몽베르C","138.3800","105.3300","202512","04","81,500","1","개인","개인","2007","청계산로457번길 14","-","직거래","-","25.12.05"
"244","경기도 성남시 수정구 태평동","3218-2","3218","0002","더어울림","43.4900","28.5726","202512","04","51,000","3","개인","법인","2022","남문로78번길 12","-","직거래","-","26.02.27"
"245","경기도 성남시 수정구 신흥동","78-2","0078","0002","신원빌리지(110동)","41.0600","25.0300","202512","04","20,000","2","개인","개인","1996","수정로257번길 19","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.03.27"
"246","경기도 성남시 수정구 신흥동","5511","5511","0000","에비뉴V","66.2590","25.5390","202512","02","53,900","6","개인","개인","2022","시민로175번길 24","-","직거래","-","25.12.29"
"247","경기도 성남시 수정구 수진동","1303","1303","0000","굿모닝빌리지(1303)","59.1000","32.1700","202512","02","70,000","4","개인","개인","2002","제일로124번길 6-6","-","중개거래","경기 성남시 수정구","26.01.29"
"248","경기도 성남시 수정구 산성동","570-1","0570","0001","금오하이츠(570-1)","59.7100","28.3300","202512","02","49,000","3","개인","개인","2008","수정남로306번길 15-12","-","중개거래","경기 성남시 수정구","26.01.23"
