"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"249","경기도 성남시 수정구 양지동","159","0159","0000","(159-0)","47.5200","28.6800","202512","02","20,000","2","개인","개인","2004","산성대로567번길 14-12","-","중개거래","경기 성남시 중원구","25.12.17"
"250","경기도 성남시 수정구 단대동","37-3","0037","0003","그랜드빌라","40.3600","10.2500","202512","02","20,700","4","개인","법인","1993","논골로53번길 20-3","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.31"
"251","경기도 성남시 수정구 수진동","4519","4519","0000","대성빌라(4519)","59.9300","31.6000","202512","01","30,500","2","개인","개인","1998","산성대로93번길 4","-","중개거래","경기 성남시 중원구","26.01.30"
"252","경기도 성남시 수정구 수진동","1704","1704","0000","(1704-0)","29.4000","22.1600","202511","30","50,950","2","개인","법인","1986","탄리로17번길 28-11","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.02.27"
"253","경기도 성남시 수정구 산성동","571","0571","0000","대흥빌","47.1100","24.8250","202511","29","41,000","3","개인","개인","2007","수정남로306번길 15-8","-","중개거래","경기 성남시 수정구","26.02.27"
"254","경기도 성남시 수정구 신흥동","4500","4500","0000","현대빌라","59.2300","26.4900","202511","29","22,000","-1","개인","개인","1998","산성대로241번길 16","-","중개거래","경기 성남시 수정구","25.12.01"
"255","경기도 성남시 수정구 단대동","38-6","0038","0006","동영빌라","38.3000","9.8500","202511","28","18,500","3","개인","개인","1994","논골로53번길 26-4","20260420","중개거래","경기 성남시 수정구, 서울 송파구","-"
"256","경기도 성남시 수정구 태평동","7321-13","7321","0013","흥일빌라","31.1300","14.1800","202511","28","11,073","3","기타","개인","1990","수정로217번길 18-1","-","직거래","-","25.12.01"
"257","경기도 성남시 수정구 신흥동","6927-2","6927","0002","(6927-2)","49.1200","18.3000","202511","28","57,000","3","개인","개인","2004","탄리로16번길 10","-","중개거래","경기 성남시 수정구","26.01.15"
"258","경기도 성남시 수정구 신흥동","3426","3426","0000","동천주택(A동)","41.1300","22.1750","202511","28","22,500","3","개인","개인","1986","공원로391번길 17-1","-","중개거래","경기 성남시 수정구","25.12.22"
"259","경기도 성남시 수정구 태평동","3307-120","3307","0120","광성빌라","43.3400","19.5400","202511","27","18,000","1","개인","개인","1992","남문로94번길 15-3","-","중개거래","경기 성남시 수정구","26.01.06"
"260","경기도 성남시 수정구 단대동","44-2","0044","0002","라인빌라","42.9100","13.8100","202511","25","21,000","1","개인","개인","1993","논골로53번길 19-5","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.08"
"261","경기도 성남시 수정구 태평동","7317-14","7317","0014","한신하이츠빌라(101동)","45.4800","22.7800","202511","25","10,800","-1","개인","개인","1993","시민로 199","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.01.19"
"262","경기도 성남시 수정구 단대동","11-4","0011","0004","태성그린빌라","37.9800","9.9100","202511","23","19,500","2","개인","개인","1995","논골로69번길 3","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.17"
"263","경기도 성남시 수정구 태평동","6960","6960","0000","세인트빌","56.5700","23.2800","202511","22","31,000","3","개인","개인","2005","수정로57번길 6-2","-","중개거래","경기 성남시 수정구","26.02.02"
"264","경기도 성남시 수정구 태평동","3755-1","3755","0001","민영빌라","39.7400","17.1400","202511","22","21,000","4","개인","개인","1991","남문로52번길 9-11","-","중개거래","경기 성남시 수정구","26.02.02"
"265","경기도 성남시 수정구 태평동","3751-35","3751","0035","신안빌라","38.3150","21.5300","202511","18","16,200","-1","개인","개인","1990","남문로44번길 5","-","중개거래","경기 성남시 수정구","25.12.02"
"266","경기도 성남시 수정구 산성동","467","0467","0000","산성빌라","37.8900","9.9550","202511","18","13,000","-1","개인","개인","1996","수정남로326번길 10-7","-","중개거래","경기 성남시 수정구","25.12.18"
"267","경기도 성남시 수정구 단대동","37-4","0037","0004","서신빌라","42.8400","10.8760","202511","18","15,000","3","개인","개인","1995","논골로53번길 20-1","-","중개거래","경기 성남시 수정구","25.12.04"
"268","경기도 성남시 수정구 산성동","121","0121","0000","성경빌라(121-0)","59.9100","18.0850","202511","17","27,455","4","개인","개인","1997","수정남로330번길 10-1","-","중개거래","경기 성남시 수정구","25.11.20"
"269","경기도 성남시 수정구 수진동","2056","2056","0000","(2056-0)","46.7400","28.7000","202511","16","58,400","2","개인","개인","1988","산성대로187번길 12","-","중개거래","경기 성남시 수정구","25.12.30"
"270","경기도 성남시 수정구 양지동","825","0825","0000","현대빌라","71.0000","31.8270","202511","16","19,300","-1","개인","개인","1997","양지로 16-4","-","중개거래","경기 성남시 수정구","26.01.05"
"271","경기도 성남시 수정구 수진동","1638","1638","0000","수진타운","46.2800","20.4890","202511","16","60,000","4","개인","개인","2003","산성대로165번길 25","-","중개거래","경기 성남시 수정구","26.01.12"
"272","경기도 성남시 수정구 양지동","388","0388","0000","은행빌리지(A동)","59.8800","24.9400","202511","15","33,400","2","개인","개인","2002","산성대로527번길 21","-","중개거래","경기 성남시 중원구","26.01.20"
"273","경기도 성남시 수정구 태평동","7264-5","7264","0005","대영빌라(5동)","41.1700","18.7500","202511","13","19,500","2","개인","개인","1990","수정로 31","-","직거래","-","25.12.03"
"274","경기도 성남시 수정구 단대동","98-9","0098","0009","훼미리하우스2차","53.9200","24.3515","202511","11","44,000","3","개인","개인","2017","산성대로429번길 6-4","-","중개거래","경기 성남시 수정구","26.03.18"
"275","경기도 성남시 수정구 단대동","28-8","0028","0008","삼호빌라(B동)","39.5400","10.8800","202511","10","13,000","3","개인","개인","1993","논골로53번길 4-8","-","직거래","-","25.11.17"
"276","경기도 성남시 수정구 단대동","15-3","0015","0003","청송빌라(3차)","37.7600","9.8100","202511","09","20,500","4","개인","개인","1994","논골로65번길 4-1","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.31"
"277","경기도 성남시 수정구 양지동","584","0584","0000","한별빌리지2차","60.8300","30.4800","202511","08","35,500","2","개인","개인","2000","양지로 24","-","중개거래","경기 성남시 수정구","26.03.18"
"278","경기도 성남시 수정구 신흥동","5511","5511","0000","에비뉴V","59.6510","22.9910","202511","07","55,000","4","개인","개인","2022","시민로175번길 24","-","직거래","-","26.01.12"
"279","경기도 성남시 수정구 태평동","7264-5","7264","0005","대영빌라(5동)","41.1700","18.7500","202511","05","22,800","3","개인","개인","1990","수정로 31","-","중개거래","경기 성남시 수정구","26.01.30"
"280","경기도 성남시 수정구 양지동","825","0825","0000","현대빌라","59.7800","26.7970","202511","03","29,000","3","개인","개인","1997","양지로 16-4","-","중개거래","경기 성남시 수정구","26.01.05"
"281","경기도 성남시 수정구 단대동","15-2","0015","0002","청송빌라","38.9300","10.2580","202511","03","19,900","3","개인","개인","1994","논골로65번길 6","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","25.12.23"
"282","경기도 성남시 수정구 신흥동","2588","2588","0000","렉스빌Ⅰ","52.3900","28.7400","202511","03","59,000","4","개인","개인","2007","공원로339번길 20","-","중개거래","경기 성남시 분당구, 경기 성남시 수정구","26.02.23"
"283","경기도 성남시 수정구 신흥동","5511","5511","0000","에비뉴V","66.2590","25.5390","202511","02","52,500","7","개인","개인","2022","시민로175번길 24","-","직거래","-","25.11.28"
"284","경기도 성남시 수정구 신흥동","5511","5511","0000","에비뉴V","66.2590","25.5390","202511","02","52,500","7","개인","개인","2022","시민로175번길 24","20251128","직거래","-","-"
"285","경기도 성남시 수정구 복정동","657","0657","0000","더하우스에듀","46.6100","28.9000","202511","01","39,000","4","개인","개인","2019","복정로118번길 18","-","중개거래","경기 성남시 수정구","26.01.22"
"286","경기도 성남시 수정구 단대동","46-4","0046","0004","쌍봉빌라","40.6400","10.3400","202510","31","18,000","-1","개인","개인","1993","논골로47번길 8-7","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.30"
"287","경기도 성남시 수정구 수진동","1277","1277","0000","나현빌라","66.5700","30.6400","202510","30","73,500","2","개인","개인","2002","수정남로44번길 24-1","-","중개거래","경기 성남시 수정구, 서울 강남구","25.12.18"
"288","경기도 성남시 수정구 단대동","32-3","0032","0003","아름빌라","37.7200","9.7200","202510","30","17,000","-1","개인","개인","1994","논골로53번길 10-7","-","중개거래","경기 성남시 수정구, 서울 송파구","26.02.02"
"289","경기도 성남시 수정구 태평동","3778","3778","0000","송죽빌","58.5500","36.2500","202510","29","39,000","5","개인","개인","2021","남문로62번길 14","-","중개거래","서울 강남구","25.12.01"
"290","경기도 성남시 수정구 단대동","35-7","0035","0007","정원빌라(35-7)","39.3250","10.1800","202510","29","21,000","1","개인","개인","1994","논골로53번길 18-6","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.18"
"291","경기도 성남시 수정구 단대동","18-3","0018","0003","조양주택","39.5600","9.8510","202510","29","20,000","4","개인","개인","1993","논골로63번길 4","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.27"
"292","경기도 성남시 수정구 단대동","44-4","0044","0004","효자빌라","39.8000","10.3400","202510","28","18,000","4","개인","개인","1994","논골로53번길 19-7","-","중개거래","경기 성남시 수정구","25.11.05"
"293","경기도 성남시 수정구 산성동","410","0410","0000","신성빌라(다동)","36.6600","9.5800","202510","27","30,000","4","개인","개인","1997","수정남로324번길 6","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.22"
"294","경기도 성남시 수정구 단대동","40-3","0040","0003","예운빌라","58.9400","16.4900","202510","26","22,500","3","개인","개인","2001","논골로61번길 26-3","-","중개거래","경기 성남시 수정구","25.12.23"
"295","경기도 성남시 수정구 복정동","577-5","0577","0005","한솔빌라","16.5200","17.2000","202510","24","7,500","2","개인","개인","2001","성남대로1379번길 16-1","-","중개거래","경기 성남시 수정구","25.11.26"
"296","경기도 성남시 수정구 단대동","31-9","0031","0009","한성빌라(9차)","34.0700","9.9200","202510","24","18,500","3","개인","개인","1993","논골로53번길 10-6","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.25"
"297","경기도 성남시 수정구 산성동","484","0484","0000","수정빌라(B동)","37.8450","9.8500","202510","23","30,000","1","법인","개인","1997","수정로456번길 72","20251210","중개거래","경기 성남시 수정구","-"
"298","경기도 성남시 수정구 신흥동","3436-8","3436","0008","렉스빌리지","59.4500","18.3500","202510","22","39,400","4","개인","개인","2014","수정남로 147","-","중개거래","경기 성남시 수정구","26.02.02"
"299","경기도 성남시 수정구 산성동","115-1","0115","0001","신우빌라(라동)","54.7800","13.5800","202510","22","26,000","4","개인","개인","1997","수정남로330번길 6","-","중개거래","경기 성남시 수정구","25.11.13"
"300","경기도 성남시 수정구 단대동","23-3","0023","0003","번영맨션","36.6600","9.9300","202510","20","18,500","4","개인","개인","2000","논골로61번길 2","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.28"
"301","경기도 성남시 수정구 양지동","833","0833","0000","굿모닝빌리지","57.6000","29.3500","202510","20","26,500","4","개인","개인","2001","양지로 10-3","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","25.12.30"
"302","경기도 성남시 수정구 수진동","3078","3078","0000","수진아트빌라(3078-0)","46.1500","29.4190","202510","19","56,500","3","개인","개인","2007","성남대로1210번길 11-18","-","중개거래","경기 성남시 수정구","25.11.28"
"303","경기도 성남시 수정구 태평동","3582","3582","0000","더원팰리스","61.6200","42.5300","202510","18","45,800","5","개인","개인","2023","수정로135번길 17-5","-","직거래","-","26.02.24"
"304","경기도 성남시 수정구 태평동","7318-9","7318","0009","잉꼬빌라","46.5000","26.1500","202510","17","15,000","4","개인","개인","1991","시민로198번길 3-5","-","직거래","-","25.10.20"
"305","경기도 성남시 수정구 단대동","30-3","0030","0003","우람빌라2차","51.3200","12.3400","202510","17","17,500","-1","개인","개인","1994","논골로53번길 8-8","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.17"
"306","경기도 성남시 수정구 태평동","3318-1","3318","0001","미래맨션(A동)","66.1100","25.1130","202510","16","32,700","2","개인","개인","2003","탄리로96번길 12","-","중개거래","경기 성남시 수정구","25.11.14"
"307","경기도 성남시 수정구 산성동","491","0491","0000","반석빌라(491-0)","54.7300","13.9160","202510","15","36,500","4","개인","개인","1997","수정로456번길 67","-","중개거래","경기 성남시 수정구, 서울 송파구","26.01.30"
"308","경기도 성남시 수정구 산성동","443-2","0443","0002","대왕주택6차","52.8800","13.2700","202510","15","27,500","-1","개인","개인","1997","수정남로326번길 6-11","-","직거래","-","25.12.11"
"309","경기도 성남시 수정구 산성동","522","0522","0000","천사파크뷰","55.6600","23.5500","202510","15","45,000","4","개인","개인","2008","수정남로306번길 25","-","중개거래","경기 성남시 수정구","26.01.14"
"310","경기도 성남시 수정구 수진동","99-1","0099","0001","(99-1)","66.2100","47.2000","202510","15","74,000","1","개인","개인","1987","수정남로44번길 4-1","-","중개거래","경기 성남시 수정구","26.01.30"
"311","경기도 성남시 수정구 수진동","1300","1300","0000","네이처빌","49.2550","27.4500","202510","15","70,000","7","개인","개인","2016","제일로110번길 5-11","-","중개거래","경기 성남시 수정구","25.12.19"
"312","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","51.7400","28.7600","202510","15","73,300","2","개인","개인","2007","제일로110번길 5","-","중개거래","경기 성남시 수정구","25.12.26"
"313","경기도 성남시 수정구 수진동","2679-3","2679","0003","(2679-3)","84.7700","32.5800","202510","15","81,000","3","개인","개인","2000","산성대로 155","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.01.21"
"314","경기도 성남시 수정구 양지동","737","0737","0000","럭키아트힐","56.1800","31.9295","202510","15","30,000","2","개인","개인","2019","산성대로503번길 23","-","중개거래","경기 성남시 중원구","26.01.23"
"315","경기도 성남시 수정구 단대동","22-3","0022","0003","대도빌리지","37.5600","10.0580","202510","15","18,000","2","개인","개인","1995","논골로61번길 4-1","-","중개거래","경기 성남시 수정구","25.12.12"
"316","경기도 성남시 수정구 단대동","30-1","0030","0001","한성빌라(4차)","53.4400","13.4810","202510","15","22,500","-1","개인","개인","1993","논골로61번길 5-1","-","직거래","-","25.10.17"
"317","경기도 성남시 수정구 단대동","29-2","0029","0002","한강빌라","41.5600","10.6100","202510","15","20,000","4","개인","개인","1993","논골로53번길 4-9","-","직거래","-","25.10.22"
"318","경기도 성남시 수정구 신흥동","2647","2647","0000","상남그린맨션","33.8100","15.3810","202510","15","42,000","1","개인","개인","1998","공원로349번길 31","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.01.30"
"319","경기도 성남시 수정구 양지동","805","0805","0000","우정빌라","53.2500","23.4100","202510","14","22,300","3","개인","개인","1992","양지로15번길 8","-","중개거래","경기 성남시 수정구","26.01.12"
"320","경기도 성남시 수정구 양지동","833","0833","0000","굿모닝빌리지","57.6000","29.3500","202510","14","30,000","4","개인","개인","2001","양지로 10-3","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","25.12.19"
"321","경기도 성남시 수정구 양지동","805","0805","0000","우정빌라","53.2500","23.4100","202510","14","22,300","3","개인","개인","1992","양지로15번길 8","20251110","중개거래","경기 성남시 수정구","-"
"322","경기도 성남시 수정구 산성동","484","0484","0000","수정빌라(B동)","37.8450","9.8500","202510","14","31,000","2","개인","개인","1997","수정로456번길 72","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.05"
"323","경기도 성남시 수정구 양지동","21","0021","0000","시범연립","48.9300","64.3000","202510","14","24,500","2","개인","개인","1980","산성대로595번길 6","-","중개거래","경기 성남시 수정구","25.11.24"
"324","경기도 성남시 수정구 단대동","49-3","0049","0003","장미맨션","34.7300","9.2700","202510","13","18,200","2","개인","개인","2000","논골로47번길 6-4","-","중개거래","경기 성남시 수정구","25.12.18"
"325","경기도 성남시 수정구 사송동","550","0550","0000","몬드리안판교550","55.4800","59.2020","202510","13","62,000","4","개인","개인","2022","사송로66번길 14","-","직거래","-","25.11.10"
"326","경기도 성남시 수정구 산성동","470-1","0470","0001","반석빌라(470-1)","58.5100","13.8600","202510","13","31,000","4","개인","개인","1997","수정남로326번길 12-8","-","직거래","-","25.10.16"
"327","경기도 성남시 수정구 산성동","79","0079","0000","준영타운(79-0)","45.9600","19.3200","202510","13","34,000","3","개인","개인","2007","수정로456번길 56","-","중개거래","서울 송파구","25.12.24"
"328","경기도 성남시 수정구 단대동","44-8","0044","0008","수정빌라(44-8)","35.3400","9.8800","202510","13","18,000","3","개인","개인","1994","논골로53번길 17-6","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.26"
"329","경기도 성남시 수정구 산성동","474","0474","0000","반석빌라(474-0)","54.5000","13.6800","202510","12","36,400","3","개인","개인","1997","수정남로326번길 12-2","-","중개거래","경기 성남시 수정구","25.12.26"
"330","경기도 성남시 수정구 태평동","7337-2","7337","0002","엘지빌리지","83.8800","26.3200","202510","11","39,500","3","개인","개인","1996","수정북로 128","-","중개거래","경기 성남시 수정구","25.11.03"
"331","경기도 성남시 수정구 신흥동","2615","2615","0000","(2615-0)","31.5600","23.2000","202510","09","40,000","2","개인","개인","1988","공원로345번길 6-1","-","중개거래","경기 성남시 수정구","26.01.23"
"332","경기도 성남시 수정구 복정동","657","0657","0000","더하우스에듀","59.7200","37.0200","202510","05","38,500","1","개인","개인","2019","복정로118번길 18","20251114","중개거래","경기 성남시 수정구","-"
"333","경기도 성남시 수정구 복정동","657","0657","0000","더하우스에듀","59.7200","37.0200","202510","05","38,500","1","개인","개인","2019","복정로118번길 18","-","중개거래","경기 성남시 수정구","25.12.30"
"334","경기도 성남시 수정구 단대동","38-3","0038","0003","수정빌라(38-3)","41.1900","10.6400","202510","04","20,000","4","개인","개인","1994","논골로53번길 24-3","-","중개거래","경기 성남시 중원구, 서울 송파구","25.10.30"
"335","경기도 성남시 수정구 산성동","513","0513","0000","태성리치빌","53.4100","22.7250","202510","03","42,000","2","개인","개인","2006","수정로456번길 76","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.25"
"336","경기도 성남시 수정구 태평동","7311-4","7311","0004","엘지아트맨션(A동)","59.3000","26.1040","202510","02","34,000","2","개인","개인","2001","시민로205번길 8-9","20260102","중개거래","경기 성남시 수정구","-"
"337","경기도 성남시 수정구 태평동","3258","3258","0000","장미맨션(가동)","59.6100","32.1100","202510","02","31,100","4","개인","개인","2001","남문로82번길 11","20251010","중개거래","경기 성남시 수정구","-"
"338","경기도 성남시 수정구 태평동","7311-4","7311","0004","엘지아트맨션(A동)","59.3000","26.1000","202510","02","34,000","2","개인","개인","2001","시민로205번길 8-9","-","중개거래","경기 성남시 수정구","26.01.02"
"339","경기도 성남시 수정구 태평동","7254-1","7254","0001","삼보빌라(가,나동)","52.2700","26.3440","202510","02","28,750","3","개인","개인","1994","수정로 39","-","중개거래","경기 성남시 수정구","25.11.10"
"340","경기도 성남시 수정구 태평동","3258","3258","0000","장미맨션(가동)","59.6100","32.1100","202510","02","31,100","4","개인","개인","2001","남문로82번길 11","-","중개거래","경기 성남시 수정구","25.12.04"
"341","경기도 성남시 수정구 신흥동","41","0041","0000","수정빌라","46.8000","28.5700","202510","01","14,000","-1","개인","개인","1991","수정로271번길 10-5","-","중개거래","서울 성북구","25.10.22"
"342","경기도 성남시 수정구 산성동","37","0037","0000","웰빙파크빌","55.5100","22.6750","202510","01","41,500","5","개인","개인","2007","수정로456번길 42","-","중개거래","경기 성남시 수정구","25.10.31"
"343","경기도 성남시 수정구 산성동","416","0416","0000","평화빌라(A동)","37.0400","9.5600","202509","30","27,000","1","개인","개인","1997","수정남로324번길 5-1","-","중개거래","서울 송파구","25.11.12"
"344","경기도 성남시 수정구 산성동","146","0146","0000","신원빌라","41.0000","10.5100","202509","30","30,500","2","개인","개인","1998","수정남로326번길 9-1","-","중개거래","경기 성남시 수정구","25.11.03"
"345","경기도 성남시 수정구 태평동","7303","7303","0000","로얄타운","47.0600","37.4600","202509","30","29,240","2","기타","개인","1983","공원로409번길 10","-","직거래","-","-"
"346","경기도 성남시 수정구 양지동","728","0728","0000","신우빌라","60.9800","32.3700","202509","29","28,000","5","개인","개인","2008","산성대로503번길 19","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","25.12.01"
"347","경기도 성남시 수정구 양지동","797","0797","0000","양지맨숀","66.4400","27.0000","202509","29","31,800","1","개인","개인","2000","양지로15번길 7","-","중개거래","경기 성남시 수정구","26.02.10"
"348","경기도 성남시 수정구 산성동","490","0490","0000","반석빌라(490-0)","59.9500","15.7300","202509","29","32,500","3","개인","개인","1997","수정로456번길 65-1","-","중개거래","경기 성남시 수정구","25.10.28"
"349","경기도 성남시 수정구 산성동","490","0490","0000","반석빌라(490-0)","59.9500","15.7300","202509","29","32,500","3","개인","개인","1997","수정로456번길 65-1","20251028","중개거래","경기 성남시 수정구","-"
"350","경기도 성남시 수정구 수진동","2048","2048","0000","삼성이지빌","59.9200","25.6400","202509","28","70,000","3","개인","개인","2001","탄리로13번길 6","-","중개거래","경기 성남시 수정구","26.02.10"
"351","경기도 성남시 수정구 산성동","85","0085","0000","리치빌","59.4000","25.4125","202509","27","45,000","3","개인","개인","2007","수정남로336번길 4","-","중개거래","경기 성남시 수정구","26.01.30"
"352","경기도 성남시 수정구 산성동","479","0479","0000","금성빌라1차","35.4200","9.1250","202509","27","28,500","4","개인","개인","1997","수정남로326번길 12-7","-","중개거래","경기 성남시 수정구","25.11.28"
"353","경기도 성남시 수정구 산성동","62","0062","0000","금오타운(62-0)","59.7100","25.6750","202509","27","42,000","2","개인","개인","2007","수정남로 337","-","중개거래","경기 성남시 수정구","-"
"354","경기도 성남시 수정구 태평동","3794-4","3794","0004","(3794-4)","51.2400","36.4600","202509","26","12,000","2","개인","기타","1986","남문로62번길 9-5","-","직거래","-","25.11.07"
"355","경기도 성남시 수정구 단대동","36-4","0036","0004","태성로얄빌라","39.6500","9.7200","202509","26","18,000","1","개인","개인","1994","논골로53번길 18-1","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.05"
"356","경기도 성남시 수정구 단대동","48-3","0048","0003","(48-3)","47.8350","11.9600","202509","25","17,500","-1","개인","개인","1994","논골로47번길 6-3","-","중개거래","경기 성남시 수정구, 서울 송파구","25.10.28"
"357","경기도 성남시 수정구 태평동","3307-36","3307","0036","녹산파크빌","34.8500","19.8000","202509","23","19,500","4","개인","개인","2008","남문로102번길 7-4","-","중개거래","경기 성남시 수정구","25.09.30"
"358","경기도 성남시 수정구 양지동","559","0559","0000","양지하임","56.1350","26.6785","202509","23","44,000","3","개인","개인","2015","산성대로515번길 5-11","-","중개거래","경기 성남시 수정구","26.04.24"
"359","경기도 성남시 수정구 산성동","150","0150","0000","장미빌라","38.6800","10.0500","202509","23","30,500","1","개인","개인","1997","수정남로326번길 5","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.27"
"360","경기도 성남시 수정구 단대동","185-18","0185","0018","삼보주택(B동)","42.4800","19.2970","202509","22","25,000","4","개인","개인","1991","산성대로383번길 27","-","중개거래","경기 성남시 중원구","-"
"361","경기도 성남시 수정구 산성동","483","0483","0000","경서빌라(A동)","37.4600","9.7300","202509","22","28,800","3","개인","개인","1997","수정로456번길 72-1","-","중개거래","경기 성남시 수정구, 서울 송파구","25.12.17"
"362","경기도 성남시 수정구 산성동","149","0149","0000","대호로얄빌라(149-0)","59.6700","19.9600","202509","22","40,000","2","개인","개인","2000","수정남로326번길 5-1","-","중개거래","경기 성남시 수정구, 서울 송파구","25.11.28"
"363","경기도 성남시 수정구 태평동","2200","2200","0000","성만빌라트","56.0900","26.0200","202509","20","30,000","2","개인","개인","2001","남문로135번길 14","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","25.11.28"
"364","경기도 성남시 수정구 단대동","44-8","0044","0008","수정빌라(44-8)","35.3400","9.8800","202509","19","18,000","1","개인","개인","1994","논골로53번길 17-6","-","중개거래","경기 성남시 수정구, 서울 송파구","25.10.21"
"365","경기도 성남시 수정구 단대동","37-9","0037","0009","동방빌라","46.3200","11.3700","202509","18","19,000","1","개인","개인","1993","논골로61번길 21","-","중개거래","경기 성남시 수정구","25.09.25"
"366","경기도 성남시 수정구 산성동","65","0065","0000","황제쉐르빌","50.0400","19.5280","202509","18","27,000","-1","개인","개인","2000","수정남로337번길 4","-","중개거래","경기 성남시 수정구, 서울 송파구","25.10.29"
"367","경기도 성남시 수정구 단대동","50-3","0050","0003","일광빌라","40.7100","10.8800","202509","18","19,000","4","개인","개인","1993","논골로47번길 4-4","-","중개거래","경기 성남시 수정구","25.10.17"
"368","경기도 성남시 수정구 단대동","49-3","0049","0003","장미맨션","34.7300","9.2700","202509","18","17,000","-1","개인","개인","2000","논골로47번길 6-4","-","중개거래","경기 성남시 중원구, 서울 송파구","25.10.20"
"369","경기도 성남시 수정구 단대동","162-8","0162","0008","삼익","56.2600","19.8100","202509","17","38,000","5","개인","개인","2016","희망로464번길 32","-","중개거래","경기 성남시 수정구","26.01.30"
"370","경기도 성남시 수정구 신흥동","3400-1","3400","0001","대우빌라","41.5900","17.5100","202509","17","23,000","1","개인","개인","1992","공원로391번길 5","-","중개거래","경기 성남시 수정구","25.11.04"
"371","경기도 성남시 수정구 산성동","483","0483","0000","경서빌라(A동)","37.4600","9.7300","202509","16","21,000","4","개인","개인","1997","수정로456번길 72-1","-","중개거래","경기 성남시 수정구, 서울 송파구","25.10.29"
"372","경기도 성남시 수정구 신흥동","5511","5511","0000","에비뉴V","59.6510","22.9910","202509","15","55,000","7","개인","개인","2022","시민로175번길 24","-","직거래","-","25.10.29"
"373","경기도 성남시 수정구 단대동","35-3","0035","0003","금호빌라","38.9200","10.2100","202509","15","16,000","4","개인","개인","1993","논골로53번길 16-3","-","중개거래","경기 성남시 수정구","25.11.13"
"374","경기도 성남시 수정구 산성동","642","0642","0000","대우빌리지","59.4000","24.9375","202509","13","45,500","2","개인","개인","2008","수정남로314번길 3","-","중개거래","경기 성남시 수정구","25.12.05"
"375","경기도 성남시 수정구 산성동","443-2","0443","0002","대왕주택6차","52.8800","13.2700","202509","13","30,000","4","개인","개인","1997","수정남로326번길 6-11","-","중개거래","경기 성남시 수정구, 서울 송파구","25.10.31"
"376","경기도 성남시 수정구 단대동","15-1","0015","0001","덕원빌라(13동)","40.0800","10.2400","202509","13","17,000","1","개인","개인","1994","논골로67번길 5","-","중개거래","경기 성남시 수정구","25.10.10"
"377","경기도 성남시 수정구 태평동","3218-2","3218","0002","더어울림","48.1700","31.6473","202509","13","50,000","4","개인","법인","2022","남문로78번길 12","-","직거래","-","25.12.19"
"378","경기도 성남시 수정구 양지동","795","0795","0000","양지헤리스","73.1900","38.2250","202509","12","36,500","2","개인","개인","2011","양지로 13-9","-","중개거래","경기 성남시 중원구","25.12.08"
