"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 분당구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"321","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","33.7600","202602","02","22,000","12","개인","개인","2004","수내로 54","-","중개거래","경기 성남시 분당구"
"322","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202602","02","16,200","2","개인","기타","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"323","경기도 성남시 분당구 대장동","618-1","0618","0001","판교 제니스","65.7600","202602","02","49,600","5","개인","법인","2023","판교대장로8길 24","-","직거래","-"
"324","경기도 성남시 분당구 금곡동","210","0210","0000","코오롱트리폴리스Ⅰ","45.2200","202602","02","74,000","6","개인","개인","2001","정자일로 1","-","중개거래","경기 성남시 분당구, 경기 하남시"
"325","경기도 성남시 분당구 운중동","913","0913","0000","힐스테이트 판교 모비우스","84.4900","202602","02","69,000","2","개인","개인","2018","석운로 440","-","중개거래","경기 성남시 분당구"
"326","경기도 성남시 분당구 수내동","22-1","0022","0001","수내동 퍼스티플러스오피스텔","34.0500","202602","02","17,200","4","개인","개인","2004","황새울로 196","-","중개거래","경기 성남시 분당구"
"327","경기도 성남시 분당구 야탑동","367-6","0367","0006","노블리치2오피스텔","52.1100","202602","02","16,000","5","개인","개인","2002","야탑로 103","-","중개거래","경기 성남시 분당구"
"328","경기도 성남시 분당구 수내동","22-1","0022","0001","수내동 퍼스티플러스오피스텔","34.0500","202602","02","17,200","4","개인","개인","2004","황새울로 196","20260316","중개거래","경기 성남시 분당구"
"329","경기도 성남시 분당구 정자동","166-3","0166","0003","정자역 엠코헤리츠 4단지","55.1000","202602","02","60,000","11","개인","개인","2014","정자일로 132","-","중개거래","경기 성남시 분당구"
"330","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","26.9500","202602","01","26,500","20","개인","개인","2004","느티로 22","-","중개거래","경기 성남시 분당구"
"331","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.2100","202601","31","142,000","8","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"332","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9911","202601","31","77,030","9","개인","법인","2024","판교대장로2길 34","20260225","직거래","-"
"333","경기도 성남시 분당구 야탑동","342-2","0342","0002","르네상스분당오피스텔","31.7700","202601","31","17,500","4","개인","개인","2003","장미로48번길 10","-","중개거래","경기 성남시 수정구"
"334","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","37.0600","202601","31","38,500","25","개인","개인","2004","느티로 22","-","중개거래","경기 성남시 분당구"
"335","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.7200","202601","30","21,500","19","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"336","경기도 성남시 분당구 구미동","18","0018","0000","시그마2 오피스텔","49.0800","202601","30","27,000","8","개인","개인","1999","탄천상로 164","-","중개거래","경기 성남시 분당구"
"337","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","29.4400","202601","30","30,500","13","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"338","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","51.1900","202601","29","37,900","28","개인","개인","2004","백현로 105","-","중개거래","경기 성남시 분당구"
"339","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","24.9800","202601","29","20,500","15","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"340","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","30.4275","202601","29","26,000","12","개인","개인","2014","성남대로 151","-","중개거래","경기 성남시 분당구"
"341","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","27.4900","202601","29","16,300","9","개인","법인","2004","백현로 105","-","중개거래","경기 성남시 분당구"
"342","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","95.5200","202601","29","119,000","21","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"343","경기도 성남시 분당구 서현동","245-4","0245","0004","엘지분당에클라트2차","61.4900","202601","29","34,500","9","개인","개인","2004","서현로 204","-","중개거래","경기 성남시 분당구"
"344","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","26.4200","202601","29","20,900","22","개인","개인","2004","정자일로 177","-","중개거래","경기 성남시 분당구"
"345","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.5900","202601","28","140,000","15","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"346","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","98.4700","202601","28","129,500","25","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"347","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.2900","202601","28","21,000","19","법인","개인","2015","정자일로 135","-","직거래","-"
"348","경기도 성남시 분당구 수내동","22-1","0022","0001","수내동 퍼스티플러스오피스텔","34.0500","202601","28","16,900","8","개인","개인","2004","황새울로 196","20260316","중개거래","경기 성남시 분당구"
"349","경기도 성남시 분당구 수내동","22-1","0022","0001","수내동 퍼스티플러스오피스텔","34.0500","202601","28","16,900","8","개인","개인","2004","황새울로 196","-","중개거래","경기 성남시 분당구"
"350","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","32.9000","202601","28","17,400","8","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"351","경기도 성남시 분당구 운중동","913","0913","0000","힐스테이트 판교 모비우스","84.1400","202601","28","65,000","1","개인","개인","2018","석운로 440","-","중개거래","경기 성남시 분당구"
"352","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.9500","202601","28","135,000","10","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"353","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","28.6500","202601","27","17,600","9","개인","개인","2003","장미로 78","-","중개거래","경기 성남시 분당구, 경기 성남시 수정구"
"354","경기도 성남시 분당구 수내동","16-7","0016","0007","한솔인피니티오피스텔","34.2800","202601","27","17,500","4","개인","개인","2004","황새울로200번길 22","-","중개거래","경기 성남시 분당구, 경기 용인시 기흥구"
"355","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","53.4200","202601","27","40,000","2","개인","개인","2004","황새울로 234","-","중개거래","경기 성남시 분당구"
"356","경기도 성남시 분당구 정자동","166-1","0166","0001","정자역 엠코헤리츠 2단지","29.7300","202601","27","23,500","8","개인","개인","2014","정자일로 140","-","중개거래","경기 성남시 분당구"
"357","경기도 성남시 분당구 야탑동","219-1","0219","0001","아델파크빌","67.9050","202601","27","42,000","5","법인","개인","2004","장미로 198","-","중개거래","경기 성남시 분당구, 경기 성남시 중원구"
"358","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.9500","202601","27","135,000","9","법인","개인","2022","판교역로 136","20260506","중개거래","경기 성남시 분당구"
"359","경기도 성남시 분당구 서현동","276-1","0276","0001","한라시그마파크","34.4560","202601","26","18,000","2","개인","개인","2003","황새울로 307","-","중개거래","경기 성남시 분당구"
"360","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","105.3400","202601","26","136,500","20","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"361","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9985","202601","26","84,260","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"362","경기도 성남시 분당구 야탑동","345-2","0345","0002","한승 베네피아 오피스텔","32.8100","202601","26","19,500","5","개인","개인","2003","성남대로925번길 37","-","중개거래","경기 성남시 분당구, 경기 성남시 수정구"
"363","경기도 성남시 분당구 금곡동","171","0171","0000","골든벨리오피스텔","30.7380","202601","26","16,300","2","개인","개인","2003","성남대로171번길 9","-","중개거래","경기 성남시 분당구"
"364","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9944","202601","26","83,320","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"365","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","64.5100","202601","26","58,500","15","개인","개인","2004","정자일로 177","-","중개거래","경기 성남시 분당구"
"366","경기도 성남시 분당구 정자동","27","0027","0000","정자 I′PARK","189.7800","202601","26","142,650","12","개인","법인","2002","백현로 100","-","직거래","-"
"367","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9944","202601","25","84,260","9","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"368","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9968","202601","25","87,720","3","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"369","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9944","202601","25","84,260","10","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"370","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","26.8000","202601","24","21,600","9","법인","개인","2004","정자일로 177","-","중개거래","경기 성남시 분당구"
"371","경기도 성남시 분당구 야탑동","264-1","0264","0001","FOREST HOUSE","81.9900","202601","24","48,000","4","개인","개인","2003","벌말로30번길 46","-","중개거래","경기 성남시 분당구"
"372","경기도 성남시 분당구 수내동","11-1","0011","0001","청구블루빌","42.1200","202601","24","21,000","7","개인","개인","2000","황새울로 224","-","중개거래","경기 광주시"
"373","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","31.1500","202601","24","25,000","5","개인","개인","2014","판교역로 109","-","중개거래","경기 성남시 분당구"
"374","경기도 성남시 분당구 구미동","18","0018","0000","시그마2 오피스텔","42.8100","202601","24","21,200","4","개인","개인","1999","탄천상로 164","-","중개거래","경기 성남시 분당구"
"375","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9944","202601","24","83,740","8","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"376","경기도 성남시 분당구 서현동","251-3","0251","0003","엘지분당에클라트","33.6200","202601","23","20,600","12","개인","개인","2004","서현로 184","-","중개거래","경기 성남시 분당구"
"377","경기도 성남시 분당구 정자동","27","0027","0000","정자 I′PARK","239.3500","202601","23","205,000","9","개인","개인","2002","백현로 100","-","중개거래","경기 성남시 분당구"
"378","경기도 성남시 분당구 서현동","276-1","0276","0001","한라시그마파크","37.3100","202601","23","20,800","11","개인","개인","2003","황새울로 307","-","중개거래","경기 성남시 분당구"
"379","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","29.4400","202601","23","31,500","8","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"380","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.9500","202601","22","139,000","19","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"381","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","41.0850","202601","22","30,500","6","법인","개인","2004","성남대로 295","-","중개거래","경기 성남시 분당구"
"382","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","24.9800","202601","22","21,500","13","개인","개인","2015","정자일로 135","-","직거래","-"
"383","경기도 성남시 분당구 삼평동","655","0655","0000","SG타워","29.8400","202601","22","30,600","14","개인","개인","2014","대왕판교로606번길 47","-","중개거래","경기 성남시 분당구"
"384","경기도 성남시 분당구 서현동","270-3","0270","0003","천지오피스텔","28.5600","202601","22","12,900","8","개인","개인","1998","황새울로330번길 16","-","중개거래","경기 성남시 분당구"
"385","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","45.7900","202601","22","34,000","8","개인","개인","2004","백현로 105","-","중개거래","경기 성남시 분당구"
"386","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9972","202601","22","83,430","7","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"387","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","31.1500","202601","22","27,500","6","개인","개인","2014","판교역로 109","-","중개거래","경기 성남시 분당구"
"388","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","37.2100","202601","21","27,000","22","개인","개인","2004","수내로 54","20260220","중개거래","경기 성남시 분당구"
"389","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","37.2100","202601","21","27,000","22","개인","개인","2004","수내로 54","-","중개거래","경기 성남시 분당구"
"390","경기도 성남시 분당구 정자동","154-1","0154","0001","타임브릿지","148.2900","202601","21","174,000","9","개인","개인","2006","정자일로156번길 12","-","중개거래","경기 성남시 분당구"
"391","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.6100","202601","20","136,000","13","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"392","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","47.7900","202601","19","57,000","19","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"393","경기도 성남시 분당구 구미동","187-3","0187","0003","세종그랑시아｜","36.2000","202601","19","17,500","2","개인","개인","2003","구미로9번길 8","-","중개거래","경기 성남시 분당구"
"394","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","28.6500","202601","19","17,500","12","개인","개인","2003","장미로 78","-","중개거래","경기 성남시 분당구"
"395","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","64.5100","202601","19","55,000","7","개인","개인","2004","정자일로 177","-","중개거래","경기 성남시 분당구"
"396","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","40.0000","202601","19","40,500","7","개인","개인","2004","서현로 170","-","직거래","-"
"397","경기도 성남시 분당구 야탑동","264-1","0264","0001","FOREST HOUSE","68.1280","202601","19","33,000","1","개인","개인","2003","벌말로30번길 46","-","중개거래","경기 성남시 중원구"
"398","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","56.8900","202601","19","37,500","3","개인","법인","2004","황새울로 234","-","중개거래","경기 성남시 분당구"
"399","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","30.9300","202601","19","30,000","8","개인","개인","2014","판교역로 109","-","중개거래","경기 성남시 분당구"
"400","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","50.8800","202601","19","43,500","3","개인","법인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"401","경기도 성남시 분당구 정자동","27","0027","0000","정자 I′PARK","182.6200","202601","18","175,000","27","개인","개인","2002","백현로 100","-","중개거래","경기 성남시 분당구"
"402","경기도 성남시 분당구 야탑동","264-1","0264","0001","FOREST HOUSE","68.1280","202601","17","38,800","5","개인","개인","2003","벌말로30번길 46","-","중개거래","경기 성남시 분당구"
"403","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202601","17","20,000","4","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"404","경기도 성남시 분당구 서현동","245-1","0245","0001","분당오벨리스크","35.7800","202601","17","20,900","7","개인","개인","2003","서현로 216","-","중개거래","서울 강동구"
"405","경기도 성남시 분당구 금곡동","170","0170","0000","천사의도시Ⅲ오피스텔","36.0700","202601","17","19,000","6","개인","개인","2004","정자일로6번길 13","-","중개거래","경기 성남시 분당구"
"406","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","35.3800","202601","17","39,500","6","개인","개인","2014","판교역로 109","-","중개거래","경기 성남시 분당구"
"407","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","22.7700","202601","17","22,900","6","개인","개인","2014","판교역로 109","-","중개거래","경기 성남시 분당구"
"408","경기도 성남시 분당구 금곡동","172","0172","0000","씨티밸리","26.2100","202601","17","17,300","4","개인","개인","2003","성남대로171번길 17","-","중개거래","경기 성남시 분당구"
"409","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","35.3800","202601","16","40,200","6","개인","개인","2014","판교역로 109","-","중개거래","경기 성남시 분당구"
"410","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","30.4275","202601","16","26,000","12","개인","개인","2014","성남대로 151","-","중개거래","경기 성남시 분당구"
"411","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","31.6200","202601","16","28,000","2","개인","개인","2014","판교역로 109","-","중개거래","경기 성남시 분당구"
"412","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","24.9800","202601","14","19,500","5","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"413","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","33.8400","202601","14","23,500","20","개인","개인","2004","수내로 54","-","중개거래","경기 성남시 분당구"
"414","경기도 성남시 분당구 금곡동","161","0161","0000","천사의도시 오피스텔","31.7800","202601","14","17,800","6","개인","개인","2004","성남대로 165","-","중개거래","경기 성남시 분당구"
"415","경기도 성남시 분당구 수내동","4-3","0004","0003","두산위브센티움 2","35.0100","202601","14","20,000","7","개인","개인","2003","수내로 42","-","중개거래","경기 성남시 분당구"
"416","경기도 성남시 분당구 정자동","166-3","0166","0003","정자역 엠코헤리츠 4단지","29.7300","202601","14","23,400","5","개인","개인","2014","정자일로 132","-","중개거래","경기 성남시 분당구"
"417","경기도 성남시 분당구 정자동","16-2","0016","0002","정자동2차푸르지오시티","29.9900","202601","14","23,500","5","법인","개인","2013","정자일로 197","-","중개거래","경기 성남시 분당구"
"418","경기도 성남시 분당구 구미동","18","0018","0000","시그마2 오피스텔","37.8100","202601","13","20,000","3","개인","개인","1999","탄천상로 164","-","중개거래","경기 성남시 분당구"
"419","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","31.1500","202601","13","28,500","8","개인","개인","2014","판교역로 109","-","중개거래","경기 성남시 분당구"
"420","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.4900","202601","13","140,000","14","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"421","경기도 성남시 분당구 수내동","4-3","0004","0003","두산위브센티움 2","35.0100","202601","13","20,000","7","개인","개인","2003","수내로 42","-","중개거래","경기 성남시 분당구"
"422","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","52.9100","202601","13","61,000","7","개인","개인","2005","성남대로 393","20260427","중개거래","경기 성남시 분당구"
"423","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","52.9100","202601","13","61,000","7","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"424","경기도 성남시 분당구 정자동","166-1","0166","0001","정자역 엠코헤리츠 2단지","29.7300","202601","13","23,000","5","개인","개인","2014","정자일로 140","-","중개거래","경기 성남시 분당구, 경기 용인시 기흥구"
"425","경기도 성남시 분당구 정자동","215","0215","0000","더샵 분당파크리버","84.9959","202601","13","85,000","15","개인","개인","2021","돌마로 171","-","중개거래","경기 성남시 분당구"
"426","경기도 성남시 분당구 금곡동","172","0172","0000","씨티밸리","35.4000","202601","13","20,500","4","개인","개인","2003","성남대로171번길 17","-","중개거래","경기 성남시 분당구"
"427","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202601","13","16,700","4","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"428","경기도 성남시 분당구 구미동","18","0018","0000","시그마2 오피스텔","50.3000","202601","13","28,700","6","개인","개인","1999","탄천상로 164","-","중개거래","경기 성남시 분당구"
"429","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","33.3500","202601","13","20,000","12","개인","개인","2004","백현로 105","-","중개거래","경기 성남시 분당구"
"430","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","33.7600","202601","13","23,000","20","법인","개인","2004","수내로 54","-","중개거래","경기 성남시 분당구"
"431","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202601","12","18,000","6","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"432","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","50.8800","202601","12","43,700","6","개인","개인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"433","경기도 성남시 분당구 수내동","16-7","0016","0007","한솔인피니티오피스텔","36.1800","202601","10","22,000","10","개인","개인","2004","황새울로200번길 22","-","중개거래","경기 성남시 분당구"
"434","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","95.5200","202601","10","100,000","14","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"435","경기도 성남시 분당구 정자동","16-1","0016","0001","정자역 AK 와이즈플레이스","45.6000","202601","09","55,000","27","개인","개인","2015","느티로 2","-","중개거래","경기 성남시 분당구"
"436","경기도 성남시 분당구 삼평동","658","0658","0000","판교역 KCC웰츠타워","39.6900","202601","09","39,000","14","개인","개인","2013","분당내곡로 159","-","중개거래","경기 성남시 분당구"
"437","경기도 성남시 분당구 야탑동","342-3","0342","0003","엔즈 빌 오피스텔","33.3200","202601","09","17,300","5","개인","개인","2003","장미로48번길 14","-","중개거래","경기 성남시 수정구"
"438","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","40.0000","202601","09","22,000","10","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"439","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","53.6400","202601","09","45,800","8","개인","개인","2004","황새울로 234","-","중개거래","경기 성남시 분당구"
"440","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","53.4200","202601","09","46,000","9","법인","개인","2004","황새울로 234","-","중개거래","경기 성남시 분당구"
"441","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","49.3300","202601","09","31,500","5","개인","개인","2004","황새울로 234","-","중개거래","경기 성남시 분당구"
"442","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","50.9900","202601","09","39,500","11","개인","개인","2004","황새울로 234","-","중개거래","경기 성남시 분당구"
"443","경기도 성남시 분당구 판교동","625","0625","0000","리버스토리","38.8200","202601","09","25,000","5","법인","개인","2011","운중로 242","-","직거래","-"
"444","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.2900","202601","09","21,000","22","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"445","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.2900","202601","09","21,000","11","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"446","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9971","202601","08","83,430","7","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"447","경기도 성남시 분당구 야탑동","342-2","0342","0002","르네상스분당오피스텔","33.7200","202601","08","17,500","2","개인","개인","2003","장미로48번길 10","-","중개거래","경기 성남시 분당구"
"448","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","80.0000","202601","08","53,300","16","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"449","경기도 성남시 분당구 수내동","4-2","0004","0002","두산위브센티움Ⅰ","41.4200","202601","08","24,700","11","법인","개인","2003","수내로 38","-","중개거래","경기 성남시 분당구"
"450","경기도 성남시 분당구 삼평동","658","0658","0000","판교역 KCC웰츠타워","35.7300","202601","08","38,000","5","개인","개인","2013","분당내곡로 159","-","중개거래","경기 성남시 분당구"
"451","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","25.3600","202601","08","22,400","10","개인","개인","2014","정자일로 146","-","중개거래","경기 성남시 분당구"
"452","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","27.4900","202601","07","18,100","20","개인","개인","2004","백현로 105","-","중개거래","경기 성남시 분당구"
"453","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","45.7200","202601","07","30,000","5","법인","개인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"454","경기도 성남시 분당구 삼평동","647","0647","0000","(647)","31.0400","202601","06","31,000","8","개인","개인","2012","대왕판교로606번길 31","-","중개거래","경기 성남시 분당구"
"455","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","33.0700","202601","06","20,000","15","개인","개인","2003","장미로 78","-","중개거래","경기 성남시 분당구"
"456","경기도 성남시 분당구 서현동","251-3","0251","0003","엘지분당에클라트","33.6200","202601","06","20,300","8","법인","개인","2004","서현로 184","-","중개거래","경기 성남시 분당구"
"457","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","61.7600","202601","05","51,000","8","개인","개인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"458","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","47.7900","202601","05","60,800","22","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"459","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","35.0000","202601","05","20,000","14","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"460","경기도 성남시 분당구 정자동","165-1","0165","0001","정자역 엠코헤리츠 1단지","29.7300","202601","05","22,500","2","개인","개인","2014","정자일로 146","-","중개거래","경기 성남시 분당구"
"461","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","53.4200","202601","05","46,000","9","법인","개인","2004","황새울로 234","20260121","중개거래","경기 성남시 분당구"
"462","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","37.8700","202601","05","19,500","5","개인","개인","2004","성남대로 51","-","중개거래","경기 용인시 수지구"
"463","경기도 성남시 분당구 정자동","215","0215","0000","더샵 분당파크리버","84.9688","202601","04","82,000","3","개인","개인","2021","돌마로 171","-","중개거래","경기 성남시 분당구"
"464","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9985","202601","04","82,480","4","법인","법인","2024","판교대장로2길 34","-","직거래","-"
"465","경기도 성남시 분당구 서현동","245-1","0245","0001","분당오벨리스크","35.7800","202601","03","21,200","17","개인","개인","2003","서현로 216","-","중개거래","경기 성남시 분당구"
"466","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","35.4900","202601","03","25,000","6","개인","개인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"467","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","71.5000","202601","03","68,500","31","개인","개인","2004","백현로 105","20260122","중개거래","경기 성남시 분당구"
