"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"310","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.8555","202601","26","40,237","62","1","2017","위례동이로 24","202603~202803","갱신","-","39,603","61","연립다세대"
"311","경기도 성남시 수정구 복정동","657","0657","0000","더하우스에듀","월세","45.6400","202601","24","5,000","101","2","2019","복정로118번길 18","202602~202802","신규","-","","","연립다세대"
"312","경기도 성남시 수정구 태평동","3392","3392","0000","삼원빌라","전세","59.3300","202601","24","24,000","0","3","1991","수정로153번길 14-14","202604~202804","신규","-","","","연립다세대"
"313","경기도 성남시 수정구 수진동","3078","3078","0000","수진아트빌라(3078-0)","전세","46.8600","202601","24","22,500","0","2","2007","성남대로1210번길 11-18","202603~202803","신규","-","","","연립다세대"
"314","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","23","52,011","32","1","2017","위례동이로 24","202601~202801","갱신","-","50,644","32","연립다세대"
"315","경기도 성남시 수정구 산성동","577","0577","0000","굿모닝빌리지","전세","69.0900","202601","23","14,000","0","3","2007","수정남로306번길 15","202601~202801","신규","-","","","연립다세대"
"316","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.8555","202601","23","5,172","150","1","2017","위례동이로 24","202602~202802","갱신","-","5,090","147","연립다세대"
"317","경기도 성남시 수정구 신흥동","2573-1","2573","0001","예원빌","전세","57.2800","202601","23","18,700","0","3","2008","공원로339번길 40","202601~202802","갱신","사용","18,000","0","연립다세대"
"318","경기도 성남시 수정구 태평동","7123-15","7123","0015","오성빌라","월세","26.1000","202601","23","2,000","50","1","1990","모란로145번길 3-1","202602~202802","신규","-","","","연립다세대"
"319","경기도 성남시 수정구 양지동","467","0467","0000","은행빌라(A동)","전세","41.2200","202601","23","8,400","0","3","1989","양지로39번길 3","202602~202802","신규","-","","","연립다세대"
"320","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","23","52,796","32","3","2017","위례동이로 24","202602~202802","갱신","-","51,408","31","연립다세대"
"321","경기도 성남시 수정구 태평동","7164-6","7164","0006","동양하우스(102동)","전세","59.7500","202601","22","2,000","0","1","2001","모란로115번길 5","202602~202802","신규","-","","","연립다세대"
"322","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202601","22","39,719","62","3","2017","위례동이로 24","202602~202802","갱신","-","39,094","61","연립다세대"
"323","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202601","22","41,090","65","4","2017","위례동이로 24","202601~202801","갱신","-","40,009","63","연립다세대"
"324","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","22","52,011","32","1","2017","위례동이로 24","202602~202802","갱신","-","50,644","32","연립다세대"
"325","경기도 성남시 수정구 복정동","582","0582","0000","베스트빌","월세","28.3800","202601","22","500","42","2","2002","성남대로1379번길 17","202602~202802","신규","-","","","연립다세대"
"326","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202601","21","53,633","32","3","2017","위례동이로 24","202601~202801","갱신","-","52,223","32","연립다세대"
"327","경기도 성남시 수정구 단대동","43-6","0043","0006","명신빌라","전세","55.6100","202601","21","15,000","0","3","1999","논골로53번길 19-12","202603~202803","신규","-","","","연립다세대"
"328","경기도 성남시 수정구 태평동","6939","6939","0000","삼성로얄빌라","전세","59.8700","202601","20","26,000","0","4","1999","성남대로1237번길 12-1","202604~202804","갱신","-","26,000","0","연립다세대"
"329","경기도 성남시 수정구 태평동","3230-3","3230","0003","조광빌라","월세","43.9300","202601","20","12,750","30","4","1991","남문로82번길 20","202601~202801","갱신","-","15,750","0","연립다세대"
"330","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202601","20","40,237","62","2","2017","위례동이로 24","202601~202801","갱신","-","39,603","61","연립다세대"
"331","경기도 성남시 수정구 단대동","46-4","0046","0004","쌍봉빌라","전세","40.6400","202601","19","8,000","0","-1","1993","논골로47번길 8-7","202602~202802","신규","-","","","연립다세대"
"332","경기도 성남시 수정구 태평동","6944-2","6944","0002","대영빌라3차","월세","46.9500","202601","19","1,000","80","4","1991","모란로78번길 3","202602~202802","신규","-","","","연립다세대"
"333","경기도 성남시 수정구 신흥동","94","0094","0000","대원빌라","전세","42.1800","202601","19","15,000","0","1","1991","수정로251번길 23","202603~202803","신규","-","","","연립다세대"
"334","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","전세","22.7400","202601","19","11,500","0","4","2010","성남대로 1244","202602~202702","갱신","-","10,960","0","연립다세대"
"335","경기도 성남시 수정구 태평동","5857-20","5857","0020","영보빌라","전세","26.5200","202601","19","13,500","0","3","2008","남문로12번길 3","202602~202802","신규","-","","","연립다세대"
"336","경기도 성남시 수정구 태평동","7328-9","7328","0009","황토빌라","월세","58.9500","202601","19","2,000","70","2","2001","수정로217번길 16","202603~202803","신규","-","","","연립다세대"
"337","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202601","19","47,469","32","3","2017","위례동이로 24","202601~202801","갱신","-","46,221","32","연립다세대"
"338","경기도 성남시 수정구 양지동","381","0381","0000","대성아트빌(가동)","전세","61.2200","202601","18","20,000","0","2","2003","산성대로527번길 22-1","202602~202802","신규","-","","","연립다세대"
"339","경기도 성남시 수정구 태평동","7288-22","7288","0022","수정빌","월세","84.9500","202601","17","30,000","45","4","2022","수정로187번길 5-8","202603~202803","신규","-","","","연립다세대"
"340","경기도 성남시 수정구 태평동","3364","3364","0000","현대빌라","전세","61.1200","202601","17","20,000","0","1","1999","수정로171번길 17-3","202601~202803","갱신","-","18,000","0","연립다세대"
"341","경기도 성남시 수정구 태평동","7288-22","7288","0022","수정빌","월세","84.9500","202601","17","30,000","45","4","2022","수정로187번길 5-8","202603~202803","신규","-","","","연립다세대"
"342","경기도 성남시 수정구 태평동","7320-10","7320","0010","매송빌라트(A동)","전세","59.2300","202601","17","17,000","0","3","2002","수정로217번길 22","202603~202803","신규","-","","","연립다세대"
"343","경기도 성남시 수정구 단대동","44-5","0044","0005","다세대주택","전세","37.2400","202601","17","7,500","0","2","1994","논골로53번길 19-9","202604~202804","갱신","사용","7,500","0","연립다세대"
"344","경기도 성남시 수정구 양지동","281","0281","0000","(281-0)","월세","78.7500","202601","17","13,000","60","3","2003","양지로49번길 5-1","202602~202802","신규","-","","","연립다세대"
"345","경기도 성남시 수정구 수진동","3039","3039","0000","제일골든빌라트","월세","60.8900","202601","17","23,000","5","4","2002","수정로74번길 14","202602~202802","신규","-","","","연립다세대"
"346","경기도 성남시 수정구 신흥동","49-1","0049","0001","현대빌리지(102동)","전세","55.0500","202601","17","16,000","0","1","1997","수정로257번길 24","202602~202802","신규","-","","","연립다세대"
"347","경기도 성남시 수정구 산성동","588","0588","0000","산성호스트빌1차","전세","58.9200","202601","17","23,000","0","2","2006","수정남로306번길 15-13","202603~202803","신규","-","","","연립다세대"
"348","경기도 성남시 수정구 산성동","2157","2157","0000","보옥다세대(다동)","전세","43.8400","202601","17","11,000","0","1","1986","희망로526번길 9","202602~202802","신규","-","","","연립다세대"
"349","경기도 성남시 수정구 산성동","542","0542","0000","한길빌라트(A동)","전세","59.8350","202601","16","24,000","0","3","2006","수정남로306번길 21-12","202603~202803","신규","-","","","연립다세대"
"350","경기도 성남시 수정구 단대동","29-4","0029","0004","한강빌라(2차)","전세","42.1200","202601","16","12,000","0","2","1993","논골로53번길 4-3","202602~202802","신규","-","","","연립다세대"
"351","경기도 성남시 수정구 산성동","606","0606","0000","청산빌라","월세","55.7700","202601","16","18,000","20","2","2007","수정남로320번길 5","202602~202802","신규","-","","","연립다세대"
"352","경기도 성남시 수정구 산성동","484","0484","0000","수정빌라(B동)","전세","37.8450","202601","16","11,400","0","1","1997","수정로456번길 72","202601~202801","갱신","-","11,000","0","연립다세대"
"353","경기도 성남시 수정구 산성동","104","0104","0000","신우빌라(가동)","전세","55.5300","202601","15","15,750","0","1","1997","수정로456번길 62","202601~202801","갱신","-","15,000","0","연립다세대"
"354","경기도 성남시 수정구 신흥동","2617-1","2617","0001","은하골든빌라","월세","42.9700","202601","15","500","65","2","1991","공원로345번길 10-1","202601~202801","신규","-","","","연립다세대"
"355","경기도 성남시 수정구 단대동","179-1","0179","0001","궁전빌라(A동)","전세","63.3400","202601","15","25,358","0","3","2000","희망로464번길 14","202601~202801","갱신","-","24,150","0","연립다세대"
"356","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202601","15","38,685","62","2","2017","위례동이로 24","202602~202802","갱신","-","38,076","61","연립다세대"
"357","경기도 성남시 수정구 태평동","7337-3","7337","0003","쉐라톤맨션","전세","76.5600","202601","14","21,500","0","4","2003","시민로186번길 11-1","202602~202802","신규","-","","","연립다세대"
"358","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","14","40,441","65","3","2017","위례동이로 24","202601~202801","갱신","-","39,378","63","연립다세대"
"359","경기도 성남시 수정구 신흥동","49","0049","0000","현대빌리지(101동)","전세","70.1100","202601","14","22,000","0","2","1997","수정로257번길 20","202602~202802","신규","-","","","연립다세대"
"360","경기도 성남시 수정구 태평동","3693-12","3693","0012","중앙하이츠빌라","월세","40.8100","202601","14","1,000","60","1","1993","수정로111번길 14-13","202601~202801","신규","-","","","연립다세대"
"361","경기도 성남시 수정구 단대동","35-4","0035","0004","신우빌라(5차)","월세","37.4400","202601","14","10,000","35","3","1994","논골로53번길 16","202602~202802","신규","-","","","연립다세대"
"362","경기도 성남시 수정구 태평동","3337","3337","0000","한성빌리지(101동)","월세","72.6800","202601","14","5,000","110","4","2010","수정로153번길 18-13","202601~202801","신규","-","","","연립다세대"
"363","경기도 성남시 수정구 산성동","404","0404","0000","부흥하이츠3차","전세","59.7600","202601","14","17,100","0","4","1998","수정남로324번길 4-1","202603~202803","갱신","-","17,000","0","연립다세대"
"364","경기도 성남시 수정구 산성동","470","0470","0000","반석빌라(470-0)","전세","57.1500","202601","14","16,000","0","4","1997","수정남로326번길 12-6","202603~202803","신규","-","","","연립다세대"
"365","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202601","13","40,657","65","2","2017","위례동이로 24","202601~202801","갱신","-","39,588","63","연립다세대"
"366","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202601","13","51,097","31","2","2017","위례동이로 24","202602~202802","갱신","-","50,293","31","연립다세대"
"367","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","12","38,603","65","1","2017","위례동이로 24","202601~202801","갱신","-","37,588","63","연립다세대"
"368","경기도 성남시 수정구 복정동","577-5","0577","0005","한솔빌라","전세","16.5200","202601","12","6,000","0","3","2001","성남대로1379번길 16-1","202602~202802","신규","-","","","연립다세대"
"369","경기도 성남시 수정구 수진동","4586-4","4586","0004","수진빌라(1동)","전세","41.2000","202601","12","18,000","0","2","1990","성남대로 1199-4","202603~202803","신규","-","","","연립다세대"
"370","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202601","12","52,649","31","3","2017","위례동이로 24","202601~202801","갱신","-","51,820","31","연립다세대"
"371","경기도 성남시 수정구 단대동","64-13","0064","0013","단대동64-13단대미가","전세","64.6200","202601","12","38,000","0","3","2025","산성대로475번길 14","202604~202804","신규","-","","","연립다세대"
"372","경기도 성남시 수정구 단대동","37-4","0037","0004","서신빌라","전세","42.8400","202601","12","12,400","0","3","1995","논골로53번길 20-1","202602~202802","신규","-","","","연립다세대"
"373","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","12","54,390","32","4","2017","위례동이로 24","202602~202802","갱신","-","52,960","32","연립다세대"
"374","경기도 성남시 수정구 산성동","513","0513","0000","태성리치빌","전세","53.4100","202601","12","21,000","0","2","2006","수정로456번길 76","202601~202801","갱신","사용","21,000","0","연립다세대"
"375","경기도 성남시 수정구 산성동","33","0033","0000","파크빌(33-0)","전세","59.9800","202601","10","23,000","0","5","2006","수정남로339번길 14","202602~202802","갱신","-","23,000","0","연립다세대"
"376","경기도 성남시 수정구 산성동","33","0033","0000","파크빌(33-0)","전세","59.9800","202601","10","23,000","0","5","2006","수정남로339번길 14","202602~202802","갱신","-","23,000","0","연립다세대"
"377","경기도 성남시 수정구 산성동","33","0033","0000","파크빌(33-0)","전세","59.9800","202601","10","23,000","0","5","2006","수정남로339번길 14","202602~202802","갱신","-","23,000","0","연립다세대"
"378","경기도 성남시 수정구 신흥동","83-3","0083","0003","삼성시티빌102동","전세","69.2700","202601","10","26,250","0","4","2003","수정로257번길 15","-","-","-","","","연립다세대"
"379","경기도 성남시 수정구 신흥동","83-3","0083","0003","삼성시티빌102동","전세","69.2700","202601","10","26,250","0","4","2003","수정로257번길 15","202601~202801","갱신","사용","25,000","0","연립다세대"
"380","경기도 성남시 수정구 단대동","30-2","0030","0002","우람빌라(3차)","전세","46.1400","202601","10","12,000","0","4","1994","논골로53번길 8-10","202601~202801","신규","-","","","연립다세대"
"381","경기도 성남시 수정구 단대동","30-2","0030","0002","우람빌라(3차)","전세","46.1400","202601","10","12,000","0","4","1994","논골로53번길 8-10","202602~202802","신규","-","","","연립다세대"
"382","경기도 성남시 수정구 태평동","7255-9","7255","0009","청보주택(9동)","월세","29.3800","202601","10","1,000","50","1","1987","수정로 37","202602~202802","신규","-","","","연립다세대"
"383","경기도 성남시 수정구 수진동","2990","2990","0000","그린하우스","월세","26.4000","202601","10","1,000","40","4","1983","성남대로1226번길 12","202601~202801","신규","-","","","연립다세대"
"384","경기도 성남시 수정구 수진동","4781","4781","0000","동명빌라(2동3동)","전세","53.8900","202601","10","20,000","0","2","1985","모란로 23","-","-","-","","","연립다세대"
"385","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202601","09","43,144","43","3","2017","위례동이로 24","202601~202801","갱신","-","42,010","42","연립다세대"
"386","경기도 성남시 수정구 산성동","147","0147","0000","신평화빌라","전세","40.7000","202601","09","8,980","0","-1","1998","수정남로326번길 9","202602~202802","신규","-","","","연립다세대"
"387","경기도 성남시 수정구 양지동","717-1","0717","0001","금성맨숀(A동)","전세","84.4300","202601","08","27,000","0","4","1999","논골로36번길 21","202603~202803","신규","-","","","연립다세대"
"388","경기도 성남시 수정구 산성동","629","0629","0000","금오타운B동","전세","55.5800","202601","08","19,000","0","2","2006","수정남로316번길 5-1","202602~202802","신규","-","","","연립다세대"
"389","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202601","08","53,633","32","3","2017","위례동이로 24","202601~202801","갱신","-","52,223","32","연립다세대"
"390","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","07","53,957","32","3","2017","위례동이로 24","202602~202802","갱신","-","52,539","32","연립다세대"
"391","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","07","50,605","43","4","2017","위례동이로 24","202602~202802","갱신","-","49,275","42","연립다세대"
"392","경기도 성남시 수정구 태평동","7333-1","7333","0001","해달집","전세","48.9300","202601","07","26,250","0","3","2023","수정북로 111","202603~202803","신규","-","","","연립다세대"
"393","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","23.8100","202601","07","2,000","70","3","2010","성남대로 1244","202601~202801","신규","-","","","연립다세대"
"394","경기도 성남시 수정구 태평동","7333-1","7333","0001","해달집","전세","48.9300","202601","07","26,250","0","3","2023","수정북로 111","202603~202803","신규","-","","","연립다세대"
"395","경기도 성남시 수정구 신흥동","78-2","0078","0002","신원빌리지(110동)","전세","45.1600","202601","07","18,500","0","2","1996","수정로257번길 19","202602~202802","신규","-","","","연립다세대"
"396","경기도 성남시 수정구 산성동","583","0583","0000","산성호스트빌2차","전세","53.3700","202601","06","19,000","0","4","2006","수정남로306번길 15-9","202602~202802","신규","-","","","연립다세대"
"397","경기도 성남시 수정구 태평동","3307-120","3307","0120","광성빌라","전세","43.3400","202601","06","12,000","0","1","1992","남문로94번길 15-3","202601~202801","신규","-","","","연립다세대"
"398","경기도 성남시 수정구 산성동","629","0629","0000","금오타운B동","전세","55.5800","202601","06","19,000","0","2","2006","수정남로316번길 5-1","202602~202802","신규","-","","","연립다세대"
"399","경기도 성남시 수정구 단대동","64-13","0064","0013","단대동64-13단대미가","전세","55.1900","202601","06","34,000","0","5","2025","산성대로475번길 14","202603~202803","신규","-","","","연립다세대"
"400","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202601","05","49,091","43","3","2017","위례동이로 24","202602~202802","갱신","-","47,801","42","연립다세대"
"401","경기도 성남시 수정구 단대동","48-1","0048","0001","성일빌라(48-1)","전세","51.1400","202601","05","8,000","0","-1","1994","논골로53번길 5","202602~202802","신규","-","","","연립다세대"
"402","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202601","05","54,606","32","4","2017","위례동이로 24","202601~202801","갱신","-","53,170","32","연립다세대"
"403","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202601","05","39,719","62","3","2017","위례동이로 24","202602~202802","갱신","-","39,094","61","연립다세대"
"404","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202601","05","48,767","43","3","2017","위례동이로 24","202601~202801","갱신","-","47,485","42","연립다세대"
"405","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7706","202601","05","32,872","65","3","2017","위례동이로 24","202602~202802","갱신","-","32,008","63","연립다세대"
"406","경기도 성남시 수정구 태평동","3751-21","3751","0021","(3751-21)","월세","40.5200","202601","03","2,000","50","1","1991","남문로44번길 3-13","202601~202801","신규","-","","","연립다세대"
"407","경기도 성남시 수정구 단대동","36-1","0036","0001","해성빌라","월세","39.6700","202601","03","1,000","45","3","1995","논골로61번길 17","202601~202801","신규","-","","","연립다세대"
"408","경기도 성남시 수정구 산성동","428","0428","0000","창용빌라","월세","59.2300","202601","03","500","15","1","1997","수정남로326번길 4-7","202601~202801","신규","-","","","연립다세대"
"409","경기도 성남시 수정구 태평동","7257-7","7257","0007","삼정빌라(A동)","월세","59.8800","202601","02","3,000","90","-1","2001","수정로25번길 23","202601~202801","신규","-","","","연립다세대"
"410","경기도 성남시 수정구 산성동","147","0147","0000","신평화빌라","월세","38.4200","202601","01","2,000","30","2","1998","수정남로326번길 9","202601~202712","갱신","-","2,000","10","연립다세대"
"411","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202512","31","51,097","31","2","2017","위례동이로 24","202601~202801","신규","-","","","연립다세대"
"412","경기도 성남시 수정구 복정동","577-5","0577","0005","한솔빌라","월세","16.5200","202512","31","500","50","1","2001","성남대로1379번길 16-1","202601~202701","신규","-","","","연립다세대"
"413","경기도 성남시 수정구 수진동","4781","4781","0000","동명빌라(2동3동)","전세","60.4900","202512","31","16,000","0","3","1985","모란로 23","202602~202802","신규","-","","","연립다세대"
"414","경기도 성남시 수정구 단대동","15-3","0015","0003","청송빌라(3차)","전세","37.7600","202512","31","11,000","0","4","1994","논골로65번길 4-1","202512~202712","신규","-","","","연립다세대"
"415","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202512","30","53,580","31","2","2017","위례동이로 24","202601~202801","갱신","-","52,736","31","연립다세대"
"416","경기도 성남시 수정구 수진동","1298","1298","0000","골드캐슬","전세","61.5950","202512","30","18,000","0","2","2015","제일로110번길 5-5","202601~202801","신규","-","","","연립다세대"
"417","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","30","53,957","32","3","2017","위례동이로 24","202601~202801","갱신","-","52,539","32","연립다세대"
"418","경기도 성남시 수정구 태평동","3349","3349","0000","신안맨션","월세","54.6000","202512","30","0","40","3","1991","수정로171번길 17-12","202512~202712","신규","-","","","연립다세대"
"419","경기도 성남시 수정구 태평동","6153-2","6153","0002","성문빌라","전세","58.7800","202512","30","20,000","0","2","1996","수정로87번길 21-8","202601~202801","갱신","-","20,000","0","연립다세대"
"420","경기도 성남시 수정구 산성동","150","0150","0000","장미빌라","전세","38.6800","202512","30","12,200","0","2","1997","수정남로326번길 5","202602~202802","갱신","-","11,000","0","연립다세대"
"421","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","29","41,955","65","4","2017","위례동이로 24","202601~202801","갱신","-","40,852","63","연립다세대"
"422","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","29","41,955","65","4","2017","위례동이로 24","202601~202801","갱신","-","0","62","연립다세대"
"423","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202512","29","50,281","43","4","2017","위례동이로 24","202601~202801","갱신","-","48,959","42","연립다세대"
"424","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.8555","202512","29","40,754","62","1","2017","위례동이로 24","202601~202801","갱신","-","40,112","61","연립다세대"
"425","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202512","29","47,253","43","4","2017","위례동이로 24","202602~202802","신규","-","","","연립다세대"
"426","경기도 성남시 수정구 복정동","577-2","0577","0002","파크빌라","월세","15.1200","202512","29","1,000","40","3","2001","성남대로1379번길 38","202602~202702","갱신","사용","1,000","40","연립다세대"
"427","경기도 성남시 수정구 단대동","64-13","0064","0013","단대동64-13단대미가","전세","55.1900","202512","29","34,000","0","4","2025","산성대로475번길 14","202603~202803","신규","-","","","연립다세대"
"428","경기도 성남시 수정구 단대동","32-3","0032","0003","아름빌라","전세","37.7200","202512","27","10,700","0","1","1994","논골로53번길 10-7","202602~202802","신규","-","","","연립다세대"
"429","경기도 성남시 수정구 신흥동","3426-2","3426","0002","동천주택(C동)","전세","41.1300","202512","27","11,700","0","1","1986","공원로391번길 15-1","202601~202801","신규","-","","","연립다세대"
"430","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","26","47,253","43","1","2017","위례동이로 24","202601~202801","갱신","-","46,011","42","연립다세대"
"431","경기도 성남시 수정구 양지동","381","0381","0000","대성아트빌(가동)","전세","61.2200","202512","26","21,000","0","3","2003","산성대로527번길 22-1","202603~202803","신규","-","","","연립다세대"
"432","경기도 성남시 수정구 양지동","381","0381","0000","대성아트빌(가동)","전세","61.2200","202512","26","21,000","0","3","2003","산성대로527번길 22-1","202602~202802","신규","-","","","연립다세대"
"433","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9529","202512","26","43,577","32","2","2017","위례동이로 24","202601~202801","갱신","-","42,431","32","연립다세대"
"434","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.8555","202512","26","49,029","41","1","2017","위례동이로 24","202601~202801","갱신","-","48,257","41","연립다세대"
"435","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","24","49,632","43","2","2017","위례동이로 24","202601~202801","갱신","-","48,327","42","연립다세대"
"436","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202512","24","40,237","62","2","2017","위례동이로 24","202601~202801","갱신","-","39,603","61","연립다세대"
"437","경기도 성남시 수정구 산성동","466","0466","0000","창성빌라","전세","59.8400","202512","23","10,000","0","-1","1997","수정남로326번길 10-5","202605~202805","신규","-","","","연립다세대"
"438","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","26.2000","202512","23","1,000","70","4","2010","성남대로 1244","202601~202701","신규","-","","","연립다세대"
"439","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","23","49,091","43","2","2017","위례동이로 24","202601~202801","갱신","-","47,801","42","연립다세대"
"440","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","23","40,982","65","2","2017","위례동이로 24","202601~202801","갱신","-","39,904","63","연립다세대"
"441","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","23","40,441","65","3","2017","위례동이로 24","202601~202801","갱신","-","39,378","63","연립다세대"
"442","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","23","40,982","65","3","2017","위례동이로 24","202601~202801","갱신","-","39,904","63","연립다세대"
"443","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202512","23","41,788","62","3","2017","위례동이로 24","-","-","-","","","연립다세대"
"444","경기도 성남시 수정구 고등동","400-3","0400","0003","판교유엔빌리지N동","월세","113.5800","202512","23","4,000","200","2","2023","대왕판교로982번길 7-10","202601~202801","신규","-","","","연립다세대"
"445","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202512","22","50,065","43","4","2017","위례동이로 24","202601~202801","갱신","-","48,748","42","연립다세대"
"446","경기도 성남시 수정구 태평동","6960","6960","0000","세인트빌","전세","56.5700","202512","22","18,000","0","-1","2005","수정로57번길 6-2","202512~202605","신규","-","","","연립다세대"
"447","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202512","22","34,494","65","2","2017","위례동이로 24","202601~202801","갱신","-","0","61","연립다세대"
"448","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202512","22","47,145","43","1","2017","위례동이로 24","202601~202801","갱신","-","45,906","42","연립다세대"
"449","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202512","22","43,577","43","2","2017","위례동이로 24","202601~202801","갱신","-","42,431","42","연립다세대"
"450","경기도 성남시 수정구 단대동","48-1","0048","0001","성일빌라(48-1)","전세","51.3800","202512","20","8,000","0","-1","1994","논골로53번길 5","202601~202801","신규","-","","","연립다세대"
"451","경기도 성남시 수정구 산성동","479","0479","0000","금성빌라1차","월세","35.4200","202512","20","300","55","2","1997","수정남로326번길 12-7","202512~202712","신규","-","","","연립다세대"
"452","경기도 성남시 수정구 산성동","2187","2187","0000","영동빌라","월세","50.5500","202512","20","2,000","60","2","1992","희망로518번길 7","202601~202801","신규","-","","","연립다세대"
