"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"594","경기도 성남시 수정구 수진동","2938","2938","0000","명문빌리지(2938)","전세","60.2600","202511","17","15,000","0","-1","2001","제일로157번길 12","202512~202712","신규","-","","","연립다세대"
"595","경기도 성남시 수정구 신흥동","3787","3787","0000","건우맨션","전세","59.9000","202511","17","22,000","0","1","2002","산성대로249번길 23","202512~202712","신규","-","","","연립다세대"
"596","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202511","17","46,960","41","2","2017","위례동이로 24","202512~202711","갱신","-","46,220","41","연립다세대"
"597","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","26.8000","202511","16","2,000","70","3","2010","성남대로 1244","202512~202712","신규","-","","","연립다세대"
"598","경기도 성남시 수정구 태평동","3290","3290","0000","현대타운(나동)","월세","59.8900","202511","15","17,000","30","3","2000","남문로94번길 8","202602~202802","신규","-","","","연립다세대"
"599","경기도 성남시 수정구 복정동","657","0657","0000","더하우스에듀","전세","56.0800","202511","15","33,000","0","4","2019","복정로118번길 18","202601~202801","신규","-","","","연립다세대"
"600","경기도 성남시 수정구 태평동","3225","3225","0000","예건빌라(가)","전세","60.5100","202511","15","24,500","0","3","2002","남문로74번길 17-1","202512~202712","신규","-","","","연립다세대"
"601","경기도 성남시 수정구 산성동","424","0424","0000","대인파크빌(424-0)","월세","70.2900","202511","15","10,000","40","3","2005","수정남로326번길 4-1","202601~202801","신규","-","","","연립다세대"
"602","경기도 성남시 수정구 산성동","614","0614","0000","다솜빌","전세","51.9100","202511","15","22,400","0","4","2007","수정남로306번길 9-1","202511~202711","갱신","사용","22,050","0","연립다세대"
"603","경기도 성남시 수정구 신흥동","80","0080","0000","신원빌리지(103동)","전세","53.4000","202511","15","15,500","0","1","1995","수정로251번길 22-1","202512~202712","갱신","-","15,000","0","연립다세대"
"604","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202511","14","53,633","32","2","2017","위례동이로 24","202512~202712","갱신","-","52,223","32","연립다세대"
"605","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202511","14","49,632","43","2","2017","위례동이로 24","202512~202712","갱신","-","48,327","42","연립다세대"
"606","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202511","14","53,417","32","3","2017","위례동이로 24","202512~202712","갱신","-","52,012","32","연립다세대"
"607","경기도 성남시 수정구 수진동","4432","4432","0000","명문맨션","전세","68.0300","202511","14","28,000","0","2","2003","제일로 103","202511~202711","갱신","-","26,000","0","연립다세대"
"608","경기도 성남시 수정구 단대동","31-11","0031","0011","한성빌라(11차)","월세","33.6400","202511","13","1,000","50","3","1993","논골로53번길 10-10","202512~202712","신규","-","","","연립다세대"
"609","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202511","13","53,633","32","3","2017","위례동이로 24","202512~202712","갱신","-","52,223","32","연립다세대"
"610","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.8555","202511","13","51,201","31","1","2017","위례동이로 24","202512~202712","갱신","-","50,395","31","연립다세대"
"611","경기도 성남시 수정구 태평동","7255-1","7255","0001","청보주택(1동)","전세","34.2000","202511","13","11,000","0","1","1987","수정로37번길 6-3","202512~202712","신규","-","","","연립다세대"
"612","경기도 성남시 수정구 단대동","36-4","0036","0004","태성로얄빌라","전세","39.6500","202511","12","11,000","0","1","1994","논골로53번길 18-1","202512~202712","신규","-","","","연립다세대"
"613","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202511","12","52,649","31","3","2017","위례동이로 24","202512~202712","신규","-","","","연립다세대"
"614","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202511","12","40,982","65","2","2017","위례동이로 24","202512~202712","갱신","-","39,904","63","연립다세대"
"615","경기도 성남시 수정구 단대동","49-3","0049","0003","장미맨션","월세","34.7300","202511","11","11,000","20","2","2000","논골로47번길 6-4","202512~202712","신규","-","","","연립다세대"
"616","경기도 성남시 수정구 양지동","601","0601","0000","진주맨션","전세","59.9700","202511","11","28,000","0","2","2002","양지로27번길 8","202602~202802","신규","-","","","연립다세대"
"617","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202511","11","52,132","31","3","2017","위례동이로 24","202512~202712","갱신","-","51,311","31","연립다세대"
"618","경기도 성남시 수정구 태평동","7303","7303","0000","로얄타운","전세","47.0600","202511","11","13,000","0","3","1983","공원로409번길 10","202512~202712","신규","-","","","연립다세대"
"619","경기도 성남시 수정구 양지동","21","0021","0000","시범연립","전세","47.7000","202511","11","11,500","0","1","1980","산성대로595번길 6","202512~202712","신규","-","","","연립다세대"
"620","경기도 성남시 수정구 단대동","49-3","0049","0003","장미맨션","전세","34.7300","202511","11","11,000","0","2","2000","논골로47번길 6-4","202512~202712","신규","-","","","연립다세대"
"621","경기도 성남시 수정구 태평동","3307-140","3307","0140","(3307-140)","월세","56.6200","202511","11","5,000","70","1","2004","남문로94번길 17-15","202512~202712","신규","-","","","연립다세대"
"622","경기도 성남시 수정구 태평동","7183-4","7183","0004","성원빌라(B동)","전세","40.2800","202511","10","7,500","0","-1","1990","모란로101번길 3-1","202511~202711","갱신","-","7,500","0","연립다세대"
"623","경기도 성남시 수정구 수진동","4781","4781","0000","동명빌라(2동3동)","월세","60.4900","202511","10","1,000","60","1","1985","모란로 23","202512~202612","신규","-","","","연립다세대"
"624","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202511","10","52,649","31","3","2017","위례동이로 24","202512~202712","갱신","-","51,820","31","연립다세대"
"625","경기도 성남시 수정구 산성동","606","0606","0000","청산빌라","전세","55.7700","202511","10","21,000","0","3","2007","수정남로320번길 5","202511~202711","신규","-","","","연립다세대"
"626","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202511","10","40,982","65","3","2017","위례동이로 24","202512~202712","갱신","-","39,904","63","연립다세대"
"627","경기도 성남시 수정구 태평동","7254-1","7254","0001","삼보빌라(가,나동)","전세","52.2700","202511","10","18,000","0","3","1994","수정로 39","202511~202711","신규","-","","","연립다세대"
"628","경기도 성남시 수정구 태평동","3194","3194","0000","화인빌라","전세","58.5700","202511","10","26,200","0","3","2001","남문로74번길 14","202511~202711","갱신","-","25,000","0","연립다세대"
"629","경기도 성남시 수정구 태평동","3307-88","3307","0088","(3307-88)","월세","37.4000","202511","09","1,000","55","3","1991","남문로94번길 3-8","202512~202712","신규","-","","","연립다세대"
"630","경기도 성남시 수정구 단대동","16-2","0016","0002","장안빌라","전세","35.5700","202511","08","11,700","0","4","2001","논골로65번길 4","202512~202712","신규","-","","","연립다세대"
"631","경기도 성남시 수정구 신흥동","97-1","0097","0001","삼환빌리지","전세","39.6400","202511","07","11,500","0","3","1989","수정로251번길 19-1","202512~202712","신규","-","","","연립다세대"
"632","경기도 성남시 수정구 산성동","132","0132","0000","월드빌라트(132-0)","전세","59.6700","202511","07","18,000","0","3","1997","수정남로328번길 2","202601~202801","신규","-","","","연립다세대"
"633","경기도 성남시 수정구 태평동","3307-129","3307","0129","영진빌라(3307-129)","전세","42.1650","202511","07","12,000","0","2","1990","남문로94번길 15-16","202511~202711","신규","-","","","연립다세대"
"634","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202511","06","34,926","65","3","2017","위례동이로 24","202512~202712","갱신","-","34,008","63","연립다세대"
"635","경기도 성남시 수정구 수진동","4622-4","4622","0004","삼성로얄맨션(B동)","전세","59.9500","202511","06","26,100","0","2","2000","성남대로1179번길 5","202511~202801","갱신","-","23,100","0","연립다세대"
"636","경기도 성남시 수정구 고등동","390-18","0390","0018","고산(390-18)","월세","71.3000","202511","05","18,000","46","3","2009","대왕판교로982번길 13-8","202511~202711","갱신","-","18,000","35","연립다세대"
"637","경기도 성남시 수정구 수진동","4780-4","4780","0004","영진빌라","월세","34.0300","202511","05","1,000","50","1","1991","모란로 33-3","202512~202712","신규","-","","","연립다세대"
"638","경기도 성남시 수정구 단대동","44-4","0044","0004","효자빌라","전세","39.8000","202511","05","11,000","0","4","1994","논골로53번길 19-7","202511~202605","갱신","-","11,000","0","연립다세대"
"639","경기도 성남시 수정구 고등동","390-18","0390","0018","고산(390-18)","월세","71.3000","202511","05","18,000","46","3","2009","대왕판교로982번길 13-8","202511~202711","갱신","-","18,000","43","연립다세대"
"640","경기도 성남시 수정구 태평동","7333-1","7333","0001","해달집","전세","73.6900","202511","05","36,000","0","2","2023","수정북로 111","202511~202711","갱신","-","35,000","0","연립다세대"
"641","경기도 성남시 수정구 태평동","6694-12","6694","0012","수정빌라","전세","31.0400","202511","05","8,000","0","2","1994","수정로57번길 41","202511~202711","신규","-","","","연립다세대"
"642","경기도 성남시 수정구 태평동","3693-13","3693","0013","중앙빌라","전세","76.9500","202511","05","30,000","0","5","2002","수정로111번길 18","202601~202801","신규","-","","","연립다세대"
"643","경기도 성남시 수정구 태평동","3693-12","3693","0012","중앙하이츠빌라","월세","40.8100","202511","05","10,000","10","2","1993","수정로111번길 14-13","202512~202712","신규","-","","","연립다세대"
"644","경기도 성남시 수정구 양지동","318","0318","0000","상록맨숀","전세","75.8200","202511","04","25,000","0","2","2002","양지로 55","202511~202711","갱신","-","24,000","0","연립다세대"
"645","경기도 성남시 수정구 단대동","162-8","0162","0008","삼익","월세","56.2600","202511","04","9,000","100","3","2016","희망로464번길 32","202511~202711","신규","-","","","연립다세대"
"646","경기도 성남시 수정구 신흥동","3400-1","3400","0001","대우빌라","전세","41.5900","202511","04","13,000","0","1","1992","공원로391번길 5","202511~202711","신규","-","","","연립다세대"
"647","경기도 성남시 수정구 산성동","522","0522","0000","천사파크뷰","전세","58.1200","202511","03","23,000","0","2","2008","수정남로306번길 25","202511~202711","갱신","-","18,000","0","연립다세대"
"648","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202511","03","47,686","43","1","2017","위례동이로 24","202512~202712","갱신","-","46,432","42","연립다세대"
"649","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202511","03","41,168","62","2","2017","위례동이로 24","202512~202712","갱신","-","40,519","61","연립다세대"
"650","경기도 성남시 수정구 태평동","3383","3383","0000","태평하이츠","전세","60.9200","202511","03","26,000","0","3","2002","수정로153번길 16-1","202601~202801","신규","-","","","연립다세대"
"651","경기도 성남시 수정구 단대동","22-3","0022","0003","대도빌리지","전세","37.5600","202511","03","12,000","0","2","1995","논골로61번길 4-1","202512~202712","신규","-","","","연립다세대"
"652","경기도 성남시 수정구 금토동","91-1","0091","0001","(91-1)","전세","46.0000","202511","03","15,400","0","4","2014","달래내로207번길 33","202512~202712","신규","-","","","연립다세대"
"653","경기도 성남시 수정구 금토동","91-1","0091","0001","(91-1)","전세","46.0000","202511","03","15,400","0","4","2014","달래내로207번길 33","202512~202712","신규","-","","","연립다세대"
"654","경기도 성남시 수정구 태평동","3460-1","3460","0001","동일빌라(A동)","월세","37.6200","202511","02","6,000","40","3","1986","수정북로63번길 5","202511~202711","신규","-","","","연립다세대"
"655","경기도 성남시 수정구 태평동","3337-4","3337","0004","한성빌리지(102동)","전세","62.1600","202511","01","27,000","0","4","2010","수정로153번길 18-15","202511~202711","신규","-","","","연립다세대"
"656","경기도 성남시 수정구 상적동","294-15","0294","0015","운서재6","전세","34.1600","202511","01","19,900","0","3","2016","달래내로387번길 10","202601~202801","신규","-","","","연립다세대"
"657","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","26.2000","202511","01","1,000","75","3","2010","성남대로 1244","202511~202711","신규","-","","","연립다세대"
"658","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","27.4300","202511","01","1,000","70","2","2010","성남대로 1244","202511~202711","신규","-","","","연립다세대"
"659","경기도 성남시 수정구 태평동","7212","7212","0000","현대빌리지","전세","66.0300","202510","31","22,000","0","3","1994","모란로89번길 11","202511~202711","신규","-","","","연립다세대"
"660","경기도 성남시 수정구 단대동","29-2","0029","0002","한강빌라","전세","41.5600","202510","30","11,000","0","1","1993","논골로53번길 4-9","202511~202711","갱신","-","9,000","0","연립다세대"
"661","경기도 성남시 수정구 단대동","44-7","0044","0007","수정빌라","전세","44.1500","202510","30","9,500","0","4","1994","논골로53번길 17-10","202601~202801","신규","-","","","연립다세대"
"662","경기도 성남시 수정구 산성동","144","0144","0000","황금빌라4차","전세","40.4300","202510","30","12,000","0","3","1997","수정남로326번길 11-1","202511~202711","신규","-","","","연립다세대"
"663","경기도 성남시 수정구 수진동","4513","4513","0000","대명맨션","전세","69.2400","202510","30","25,000","0","6","2002","산성대로97번길 9","202510~202710","신규","-","","","연립다세대"
"664","경기도 성남시 수정구 단대동","29-5","0029","0005","한강빌라1차","전세","41.7850","202510","30","12,000","0","4","1993","논골로53번길 4","202512~202711","신규","-","","","연립다세대"
"665","경기도 성남시 수정구 산성동","105","0105","0000","신우빌라(나동)","전세","45.3600","202510","29","11,500","0","4","1996","수정남로330번길 9-1","202512~202712","갱신","사용","11,000","0","연립다세대"
"666","경기도 성남시 수정구 태평동","3368-5","3368","0005","청림빌B동","전세","60.9100","202510","29","24,000","0","2","2007","수정로153번길 18-18","202511~202711","신규","-","","","연립다세대"
"667","경기도 성남시 수정구 태평동","7255-9","7255","0009","청보주택(9동)","월세","29.3800","202510","29","1,000","50","2","1987","수정로 37","202511~202711","신규","-","","","연립다세대"
"668","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7398","202510","29","54,606","32","4","2017","위례동이로 24","202512~202712","갱신","-","53,170","32","연립다세대"
"669","경기도 성남시 수정구 산성동","105","0105","0000","신우빌라(나동)","전세","45.3600","202510","29","11,500","0","4","1996","수정남로330번길 9-1","202512~202712","갱신","사용","11,000","0","연립다세대"
"670","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202510","29","49,632","43","2","2017","위례동이로 24","202512~202712","갱신","-","48,327","42","연립다세대"
"671","경기도 성남시 수정구 신흥동","3388","3388","0000","민성아이빌(A동)","전세","76.4600","202510","29","20,000","0","5","2002","수정남로 178","202512~202712","신규","-","","","연립다세대"
"672","경기도 성남시 수정구 양지동","292-1","0292","0001","대원트윈빌라나동","월세","48.9100","202510","29","5,000","50","1","1994","양지로53번길 1","202601~202801","신규","-","","","연립다세대"
"673","경기도 성남시 수정구 태평동","3768-5","3768","0005","대일빌라A동","월세","41.3000","202510","28","10,000","35","2","1989","남문로62번길 18","202511~202710","신규","-","","","연립다세대"
"674","경기도 성남시 수정구 수진동","3403","3403","0000","하니빌","전세","72.9500","202510","27","24,500","0","4","2004","제일로 135","202511~202711","갱신","-","23,000","0","연립다세대"
"675","경기도 성남시 수정구 양지동","636","0636","0000","황제쉐르빌","전세","60.8200","202510","27","21,900","0","2","2000","양지로23번길 5","202512~202712","신규","-","","","연립다세대"
"676","경기도 성남시 수정구 심곡동","349-5","0349","0005","(349-5)","월세","52.6300","202510","27","2,000","110","4","2016","심곡로45번길 3-2","202511~202611","신규","-","","","연립다세대"
"677","경기도 성남시 수정구 수진동","3032","3032","0000","명문빌라","월세","59.9000","202510","26","7,000","80","3","2001","수정남로4번길 11","202512~202712","신규","-","","","연립다세대"
"678","경기도 성남시 수정구 양지동","388-1","0388","0001","은행빌리지(B동)","전세","60.0000","202510","26","20,000","0","3","2002","논골로36번길 32-2","202511~202711","신규","-","","","연립다세대"
"679","경기도 성남시 수정구 단대동","38-6","0038","0006","동영빌라","월세","38.3000","202510","25","1,000","35","1","1994","논골로53번길 26-4","202512~202712","신규","-","","","연립다세대"
"680","경기도 성남시 수정구 단대동","40-3","0040","0003","예운빌라","월세","58.9400","202510","25","500","50","1","2001","논골로61번길 26-3","202512~202712","신규","-","","","연립다세대"
"681","경기도 성남시 수정구 신흥동","183-1","0183","0001","수정빌라(A동)","월세","72.9900","202510","25","23,000","5","3","2003","수정남로 247","202510~202710","갱신","사용","23,000","0","연립다세대"
"682","경기도 성남시 수정구 양지동","559","0559","0000","양지하임","월세","62.5150","202510","25","25,000","30","5","2015","산성대로515번길 5-11","202512~202712","신규","-","","","연립다세대"
"683","경기도 성남시 수정구 단대동","31-10","0031","0010","한성빌라(10차)","월세","36.1000","202510","24","1,000","45","1","1993","논골로53번길 10-8","202511~202711","갱신","사용","1,000","45","연립다세대"
"684","경기도 성남시 수정구 단대동","44-2","0044","0002","라인빌라","전세","42.9100","202510","24","12,600","0","2","1993","논골로53번길 19-5","202511~202711","신규","-","","","연립다세대"
"685","경기도 성남시 수정구 단대동","43-3","0043","0003","서인빌라","전세","37.3800","202510","24","11,800","0","2","1995","논골로53번길 19-6","202511~202711","신규","-","","","연립다세대"
"686","경기도 성남시 수정구 복정동","575-10","0575","0010","상아탑빌라","월세","27.4200","202510","24","4,000","40","2","2000","성남대로1379번길 28","202511~202711","신규","-","","","연립다세대"
"687","경기도 성남시 수정구 단대동","46-4","0046","0004","쌍봉빌라","전세","40.6400","202510","23","8,000","0","-1","1993","논골로47번길 8-7","202511~202711","신규","-","","","연립다세대"
"688","경기도 성남시 수정구 신흥동","2590","2590","0000","렉스빌Ⅲ","전세","53.1300","202510","23","17,000","0","4","2007","산성대로283번길 16-16","202511~202711","갱신","-","17,000","0","연립다세대"
"689","경기도 성남시 수정구 단대동","29-4","0029","0004","한강빌라(2차)","전세","42.1200","202510","23","8,000","0","-1","1993","논골로53번길 4-3","202511~202711","신규","-","","","연립다세대"
"690","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9529","202510","22","35,683","54","1","2017","위례동이로 24","202512~202711","갱신","-","34,745","53","연립다세대"
"691","경기도 성남시 수정구 양지동","511","0511","0000","시티빌라","전세","60.7200","202510","21","24,000","0","2","1996","산성대로515번길 6-11","202512~202712","신규","-","","","연립다세대"
"692","경기도 성남시 수정구 신흥동","51","0051","0000","금오타운","전세","54.1000","202510","20","16,500","0","1","2001","수정로271번길 9","202510~202702","갱신","-","16,000","0","연립다세대"
"693","경기도 성남시 수정구 단대동","49-6","0049","0006","현대맨션","전세","44.8200","202510","20","12,500","0","2","1993","논골로47번길 4-1","202511~202711","신규","-","","","연립다세대"
"694","경기도 성남시 수정구 태평동","6944-4","6944","0004","대영아트빌라","전세","62.4100","202510","18","18,000","0","1","1991","성남대로1237번길 11","202511~202711","신규","-","","","연립다세대"
"695","경기도 성남시 수정구 수진동","2990","2990","0000","그린하우스","월세","24.0000","202510","18","1,000","40","4","1983","성남대로1226번길 12","202511~202711","신규","-","","","연립다세대"
"696","경기도 성남시 수정구 산성동","114","0114","0000","대왕주택1차","전세","35.9700","202510","18","7,500","0","-1","1997","수정남로330번길 2","202511~202711","신규","-","","","연립다세대"
"697","경기도 성남시 수정구 태평동","7264-10","7264","0010","삼둔주택(가동)","전세","59.1800","202510","18","18,000","0","4","1993","수정로 33","202512~202712","신규","-","","","연립다세대"
"698","경기도 성남시 수정구 산성동","483","0483","0000","경서빌라(A동)","월세","37.4600","202510","17","11,300","3","3","1997","수정로456번길 72-1","202512~202712","신규","-","","","연립다세대"
"699","경기도 성남시 수정구 단대동","13-1","0013","0001","신우빌라","월세","42.7600","202510","17","1,000","60","1","1994","논골로69번길 7","202510~202710","신규","-","","","연립다세대"
"700","경기도 성남시 수정구 산성동","483","0483","0000","경서빌라(A동)","전세","37.4600","202510","17","12,000","0","3","1997","수정로456번길 72-1","202512~202712","신규","-","","","연립다세대"
"701","경기도 성남시 수정구 태평동","3769-2","3769","0002","풀하우스","월세","44.9200","202510","17","5,000","80","3","2013","남문로60번길 15","202601~202801","신규","-","","","연립다세대"
"702","경기도 성남시 수정구 단대동","64-13","0064","0013","단대동64-13단대미가","전세","49.7500","202510","17","30,000","0","4","2025","산성대로475번길 14","202511~202711","신규","-","","","연립다세대"
"703","경기도 성남시 수정구 신흥동","3400-1","3400","0001","대우빌라","전세","41.5900","202510","16","13,000","0","1","1992","공원로391번길 5","202511~202711","신규","-","","","연립다세대"
"704","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","24.0100","202510","16","1,000","70","4","2010","성남대로 1244","202510~202610","신규","-","","","연립다세대"
"705","경기도 성남시 수정구 사송동","532-3","0532","0003","그린빌II101~103동","전세","57.7600","202510","16","28,000","0","3","2017","설개로 83","202511~202711","신규","-","","","연립다세대"
"706","경기도 성남시 수정구 양지동","511","0511","0000","시티빌라","월세","60.7200","202510","16","2,000","65","-1","1996","산성대로515번길 6-11","202511~202711","신규","-","","","연립다세대"
"707","경기도 성남시 수정구 신흥동","3400-1","3400","0001","대우빌라","전세","41.5900","202510","16","13,000","0","1","1992","공원로391번길 5","202511~202711","신규","-","","","연립다세대"
"708","경기도 성남시 수정구 양지동","477","0477","0000","진주맨션(477-0)","전세","59.9600","202510","16","23,000","0","1","2000","양지로35번길 7","202602~202802","신규","-","","","연립다세대"
"709","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202510","15","50,605","43","4","2017","위례동이로 24","202512~202712","갱신","-","49,275","42","연립다세대"
"710","경기도 성남시 수정구 고등동","400-11","0400","0011","판교유엔빌리지U동","월세","133.2600","202510","15","4,000","140","2","2023","대왕판교로982번길 7-12","202510~202710","신규","-","","","연립다세대"
"711","경기도 성남시 수정구 오야동","265-1","0265","0001","슈가로프","월세","185.2400","202510","15","2,000","65","2","2018","오야로 30","202511~202711","신규","-","","","연립다세대"
"712","경기도 성남시 수정구 태평동","7183-6","7183","0006","굿모닝파크빌A","전세","62.3400","202510","15","30,000","0","3","2008","모란로 97","202510~202710","갱신","-","28,000","0","연립다세대"
"713","경기도 성남시 수정구 사송동","536","0536","0000","뉴그린빌(1동,2동)","전세","51.0300","202510","15","35,000","0","3","2019","설개로89번길 3","202510~202710","신규","-","","","연립다세대"
"714","경기도 성남시 수정구 단대동","28-4","0028","0004","성신빌라","월세","40.8600","202510","15","6,000","8","-1","1993","논골로 55","202511~202711","신규","-","","","연립다세대"
"715","경기도 성남시 수정구 단대동","49-8","0049","0008","대원빌라","전세","44.9200","202510","14","9,000","0","-1","1993","논골로47번길 4-5","202511~202711","신규","-","","","연립다세대"
"716","경기도 성남시 수정구 단대동","29-3","0029","0003","명성빌라","전세","41.6900","202510","14","11,000","0","1","1993","논골로53번길 4-7","202511~202711","신규","-","","","연립다세대"
"717","경기도 성남시 수정구 단대동","33-7","0033","0007","상승맨션(나동)","월세","59.9800","202510","13","12,000","22","-1","1995","논골로53번길 14-2","202511~202711","신규","-","","","연립다세대"
"718","경기도 성남시 수정구 단대동","33-7","0033","0007","상승맨션(나동)","전세","59.9800","202510","13","12,000","0","1","1995","논골로53번길 14-2","202511~202711","신규","-","","","연립다세대"
"719","경기도 성남시 수정구 산성동","104","0104","0000","신우빌라(가동)","전세","55.5300","202510","13","16,000","0","4","1997","수정로456번길 62","202511~202711","갱신","-","16,000","0","연립다세대"
"720","경기도 성남시 수정구 태평동","3613-3","3613","0003","수진빌라","월세","40.0900","202510","11","1,000","65","-1","1990","수정북로35번길 14","202510~202710","신규","-","","","연립다세대"
"721","경기도 성남시 수정구 태평동","7255-6","7255","0006","청보주택(6동)","월세","24.7200","202510","11","500","55","1","1987","수정로37번길 6-6","202510~202710","신규","-","","","연립다세대"
"722","경기도 성남시 수정구 산성동","502","0502","0000","성일하이츠빌라","월세","59.1400","202510","11","2,000","90","4","1997","수정로456번길 75","202511~202711","신규","-","","","연립다세대"
"723","경기도 성남시 수정구 단대동","31-8","0031","0008","정원빌라","전세","39.6700","202510","10","12,000","0","3","1994","논골로53번길 10-4","202511~202711","신규","-","","","연립다세대"
"724","경기도 성남시 수정구 산성동","88","0088","0000","(88-0)","전세","56.9800","202510","10","19,000","0","5","2008","수정남로336번길 6-1","202511~202711","신규","-","","","연립다세대"
"725","경기도 성남시 수정구 시흥동","40","0040","0000","중앙하이빌Ⅲ","월세","63.6100","202510","03","28,980","5","1","2009","여수대로56번길 15","202511~202711","신규","-","","","연립다세대"
"726","경기도 성남시 수정구 산성동","130","0130","0000","대왕주택2차","전세","37.0100","202510","02","7,900","0","-1","1997","수정남로328번길 3","202511~202711","신규","-","","","연립다세대"
"727","경기도 성남시 수정구 단대동","33-4","0033","0004","신성빌라","전세","42.0550","202510","02","12,000","0","4","1993","논골로53번길 12-3","202511~202711","신규","-","","","연립다세대"
"728","경기도 성남시 수정구 단대동","185-19","0185","0019","삼보주택(A동)","월세","43.0200","202510","02","1,000","65","2","1991","산성대로383번길 27","202510~202602","갱신","-","2,000","60","연립다세대"
"729","경기도 성남시 수정구 수진동","4606-1","4606","0001","동양빌라(가동)","월세","35.7200","202510","02","2,000","60","1","1989","성남대로1209번길 9","202510~202710","신규","-","","","연립다세대"
"730","경기도 성남시 수정구 태평동","831-1","0831","0001","태평노블레스(102동)","전세","69.6800","202510","01","26,000","0","4","2015","남문로77번길 28","202511~202711","신규","-","","","연립다세대"
"731","경기도 성남시 수정구 단대동","39-7","0039","0007","수정빌라(39-7)","전세","37.8800","202509","30","10,000","0","4","1994","논골로53번길 28-6","202511~202711","신규","-","","","연립다세대"
"732","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202509","30","46,253","41","2","2017","위례동이로 24","202512~202711","갱신","-","46,220","41","연립다세대"
"733","경기도 성남시 수정구 태평동","7196-2","7196","0002","삼영로즈빌","월세","76.7400","202509","30","5,000","130","4","2003","수정로35번길 26","202510~202710","신규","-","","","연립다세대"
"734","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","전세","46.1700","202509","29","16,000","0","2","2007","제일로110번길 5","202511~202711","갱신","-","16,000","0","연립다세대"
"735","경기도 성남시 수정구 수진동","2848","2848","0000","금강맨션","전세","62.6100","202509","29","18,000","0","3","2001","제일로 106","202509~202709","갱신","-","18,000","0","연립다세대"
"736","경기도 성남시 수정구 산성동","105","0105","0000","신우빌라(나동)","전세","43.7700","202509","29","12,000","0","3","1996","수정남로330번길 9-1","202510~202710","신규","-","","","연립다세대"
"737","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","월세","44.6800","202509","28","3,000","55","2","2007","제일로110번길 5","202510~202710","신규","-","","","연립다세대"
"738","경기도 성남시 수정구 산성동","423","0423","0000","현대아트빌라2차","월세","59.4300","202509","28","3,000","50","2","1997","수정남로326번길 4","202509~202709","갱신","사용","3,000","50","연립다세대"
