"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 분당구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1478","경기도 성남시 분당구 정자동","6*","8m미만","24.00","월세","202601","21","2,000","65","1996","느티로69번길","202602~202802","신규","-","","","단독다가구"
"1479","경기도 성남시 분당구 정자동","1**","8m미만","21.00","월세","202601","21","1,000","55","2000","불정로65번길","202602~202802","신규","-","","","단독다가구"
"1480","경기도 성남시 분당구 정자동","2**","12m미만","99.78","월세","202601","21","30,000","8","1997","불곡북로13번길","202603~202803","신규","-","","","단독다가구"
"1481","경기도 성남시 분당구 정자동","5*","8m미만","46.00","전세","202601","21","21,000","0","1994","백현로156번길","202603~202803","신규","-","","","단독다가구"
"1482","경기도 성남시 분당구 정자동","2**","8m미만","50.00","월세","202601","21","1,000","52","1996","불곡북로25번길","202601~202801","신규","-","","","단독다가구"
"1483","경기도 성남시 분당구 정자동","2**","8m미만","51.94","월세","202601","21","5,000","90","2000","불곡로25번길","202603~202803","신규","-","","","단독다가구"
"1484","경기도 성남시 분당구 정자동","5*","12m미만","24.00","월세","202601","21","1,000","58","1995","내정로113번길","202603~202803","갱신","사용","1,000","55","단독다가구"
"1485","경기도 성남시 분당구 구미동","1**","12m미만","17.00","월세","202601","20","1,000","52","1995","금곡로25번길","202601~202701","신규","-","","","단독다가구"
"1486","경기도 성남시 분당구 정자동","8*","8m미만","22.00","월세","202601","20","2,000","55","1995","느티로51번길","202602~202802","신규","-","","","단독다가구"
"1487","경기도 성남시 분당구 정자동","2**","8m미만","60.00","월세","202601","20","1,000","50","1996","불곡남로29번길","202601~202801","신규","-","","","단독다가구"
"1488","경기도 성남시 분당구 정자동","4*","12m미만","50.00","월세","202601","20","1,000","90","1996","내정로119번길","202601~202801","신규","-","","","단독다가구"
"1489","경기도 성남시 분당구 정자동","5*","8m미만","21.00","월세","202601","20","500","60","","백현로156번길","202602~202701","갱신","-","500","55","단독다가구"
"1490","경기도 성남시 분당구 분당동","1**","12m미만","25.00","월세","202601","20","1,000","60","2001","분당로343번길","202602~202802","신규","-","","","단독다가구"
"1491","경기도 성남시 분당구 이매동","1**","25m이상","84.89","전세","202601","20","48,300","0","","판교로","202603~202803","갱신","사용","46,000","0","단독다가구"
"1492","경기도 성남시 분당구 이매동","3**","12m미만","16.53","월세","202601","20","500","20","2000","이매로","202601~202801","신규","-","","","단독다가구"
"1493","경기도 성남시 분당구 이매동","3**","25m미만","20.00","월세","202601","20","1,000","45","2001","이매로","202602~202802","신규","-","","","단독다가구"
"1494","경기도 성남시 분당구 야탑동","3**","8m미만","23.00","월세","202601","20","500","35","1996","장미로100번길","202601~202801","신규","-","","","단독다가구"
"1495","경기도 성남시 분당구 야탑동","3**","8m미만","24.00","월세","202601","20","5,000","40","2015","장미로100번길","202602~202802","신규","-","","","단독다가구"
"1496","경기도 성남시 분당구 야탑동","2**","25m미만","28.00","월세","202601","20","1,000","60","2004","매화로48번길","202602~202802","신규","-","","","단독다가구"
"1497","경기도 성남시 분당구 야탑동","4**","8m미만","50.00","월세","202601","20","12,000","28","2003","판교로552번길","-","-","-","","","단독다가구"
"1498","경기도 성남시 분당구 분당동","1**","8m미만","40.00","월세","202601","20","2,000","45","1997","서현로429번길","202603~202803","신규","-","","","단독다가구"
"1499","경기도 성남시 분당구 구미동","1**","8m미만","18.92","월세","202601","20","2,000","50","1999","금곡로23번길","202602~202802","신규","-","","","단독다가구"
"1500","경기도 성남시 분당구 구미동","5*","12m미만","13.00","월세","202601","20","500","45","1996","미금일로86번길","202602~202802","신규","-","","","단독다가구"
"1501","경기도 성남시 분당구 서현동","3**","8m미만","52.00","월세","202601","20","1,000","50","1995","서현로393번길","202603~202803","신규","-","","","단독다가구"
"1502","경기도 성남시 분당구 수내동","9*","12m미만","24.00","전세","202601","20","20,000","0","1997","발이봉로15번길","202601~203101","신규","-","","","단독다가구"
"1503","경기도 성남시 분당구 수내동","1**","12m미만","31.59","월세","202601","20","1,000","50","1995","발이봉남로31번길","202602~202702","신규","-","","","단독다가구"
"1504","경기도 성남시 분당구 정자동","4*","25m미만","99.00","전세","202601","20","35,000","0","1996","백현로150번길","202603~202803","신규","-","","","단독다가구"
"1505","경기도 성남시 분당구 분당동","1**","8m미만","60.00","월세","202601","19","1,000","55","1995","서현로494번길","202602~202802","신규","-","","","단독다가구"
"1506","경기도 성남시 분당구 정자동","4*","8m미만","24.00","월세","202601","19","2,000","65","1994","내정로113번길","202602~202802","신규","-","","","단독다가구"
"1507","경기도 성남시 분당구 서현동","8*","8m미만","65.00","월세","202601","19","5,000","140","1997","서현로237번길","202602~202802","신규","-","","","단독다가구"
"1508","경기도 성남시 분당구 구미동","6*","12m미만","16.00","월세","202601","19","1,000","50","1995","미금일로74번길","202602~202802","신규","-","","","단독다가구"
"1509","경기도 성남시 분당구 수내동","1**","8m미만","55.00","전세","202601","19","18,000","0","1995","발이봉남로25번길","202602~202802","신규","-","","","단독다가구"
"1510","경기도 성남시 분당구 수내동","1**","25m미만","35.00","월세","202601","19","1,000","53","1997","발이봉북로31번길","202601~202801","신규","-","","","단독다가구"
"1511","경기도 성남시 분당구 수내동","1**","12m미만","24.00","월세","202601","19","3,000","45","2009","발이봉북로35번길","202602~202802","신규","-","","","단독다가구"
"1512","경기도 성남시 분당구 수내동","1**","8m미만","50.00","월세","202601","19","3,000","60","1997","발이봉남로35번길","202601~202801","신규","-","","","단독다가구"
"1513","경기도 성남시 분당구 판교동","5**","25m미만","233.85","전세","202601","19","140,000","0","2015","서판교로66번길","202603~202803","신규","-","","","단독다가구"
"1514","경기도 성남시 분당구 정자동","6*","12m미만","103.68","전세","202601","19","30,000","0","1997","황새울로108번길","202601~202801","갱신","사용","30,000","0","단독다가구"
"1515","경기도 성남시 분당구 야탑동","2**","25m미만","25.00","월세","202601","19","1,000","36","1994","매화로48번길","202603~202803","신규","-","","","단독다가구"
"1516","경기도 성남시 분당구 정자동","2**","8m미만","50.00","월세","202601","19","7,000","38","1996","불곡남로17번길","202601~202801","갱신","사용","7,000","20","단독다가구"
"1517","경기도 성남시 분당구 야탑동","3**","8m미만","15.00","월세","202601","19","500","35","2002","매화로37번길","202602~202802","신규","-","","","단독다가구"
"1518","경기도 성남시 분당구 야탑동","3**","25m미만","20.00","월세","202601","19","1,000","60","1997","장미로92번길","202602~202802","신규","-","","","단독다가구"
"1519","경기도 성남시 분당구 백현동","5**","25m미만","64.00","전세","202601","18","28,000","0","2010","동판교로52번길","202602~202802","갱신","-","28,000","0","단독다가구"
"1520","경기도 성남시 분당구 서현동","3**","8m미만","26.00","전세","202601","17","11,000","0","2000","서현로371번길","202602~202802","신규","-","","","단독다가구"
"1521","경기도 성남시 분당구 판교동","4**","12m미만","249.21","전세","202601","17","155,000","0","2011","서판교로190번길","202605~202805","신규","-","","","단독다가구"
"1522","경기도 성남시 분당구 운중동","1***","12m미만","52.80","월세","202601","17","10,000","74","2010","판교로25번길","202604~202804","신규","-","","","단독다가구"
"1523","경기도 성남시 분당구 율동","2**","8m미만","23.00","월세","202601","17","500","50","2008","새마을로177번길","202601~202804","신규","-","","","단독다가구"
"1524","경기도 성남시 분당구 동원동","1**","8m미만","20.00","월세","202601","17","500","46","2012","동원로21번길","202602~202702","신규","-","","","단독다가구"
"1525","경기도 성남시 분당구 분당동","1**","8m미만","114.49","월세","202601","17","16,000","70","1998","서현로494번길","202604~202804","신규","-","","","단독다가구"
"1526","경기도 성남시 분당구 서현동","3**","8m미만","28.00","월세","202601","17","500","35","2000","돌마로522번길","202602~202702","신규","-","","","단독다가구"
"1527","경기도 성남시 분당구 서현동","8*","12m미만","98.01","전세","202601","17","35,000","0","1994","서현로237번길","202605~202805","신규","-","","","단독다가구"
"1528","경기도 성남시 분당구 서현동","3**","8m미만","25.00","월세","202601","17","500","36","2002","돌마로522번길","202601~202801","신규","-","","","단독다가구"
"1529","경기도 성남시 분당구 서현동","8*","8m미만","70.00","월세","202601","17","5,000","120","1997","서현로237번길","202602~202802","신규","-","","","단독다가구"
"1530","경기도 성남시 분당구 동원동","6*","8m미만","35.00","월세","202601","17","500","48","2003","동원로21번길","202602~202702","신규","-","","","단독다가구"
"1531","경기도 성남시 분당구 정자동","2**","8m미만","49.00","전세","202601","17","21,000","0","1997","불곡북로37번길","202602~202802","신규","-","","","단독다가구"
"1532","경기도 성남시 분당구 정자동","5*","12m미만","24.00","월세","202601","17","1,000","60","1995","내정로113번길","202603~202803","신규","-","","","단독다가구"
"1533","경기도 성남시 분당구 구미동","1**","12m미만","27.00","월세","202601","17","2,500","57","1996","금곡로11번길","202601~202801","신규","-","","","단독다가구"
"1534","경기도 성남시 분당구 구미동","5*","12m미만","112.00","월세","202601","17","3,000","138","1996","미금일로86번길","-","-","-","","","단독다가구"
"1535","경기도 성남시 분당구 정자동","4*","8m미만","24.00","전세","202601","17","15,000","0","1995","내정로119번길","202602~202802","신규","-","","","단독다가구"
"1536","경기도 성남시 분당구 정자동","2**","12m미만","42.00","월세","202601","17","1,000","60","1996","불곡북로21번길","202602~202802","신규","-","","","단독다가구"
"1537","경기도 성남시 분당구 판교동","5**","12m미만","65.00","월세","202601","17","3,500","120","2011","서판교로58번길","202603~202803","신규","-","","","단독다가구"
"1538","경기도 성남시 분당구 판교동","4**","12m미만","100.00","전세","202601","17","64,000","0","2013","서판교로188번길","202602~202802","갱신","-","54,000","0","단독다가구"
"1539","경기도 성남시 분당구 야탑동","2**","25m미만","25.00","월세","202601","17","2,000","55","1993","야탑로149번길","202601~202801","신규","-","","","단독다가구"
"1540","경기도 성남시 분당구 판교동","4**","12m미만","249.21","전세","202601","17","155,000","0","2011","서판교로190번길","202605~202805","신규","-","","","단독다가구"
"1541","경기도 성남시 분당구 정자동","6*","12m미만","22.00","월세","202601","17","1,000","55","2002","황새울로116번길","202601~202801","신규","-","","","단독다가구"
"1542","경기도 성남시 분당구 정자동","4*","8m미만","21.00","월세","202601","17","5,000","40","2002","백현로144번길","202603~202803","신규","-","","","단독다가구"
"1543","경기도 성남시 분당구 정자동","4*","8m미만","20.00","월세","202601","17","1,000","50","1994","백현로144번길","202601~202801","신규","-","","","단독다가구"
"1544","경기도 성남시 분당구 정자동","6*","12m미만","22.00","월세","202601","17","1,000","55","2002","황새울로116번길","-","-","-","","","단독다가구"
"1545","경기도 성남시 분당구 정자동","2**","8m미만","48.00","월세","202601","17","2,000","75","2000","불곡남로29번길","-","-","-","","","단독다가구"
"1546","경기도 성남시 분당구 정자동","2**","8m미만","22.00","월세","202601","17","9,000","5","1997","불곡로17번길","202602~202802","신규","-","","","단독다가구"
"1547","경기도 성남시 분당구 이매동","3**","8m미만","22.00","월세","202601","17","4,000","30","2003","이매로124번길","202603~202803","신규","-","","","단독다가구"
"1548","경기도 성남시 분당구 정자동","3*","8m미만","23.00","월세","202601","17","1,000","65","1993","백현로144번길","202602~202802","신규","-","","","단독다가구"
"1549","경기도 성남시 분당구 정자동","2**","8m미만","50.00","전세","202601","17","18,000","0","1996","불곡북로25번길","202602~202802","신규","-","","","단독다가구"
"1550","경기도 성남시 분당구 판교동","5**","12m미만","65.00","월세","202601","17","3,500","120","2011","서판교로58번길","202603~202803","신규","-","","","단독다가구"
"1551","경기도 성남시 분당구 수내동","1**","8m미만","25.00","월세","202601","17","4,000","45","1997","발이봉로15번길","202602~202802","신규","-","","","단독다가구"
"1552","경기도 성남시 분당구 분당동","9*","8m미만","20.00","월세","202601","17","500","30","2000","서현로429번길","202602~202802","신규","-","","","단독다가구"
"1553","경기도 성남시 분당구 분당동","1**","12m미만","110.00","월세","202601","17","20,000","65","1997","장안로62번길","202603~202803","신규","-","","","단독다가구"
"1554","경기도 성남시 분당구 분당동","1**","8m미만","45.00","월세","202601","17","2,000","60","1996","선지봉로15번길","202602~202802","신규","-","","","단독다가구"
"1555","경기도 성남시 분당구 서현동","3**","8m미만","20.00","월세","202601","16","300","35","2002","서현로371번길","202602~202801","신규","-","","","단독다가구"
"1556","경기도 성남시 분당구 분당동","1**","25m미만","30.00","월세","202601","16","5,000","25","2010","장안로16번길","202602~202802","신규","-","","","단독다가구"
"1557","경기도 성남시 분당구 정자동","8*","8m미만","20.00","월세","202601","16","1,000","42","1997","느티로51번길","202602~202802","신규","-","","","단독다가구"
"1558","경기도 성남시 분당구 정자동","5*","25m미만","28.00","월세","202601","16","1,000","60","1994","백현로156번길","202602~202802","신규","-","","","단독다가구"
"1559","경기도 성남시 분당구 정자동","3*","8m미만","49.00","월세","202601","16","2,000","85","1997","내정로119번길","202602~202802","신규","-","","","단독다가구"
"1560","경기도 성남시 분당구 수내동","1**","8m미만","23.00","월세","202601","16","500","30","2009","발이봉남로12번길","202601~202701","신규","-","","","단독다가구"
"1561","경기도 성남시 분당구 정자동","7*","25m미만","19.00","월세","202601","16","1,000","60","1998","느티로63번길","202601~202801","신규","-","","","단독다가구"
"1562","경기도 성남시 분당구 정자동","5*","25m미만","28.00","월세","202601","16","1,000","60","1994","백현로156번길","-","-","-","","","단독다가구"
"1563","경기도 성남시 분당구 서현동","8*","8m미만","26.00","월세","202601","16","1,000","65","2013","서현로237번길","202603~202803","신규","-","","","단독다가구"
"1564","경기도 성남시 분당구 서현동","3**","8m미만","20.00","월세","202601","16","1,000","50","2009","불정로420번길","202602~202802","신규","-","","","단독다가구"
"1565","경기도 성남시 분당구 운중동","1***","12m미만","65.12","월세","202601","16","13,000","60","2010","판교로25번길","202602~202802","갱신","사용","13,000","60","단독다가구"
"1566","경기도 성남시 분당구 분당동","1**","8m미만","54.00","월세","202601","16","4,000","70","1997","장안로14번길","202601~202801","신규","-","","","단독다가구"
"1567","경기도 성남시 분당구 수내동","1**","12m미만","45.00","월세","202601","16","1,000","80","2000","발이봉북로49번길","202602~202802","신규","-","","","단독다가구"
"1568","경기도 성남시 분당구 야탑동","1**","8m미만","25.00","월세","202601","16","1,000","50","2000","새나리로6번길","202602~202802","신규","-","","","단독다가구"
"1569","경기도 성남시 분당구 야탑동","2**","8m미만","20.00","월세","202601","16","500","40","1995","장미로122번길","202601~202701","신규","-","","","단독다가구"
"1570","경기도 성남시 분당구 분당동","1**","12m미만","60.00","월세","202601","16","2,000","75","1997","서현로439번길","202602~202802","신규","-","","","단독다가구"
"1571","경기도 성남시 분당구 야탑동","4**","8m미만","42.90","월세","202601","16","2,000","80","2003","판교로552번길","202602~202802","신규","-","","","단독다가구"
"1572","경기도 성남시 분당구 정자동","3*","12m미만","22.47","월세","202601","16","11,000","20","1993","내정로119번길","202601~202801","신규","-","","","단독다가구"
"1573","경기도 성남시 분당구 야탑동","3**","8m미만","25.00","월세","202601","16","3,000","40","1997","야탑로167번길","202601~202801","신규","-","","","단독다가구"
"1574","경기도 성남시 분당구 백현동","5**","12m미만","60.00","월세","202601","16","5,000","100","2010","동판교로52번길","202602~202802","갱신","-","6,000","91","단독다가구"
"1575","경기도 성남시 분당구 서현동","8*","12m미만","33.00","월세","202601","16","1,000","55","2002","서현로247번길","202602~202802","신규","-","","","단독다가구"
"1576","경기도 성남시 분당구 분당동","1**","8m미만","23.00","월세","202601","16","1,000","50","2002","서현로429번길","202602~202802","신규","-","","","단독다가구"
"1577","경기도 성남시 분당구 정자동","5*","8m미만","25.00","월세","202601","15","1,000","60","2000","내정로113번길","202602~202802","신규","-","","","단독다가구"
"1578","경기도 성남시 분당구 운중동","1***","12m미만","66.00","월세","202601","15","5,000","60","2010","판교로25번길","202603~202803","신규","-","","","단독다가구"
"1579","경기도 성남시 분당구 운중동","1***","12m미만","66.00","월세","202601","15","5,000","60","2010","판교로25번길","202603~202803","신규","-","","","단독다가구"
"1580","경기도 성남시 분당구 백현동","5**","12m미만","60.00","월세","202601","15","3,000","125","2010","동판교로52번길","202603~202803","신규","-","","","단독다가구"
"1581","경기도 성남시 분당구 이매동","3**","8m미만","74.30","전세","202601","15","43,000","0","2003","이매로124번길","202604~202804","신규","-","","","단독다가구"
"1582","경기도 성남시 분당구 분당동","1**","12m미만","85.00","전세","202601","15","29,000","0","1996","분당로311번길","202602~202802","신규","-","","","단독다가구"
"1583","경기도 성남시 분당구 분당동","9*","8m미만","22.00","월세","202601","15","3,000","15","1996","서현로429번길","202601~202801","신규","-","","","단독다가구"
"1584","경기도 성남시 분당구 서현동","3**","12m미만","50.00","전세","202601","15","20,000","0","1996","불정로432번길","202602~202802","신규","-","","","단독다가구"
"1585","경기도 성남시 분당구 서현동","1**","8m미만","56.75","월세","202601","15","1,000","50","2018","안골로48번길","202601~202801","신규","-","","","단독다가구"
"1586","경기도 성남시 분당구 서현동","8*","8m미만","50.00","월세","202601","15","2,000","58","1994","서현로239번길","202601~202701","갱신","-","2,000","55","단독다가구"
"1587","경기도 성남시 분당구 정자동","5*","8m미만","21.00","월세","202601","15","1,000","62","1997","내정로113번길","202602~202802","신규","-","","","단독다가구"
"1588","경기도 성남시 분당구 분당동","1**","8m미만","50.00","월세","202601","15","2,000","40","1996","서현로429번길","202601~202801","신규","-","","","단독다가구"
"1589","경기도 성남시 분당구 야탑동","2**","8m미만","25.00","월세","202601","15","1,000","65","2000","장미로","202602~202802","신규","-","","","단독다가구"
"1590","경기도 성남시 분당구 야탑동","3**","8m미만","25.00","전세","202601","15","13,500","0","1996","장미로100번길","202602~202802","신규","-","","","단독다가구"
"1591","경기도 성남시 분당구 야탑동","2**","8m미만","21.00","월세","202601","15","500","35","1995","매화로48번길","202601~202801","신규","-","","","단독다가구"
"1592","경기도 성남시 분당구 정자동","3*","8m미만","20.00","월세","202601","15","1,000","65","1997","내정로119번길","202601~202801","신규","-","","","단독다가구"
"1593","경기도 성남시 분당구 분당동","1**","8m미만","45.00","월세","202601","15","5,000","60","1998","분당로327번길","-","-","-","","","단독다가구"
"1594","경기도 성남시 분당구 대장동","6**","25m미만","32.79","월세","202601","15","5,000","110","2022","판교대장로7길","202601~202801","신규","-","","","단독다가구"
"1595","경기도 성남시 분당구 수내동","9*","12m미만","15.00","월세","202601","15","500","35","1995","발이봉남로15번길","-","-","-","","","단독다가구"
"1596","경기도 성남시 분당구 수내동","9*","8m미만","27.00","월세","202601","15","1,000","52","1994","발이봉로7번길","202601~202801","신규","-","","","단독다가구"
"1597","경기도 성남시 분당구 수내동","9*","8m미만","25.00","월세","202601","15","1,000","58","1996","발이봉남로11번길","202601~202801","신규","-","","","단독다가구"
"1598","경기도 성남시 분당구 수내동","1**","12m미만","97.97","월세","202601","15","7,000","105","1996","발이봉남로15번길","202602~202802","신규","-","","","단독다가구"
"1599","경기도 성남시 분당구 수내동","1**","8m미만","23.00","월세","202601","15","5,000","30","1997","발이봉남로25번길","202602~202802","신규","-","","","단독다가구"
"1600","경기도 성남시 분당구 정자동","2**","8m미만","103.94","전세","202601","15","36,000","0","1996","불곡로25번길","202603~202803","신규","-","","","단독다가구"
"1601","경기도 성남시 분당구 정자동","3*","8m미만","27.00","월세","202601","15","2,000","65","2000","내정로129번길","202602~202802","신규","-","","","단독다가구"
"1602","경기도 성남시 분당구 분당동","1**","12m미만","55.00","월세","202601","15","1,000","83","2001","장안로62번길","202603~202802","신규","-","","","단독다가구"
"1603","경기도 성남시 분당구 서현동","7*","8m미만","23.00","월세","202601","14","2,000","75","2014","서현로255번길","202602~202802","신규","-","","","단독다가구"
"1604","경기도 성남시 분당구 분당동","1**","12m미만","45.00","월세","202601","14","3,000","70","1997","서현로478번길","202602~202802","신규","-","","","단독다가구"
"1605","경기도 성남시 분당구 분당동","1**","8m미만","52.29","월세","202601","14","4,000","65","1996","서현로494번길","202601~202801","신규","-","","","단독다가구"
"1606","경기도 성남시 분당구 판교동","5**","12m미만","14.80","월세","202601","14","1,000","45","2010","서판교로58번길","202602~202802","신규","-","","","단독다가구"
"1607","경기도 성남시 분당구 판교동","6**","12m미만","66.00","월세","202601","14","23,000","10","2010","판교공원로3길","202603~202803","갱신","-","23,000","0","단독다가구"
"1608","경기도 성남시 분당구 정자동","8*","12m미만","26.00","월세","202601","14","1,000","60","2001","황새울로116번길","202602~202802","신규","-","","","단독다가구"
"1609","경기도 성남시 분당구 정자동","3*","8m미만","110.00","전세","202601","14","27,000","0","1993","내정로129번길","202602~202802","신규","-","","","단독다가구"
"1610","경기도 성남시 분당구 정자동","2**","25m미만","24.00","월세","202601","14","5,000","30","2000","불곡남로13번길","202603~202803","신규","-","","","단독다가구"
"1611","경기도 성남시 분당구 정자동","1**","12m미만","56.32","월세","202601","14","10,000","42","1996","내정로7번길","202601~202801","신규","-","","","단독다가구"
"1612","경기도 성남시 분당구 정자동","4*","8m미만","48.00","월세","202601","14","1,000","60","1997","백현로150번길","202603~202802","신규","-","","","단독다가구"
"1613","경기도 성남시 분당구 정자동","6*","25m미만","53.00","전세","202601","14","22,000","0","1994","느티로69번길","202603~202803","신규","-","","","단독다가구"
"1614","경기도 성남시 분당구 야탑동","3**","8m미만","26.00","월세","202601","14","1,000","40","1997","야탑로111번길","202601~202801","신규","-","","","단독다가구"
"1615","경기도 성남시 분당구 야탑동","3**","8m미만","105.00","전세","202601","14","35,000","0","1994","야탑로153번길","202603~202803","신규","-","","","단독다가구"
"1616","경기도 성남시 분당구 수내동","1**","25m미만","45.00","월세","202601","14","1,000","86","2003","발이봉북로","202602~202802","신규","-","","","단독다가구"
"1617","경기도 성남시 분당구 이매동","7*","12m미만","26.22","월세","202601","14","4,800","55","2019","방아로","202602~202802","신규","-","","","단독다가구"
"1618","경기도 성남시 분당구 수내동","9*","8m미만","30.00","월세","202601","14","1,000","50","1994","발이봉로11번길","202602~202802","신규","-","","","단독다가구"
"1619","경기도 성남시 분당구 수내동","1**","12m미만","19.80","월세","202601","14","500","50","1996","발이봉북로31번길","202602~202802","신규","-","","","단독다가구"
"1620","경기도 성남시 분당구 구미동","1**","12m미만","31.00","월세","202601","14","500","50","2000","금곡로23번길","202601~202801","신규","-","","","단독다가구"
"1621","경기도 성남시 분당구 서현동","7*","8m미만","25.00","월세","202601","13","2,000","75","2014","서현로255번길","202602~202802","신규","-","","","단독다가구"
"1622","경기도 성남시 분당구 서현동","8*","12m미만","23.00","월세","202601","13","1,000","60","1994","서현로237번길","202601~202801","신규","-","","","단독다가구"
"1623","경기도 성남시 분당구 정자동","2**","8m미만","105.00","월세","202601","13","15,000","110","1996","불곡남로22번길","202602~202802","신규","-","","","단독다가구"
"1624","경기도 성남시 분당구 궁내동","3**","12m미만","47.23","월세","202601","13","2,000","93","2018","궁내로22번길","202602~202702","신규","-","","","단독다가구"
"1625","경기도 성남시 분당구 서현동","1**","12m미만","39.42","전세","202601","13","10,000","0","2012","안골로","202601~202801","신규","-","","","단독다가구"
"1626","경기도 성남시 분당구 서현동","3**","8m미만","26.00","월세","202601","13","5,000","30","2014","돌마로522번길","-","-","-","","","단독다가구"
"1627","경기도 성남시 분당구 정자동","1**","8m미만","20.00","월세","202601","13","1,000","55","1994","황새울로12번길","202602~202802","신규","-","","","단독다가구"
"1628","경기도 성남시 분당구 이매동","8*","8m미만","80.00","월세","202601","13","9,000","75","2000","성남대로772번길","202602~202802","신규","-","","","단독다가구"
"1629","경기도 성남시 분당구 궁내동","3**","12m미만","47.23","월세","202601","13","2,000","94","2018","궁내로22번길","202602~202702","신규","-","","","단독다가구"
"1630","경기도 성남시 분당구 야탑동","5**","8m미만","19.94","전세","202601","13","8,000","0","","판교로","202602~202802","신규","-","","","단독다가구"
"1631","경기도 성남시 분당구 야탑동","2**","8m미만","33.05","월세","202601","13","500","70","2000","야탑로139번길","202601~202607","신규","-","","","단독다가구"
"1632","경기도 성남시 분당구 정자동","6*","8m미만","26.00","월세","202601","13","1,000","60","2000","느티로63번길","202601~202801","신규","-","","","단독다가구"
"1633","경기도 성남시 분당구 정자동","3*","8m미만","105.30","전세","202601","13","37,000","0","1997","내정로129번길","202603~202803","신규","-","","","단독다가구"
"1634","경기도 성남시 분당구 서현동","3**","12m미만","45.00","월세","202601","13","5,000","80","1993","불정로420번길","202602~202702","갱신","-","23,000","0","단독다가구"
"1635","경기도 성남시 분당구 야탑동","4**","8m미만","25.00","월세","202601","12","5,000","30","2003","판교로592번길","202601~202801","신규","-","","","단독다가구"
"1636","경기도 성남시 분당구 판교동","6**","12m미만","60.00","월세","202601","12","3,000","125","2013","판교공원로1길","202602~202802","신규","-","","","단독다가구"
"1637","경기도 성남시 분당구 판교동","5**","12m미만","135.00","월세","202601","12","55,000","80","2018","서판교로132번길","202602~202802","신규","-","","","단독다가구"
"1638","경기도 성남시 분당구 판교동","5**","25m미만","233.85","전세","202601","12","130,000","0","2015","서판교로66번길","202601~202701","신규","-","","","단독다가구"
"1639","경기도 성남시 분당구 서현동","1**","8m미만","20.00","월세","202601","12","500","40","2003","안골로48번길","202601~202701","신규","-","","","단독다가구"
"1640","경기도 성남시 분당구 정자동","3*","8m미만","50.00","월세","202601","12","1,000","80","1997","내정로129번길","202602~202802","신규","-","","","단독다가구"
"1641","경기도 성남시 분당구 구미동","5*","8m미만","20.00","월세","202601","12","2,000","55","1996","미금일로86번길","202603~202803","신규","-","","","단독다가구"
"1642","경기도 성남시 분당구 정자동","5*","25m미만","25.00","월세","202601","12","5,000","50","1993","내정로119번길","202602~202802","신규","-","","","단독다가구"
"1643","경기도 성남시 분당구 정자동","4*","8m미만","26.00","월세","202601","12","500","52","1994","백현로150번길","202601~202801","신규","-","","","단독다가구"
"1644","경기도 성남시 분당구 정자동","2**","12m미만","60.00","월세","202601","12","1,000","85","1997","불곡남로21번길","202602~202802","신규","-","","","단독다가구"
"1645","경기도 성남시 분당구 야탑동","3**","8m미만","24.00","월세","202601","12","1,000","40","2002","매화로37번길","202601~202801","신규","-","","","단독다가구"
"1646","경기도 성남시 분당구 야탑동","4**","8m미만","40.00","월세","202601","12","1,000","70","2003","판교로552번길","202603~202803","신규","-","","","단독다가구"
"1647","경기도 성남시 분당구 분당동","1**","8m미만","56.00","월세","202601","12","12,000","22","1996","서현로429번길","-","-","-","","","단독다가구"
"1648","경기도 성남시 분당구 분당동","1**","12m미만","50.00","월세","202601","12","2,000","50","1997","선지봉로","202601~202701","신규","-","","","단독다가구"
"1649","경기도 성남시 분당구 분당동","1**","8m미만","24.00","월세","202601","12","1,000","60","2001","장안로4번길","202601~202801","신규","-","","","단독다가구"
"1650","경기도 성남시 분당구 정자동","2**","12m미만","21.00","월세","202601","12","500","50","1997","불곡로21번길","202601~202801","신규","-","","","단독다가구"
"1651","경기도 성남시 분당구 정자동","5*","12m미만","28.00","월세","202601","12","2,000","65","1995","느티로87번길","202601~202801","신규","-","","","단독다가구"
"1652","경기도 성남시 분당구 정자동","7*","25m미만","20.00","월세","202601","12","1,000","70","1996","황새울로116번길","202601~202801","신규","-","","","단독다가구"
