"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1905","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","전세","74.9600","202512","17","67,000","0","24","2024","수정로 288","202602~202802","신규","-","","","아파트"
"1906","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","44.3000","202512","17","14,198","20","5","2024","희망로 533","202601~202712","갱신","-","8,760","42","아파트"
"1907","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","51.1600","202512","17","12,970","39","20","2024","희망로 533","202601~202712","갱신","-","10,352","47","아파트"
"1908","경기도 성남시 수정구 고등동","590","0590","0000","판교밸리제일풍경채","월세","84.9910","202512","17","58,065","50","14","2020","고등공원로 19","202604~202804","신규","-","","","아파트"
"1909","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","17","7,007","38","12","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"1910","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","44.3000","202512","17","14,198","20","11","2024","희망로 533","202601~202712","갱신","-","8,760","42","아파트"
"1911","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","17","7,007","38","5","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"1912","경기도 성남시 수정구 창곡동","510","0510","0000","위례35단지","월세","29.9200","202512","17","2,098","19","1","2016","위례광장로 311","202512~202802","신규","-","","","아파트"
"1913","경기도 성남시 수정구 창곡동","521","0521","0000","위례더힐55","전세","149.0331","202512","16","95,000","0","4","2015","위례순환로 220","202601~202801","갱신","-","90,000","0","아파트"
"1914","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","84.9600","202512","16","60,000","0","6","2020","수정로 319","202601~202801","갱신","사용","60,000","0","아파트"
"1915","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","월세","59.9800","202512","16","15,000","128","16","2024","수정로 288","202512~202712","갱신","사용","15,000","120","아파트"
"1916","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","월세","59.9800","202512","16","10,000","149","18","2024","수정로 288","202512~202801","갱신","사용","10,000","140","아파트"
"1917","경기도 성남시 수정구 신흥동","125-2","0125","0002","셀레스빌","전세","84.5870","202512","16","50,000","0","12","2007","수정로 316","202512~202712","신규","-","","","아파트"
"1918","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","51.1600","202512","16","16,470","21","4","2024","희망로 533","202601~202712","갱신","-","10,352","47","아파트"
"1919","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","74.9800","202512","16","51,000","0","2","2020","수정로 319","202601~202807","갱신","-","49,000","0","아파트"
"1920","경기도 성남시 수정구 태평동","7344","7344","0000","가천대역동부센트레빌2단지","월세","84.9800","202512","16","20,000","130","4","2007","제일로 244","202601~202801","신규","-","","","아파트"
"1921","경기도 성남시 수정구 태평동","7288-11","7288","0011","주민태평동락커뮤니티","월세","18.1600","202512","16","9,000","25","8","2013","수정북로 92","202601~202801","신규","-","","","아파트"
"1922","경기도 성남시 수정구 창곡동","504","0504","0000","위례센트럴자이","전세","59.9500","202512","16","64,000","0","14","2017","위례광장로 97","202602~202802","갱신","사용","61,000","0","아파트"
"1923","경기도 성남시 수정구 창곡동","504","0504","0000","위례센트럴자이","월세","74.9900","202512","16","45,000","150","13","2017","위례광장로 97","202601~202701","신규","-","","","아파트"
"1924","경기도 성남시 수정구 창곡동","567","0567","0000","위례 래미안이편한세상","전세","84.9800","202512","16","75,000","0","2","2016","위례동로 61","202512~202712","신규","-","","","아파트"
"1925","경기도 성남시 수정구 창곡동","512","0512","0000","위례자이더시티","월세","46.9500","202512","16","21,856","26","1","2023","위례중앙로 190","202601~202712","갱신","-","15,200","61","아파트"
"1926","경기도 성남시 수정구 창곡동","504","0504","0000","위례센트럴자이","월세","51.8900","202512","16","20,000","160","6","2017","위례광장로 97","202602~202802","갱신","사용","20,000","150","아파트"
"1927","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","전세","51.9400","202512","15","52,000","0","6","2024","수정로 260","202602~202802","신규","-","","","아파트"
"1928","경기도 성남시 수정구 고등동","590","0590","0000","판교밸리제일풍경채","전세","84.9387","202512","15","65,000","0","14","2020","고등공원로 19","202601~202801","신규","-","","","아파트"
"1929","경기도 성남시 수정구 태평동","5113-7","5113","0007","일성오퍼스원","월세","15.5929","202512","15","1,000","67","3","2013","성남대로 1330","202512~202712","신규","-","","","아파트"
"1930","경기도 성남시 수정구 창곡동","515","0515","0000","위례호반써밋에비뉴","전세","98.9500","202512","15","93,000","0","13","2016","위례중앙로 216","202602~202802","신규","-","","","아파트"
"1931","경기도 성남시 수정구 창곡동","567","0567","0000","위례 래미안이편한세상","전세","75.9800","202512","15","63,000","0","4","2016","위례동로 61","202601~202801","갱신","사용","60,000","0","아파트"
"1932","경기도 성남시 수정구 창곡동","521","0521","0000","위례더힐55","월세","147.7121","202512","15","5,000","380","3","2015","위례순환로 220","202601~202801","신규","-","","","아파트"
"1933","경기도 성남시 수정구 창곡동","572","0572","0000","힐스테이트위례","전세","110.8600","202512","15","81,000","0","5","2015","위례동로 15","202602~202802","신규","-","","","아파트"
"1934","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","전세","59.9800","202512","15","56,000","0","19","2024","수정로 260","202512~202601","신규","-","","","아파트"
"1935","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","전세","74.9200","202512","15","66,000","0","29","2024","수정로 260","202602~202802","신규","-","","","아파트"
"1936","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","전세","59.9800","202512","15","43,900","0","26","2024","수정로 288","202512~202712","갱신","사용","42,000","0","아파트"
"1937","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","51.1600","202512","15","16,337","21","14","2024","희망로 533","202601~202712","갱신","-","15,821","19","아파트"
"1938","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","44.3000","202512","15","3,698","61","5","2024","희망로 533","202601~202712","갱신","-","9,198","45","아파트"
"1939","경기도 성남시 수정구 신흥동","2463-1","2463","0001","한신","전세","60.4800","202512","15","31,500","0","11","1990","산성대로 341","202512~202712","갱신","사용","30,000","0","아파트"
"1940","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","전세","59.9800","202512","15","55,000","0","19","2024","수정로 260","202601~202801","신규","-","","","아파트"
"1941","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","51.1600","202512","15","10,870","49","1","2024","희망로 533","202512~202802","신규","-","","","아파트"
"1942","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","전세","59.9800","202512","15","47,250","0","13","2024","수정로 288","202602~202802","갱신","사용","45,000","0","아파트"
"1943","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","월세","74.9200","202512","15","5,000","230","5","2024","수정로 288","202602~202802","신규","-","","","아파트"
"1944","경기도 성남시 수정구 창곡동","564","0564","0000","위례역푸르지오5단지","전세","83.0020","202512","14","60,600","0","6","2017","위례광장로 34","202512~202712","갱신","-","57,750","0","아파트"
"1945","경기도 성남시 수정구 창곡동","515","0515","0000","위례호반써밋에비뉴","월세","98.9500","202512","14","10,000","320","18","2016","위례중앙로 216","202512~202712","신규","-","","","아파트"
"1946","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","14","11,307","16","11","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"1947","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","월세","67.8600","202512","14","50,000","50","5","2020","수정로 319","-","-","-","","","아파트"
"1948","경기도 성남시 수정구 신흥동","2463-1","2463","0001","한신","월세","60.4800","202512","14","27,000","50","11","1990","산성대로 341","202602~202802","신규","-","","","아파트"
"1949","경기도 성남시 수정구 신흥동","6971","6971","0000","산성역자이푸르지오3단지","월세","59.9700","202512","14","5,000","168","8","2024","희망로 531","202601~202801","갱신","사용","5,000","160","아파트"
"1950","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","월세","74.9600","202512","14","45,000","70","6","2024","수정로 288","202601~202801","신규","-","","","아파트"
"1951","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","월세","67.8600","202512","14","50,000","50","5","2020","수정로 319","202601~202801","신규","-","","","아파트"
"1952","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","월세","74.9600","202512","14","45,000","70","6","2024","수정로 288","202601~202801","신규","-","","","아파트"
"1953","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","월세","59.9800","202512","13","10,000","200","7","2024","수정로 260","202602~202802","신규","-","","","아파트"
"1954","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","월세","59.9800","202512","13","43,000","8","14","2024","수정로 260","202601~202801","갱신","사용","43,000","0","아파트"
"1955","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","월세","59.9800","202512","13","45,000","8","18","2024","수정로 288","202602~202802","갱신","사용","45,000","0","아파트"
"1956","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","74.9800","202512","13","69,000","0","5","2020","수정로 319","202603~202803","신규","-","","","아파트"
"1957","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","월세","59.9800","202512","13","10,000","200","24","2024","수정로 260","202602~202802","신규","-","","","아파트"
"1958","경기도 성남시 수정구 창곡동","567","0567","0000","위례 래미안이편한세상","전세","75.9900","202512","13","80,000","0","17","2016","위례동로 61","202602~202802","신규","-","","","아파트"
"1959","경기도 성남시 수정구 창곡동","515","0515","0000","위례호반써밋에비뉴","월세","98.8800","202512","13","30,000","230","2","2016","위례중앙로 216","202602~202802","신규","-","","","아파트"
"1960","경기도 성남시 수정구 단대동","100","0100","0000","단대푸르지오","월세","84.7000","202512","13","40,000","30","6","2012","산성대로437번길 7","202601~202801","신규","-","","","아파트"
"1961","경기도 성남시 수정구 단대동","182","0182","0000","미도","월세","77.8200","202512","13","28,000","25","8","1982","분당수서로 472","202512~202612","갱신","사용","28,000","0","아파트"
"1962","경기도 성남시 수정구 태평동","5113-7","5113","0007","일성오퍼스원","월세","15.5929","202512","13","1,000","67","4","2013","성남대로 1330","202512~202712","신규","-","","","아파트"
"1963","경기도 성남시 수정구 고등동","592","0592","0000","판교밸리호반써밋","전세","84.9872","202512","13","67,500","0","9","2019","고등로 34","202602~202802","갱신","사용","64,500","0","아파트"
"1964","경기도 성남시 수정구 단대동","100","0100","0000","단대푸르지오","전세","84.7000","202512","13","46,000","0","6","2012","산성대로437번길 7","202601~202801","신규","-","","","아파트"
"1965","경기도 성남시 수정구 단대동","100","0100","0000","단대푸르지오","전세","84.7000","202512","13","46,000","0","6","2012","산성대로437번길 7","202601~202801","신규","-","","","아파트"
"1966","경기도 성남시 수정구 창곡동","504","0504","0000","위례센트럴자이","월세","51.8900","202512","13","20,000","140","8","2017","위례광장로 97","202602~202802","갱신","사용","20,000","130","아파트"
"1967","경기도 성남시 수정구 창곡동","515","0515","0000","위례호반써밋에비뉴","월세","98.8800","202512","13","30,000","230","2","2016","위례중앙로 216","202602~202802","신규","-","","","아파트"
"1968","경기도 성남시 수정구 창곡동","528","0528","0000","래미안위례","전세","101.9400","202512","13","108,000","0","18","2015","위례순환로 150","202603~202803","갱신","-","88,000","0","아파트"
"1969","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","74.9800","202512","13","69,000","0","5","2020","수정로 319","202603~202803","신규","-","","","아파트"
"1970","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","월세","59.9700","202512","13","24,150","82","16","2024","수정로 260","202601~202801","갱신","사용","23,000","78","아파트"
"1971","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","월세","74.9600","202512","13","35,000","130","13","2020","수정로 319","202512~202712","신규","-","","","아파트"
"1972","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","월세","59.8400","202512","13","20,000","150","23","2020","수정로 319","202601~202801","신규","-","","","아파트"
"1973","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","전세","59.9800","202512","13","43,000","0","26","2024","수정로 260","202512~202712","갱신","사용","41,000","0","아파트"
"1974","경기도 성남시 수정구 신흥동","6971","6971","0000","산성역자이푸르지오3단지","전세","84.9300","202512","13","68,200","0","16","2024","희망로 531","202602~202802","갱신","사용","65,000","0","아파트"
"1975","경기도 성남시 수정구 신흥동","2463-1","2463","0001","한신","전세","84.9000","202512","13","47,000","0","6","1990","산성대로 341","202603~202803","신규","-","","","아파트"
"1976","경기도 성남시 수정구 창곡동","531","0531","0000","위례자이","전세","101.9868","202512","13","91,350","0","7","2016","위례순환로 100","202601~202712","갱신","사용","87,000","0","아파트"
"1977","경기도 성남시 수정구 창곡동","528","0528","0000","래미안위례","전세","101.8600","202512","13","98,000","0","12","2015","위례순환로 150","202602~202802","신규","-","","","아파트"
"1978","경기도 성남시 수정구 창곡동","521","0521","0000","위례더힐55","월세","85.7528","202512","13","33,000","100","15","2015","위례순환로 220","202602~202605","신규","-","","","아파트"
"1979","경기도 성남시 수정구 창곡동","572","0572","0000","힐스테이트위례","전세","110.8600","202512","13","78,750","0","2","2015","위례동로 15","202601~202801","갱신","사용","75,000","0","아파트"
"1980","경기도 성남시 수정구 창곡동","521","0521","0000","위례더힐55","월세","85.4621","202512","13","45,000","74","1","2015","위례순환로 220","202601~202801","갱신","-","35,000","100","아파트"
"1981","경기도 성남시 수정구 창곡동","565","0565","0000","위례역푸르지오4단지","전세","83.0020","202512","13","54,353","0","5","2017","위례광장로 36","-","-","-","","","아파트"
"1982","경기도 성남시 수정구 창곡동","565","0565","0000","위례역푸르지오4단지","전세","83.0020","202512","13","54,353","0","5","2017","위례광장로 36","202602~202802","갱신","사용","51,765","0","아파트"
"1983","경기도 성남시 수정구 창곡동","521","0521","0000","위례더힐55","전세","85.4621","202512","13","80,000","0","14","2015","위례순환로 220","202602~202802","갱신","-","68,000","0","아파트"
"1984","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","84.9200","202512","13","70,000","0","17","2020","수정로 319","202603~202803","신규","-","","","아파트"
"1985","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","월세","84.9800","202512","13","52,000","10","9","2024","수정로 260","202601~202801","갱신","사용","52,000","0","아파트"
"1986","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","월세","74.9600","202512","13","10,000","210","1","2024","수정로 260","202602~202802","신규","-","","","아파트"
"1987","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","월세","74.9200","202512","12","20,000","140","23","2024","수정로 260","202601~202801","갱신","사용","20,000","130","아파트"
"1988","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","12","7,007","38","10","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"1989","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","12","10,007","23","5","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"1990","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","월세","59.9700","202512","12","10,000","190","21","2024","수정로 260","202601~202801","신규","-","","","아파트"
"1991","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","84.9200","202512","12","75,000","0","21","2020","수정로 319","202512~202712","신규","-","","","아파트"
"1992","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","59.8400","202512","12","62,000","0","6","2020","수정로 319","202512~202712","신규","-","","","아파트"
"1993","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","12","9,507","25","14","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"1994","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","12","7,007","38","17","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"1995","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","월세","67.8600","202512","12","10,000","200","18","2020","수정로 319","202602~202802","신규","-","","","아파트"
"1996","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","74.9800","202512","12","68,000","0","2","2020","수정로 319","202603~202803","신규","-","","","아파트"
"1997","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","12","11,307","16","4","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"1998","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","월세","74.9800","202512","12","21,000","158","3","2020","수정로 319","202601~202801","갱신","사용","20,000","150","아파트"
"1999","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","전세","84.9800","202512","12","54,075","0","5","2024","수정로 260","202601~202801","갱신","사용","51,500","0","아파트"
"2000","경기도 성남시 수정구 신흥동","2464-1","2464","0001","청구","월세","63.4500","202512","12","40,000","10","10","1994","공원로 340","202601~202801","신규","-","","","아파트"
"2001","경기도 성남시 수정구 수진동","2965","2965","0000","우리빌","월세","84.6450","202512","12","14,000","50","14","2005","수정로 80","202512~202712","신규","-","","","아파트"
"2002","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","12","11,307","16","18","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2003","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","12","11,307","16","10","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2004","경기도 성남시 수정구 태평동","7343","7343","0000","가천대역동부센트레빌1단지","전세","92.5700","202512","12","46,000","0","7","2006","태평로 28","202512~202612","갱신","-","44,000","0","아파트"
"2005","경기도 성남시 수정구 단대동","6","0006","0000","선경논골","전세","34.0500","202512","12","16,000","0","5","1991","논골로 87","202602~202802","신규","-","","","아파트"
"2006","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","67.8600","202512","11","60,000","0","9","2020","수정로 319","202603~202803","신규","-","","","아파트"
"2007","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","전세","74.9200","202512","11","52,500","0","9","2024","수정로 260","202601~202801","갱신","사용","50,000","0","아파트"
"2008","경기도 성남시 수정구 고등동","592","0592","0000","판교밸리호반써밋","월세","84.9872","202512","11","30,000","200","10","2019","고등로 34","202601~202801","신규","-","","","아파트"
"2009","경기도 성남시 수정구 고등동","592","0592","0000","판교밸리호반써밋","전세","84.9132","202512","11","73,000","0","7","2019","고등로 34","202602~202802","갱신","사용","70,000","0","아파트"
"2010","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","84.9200","202512","11","77,700","0","23","2020","수정로 319","202602~202802","신규","-","","","아파트"
"2011","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","11","11,307","16","22","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2012","경기도 성남시 수정구 단대동","100","0100","0000","단대푸르지오","전세","84.7000","202512","11","55,000","0","12","2012","산성대로437번길 7","-","-","-","","","아파트"
"2013","경기도 성남시 수정구 창곡동","507","0507","0000","위례보미리즌빌","전세","94.6000","202512","11","90,000","0","5","2017","위례광장로 82","202602~202802","신규","-","","","아파트"
"2014","경기도 성남시 수정구 태평동","7306","7306","0000","선경태평","전세","35.5100","202512","11","13,000","0","1","1991","시민로 214","202601~202801","신규","-","","","아파트"
"2015","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","11","7,007","38","4","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2016","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","44.3000","202512","11","14,198","20","21","2024","희망로 533","202601~202712","갱신","-","8,760","42","아파트"
"2017","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","44.3000","202512","11","14,198","20","6","2024","희망로 533","202601~202712","갱신","-","8,760","42","아파트"
"2018","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","전세","59.9700","202512","11","44,720","0","4","2024","수정로 288","202601~202801","갱신","사용","43,000","0","아파트"
"2019","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","전세","67.8600","202512","10","56,700","0","6","2020","수정로 319","202602~202802","갱신","사용","54,000","0","아파트"
"2020","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","월세","74.9800","202512","10","50,000","9","1","2020","수정로 319","202602~202702","갱신","사용","50,000","0","아파트"
"2021","경기도 성남시 수정구 창곡동","515","0515","0000","위례호반써밋에비뉴","월세","98.9500","202512","10","50,000","165","10","2016","위례중앙로 216","202602~202802","신규","-","","","아파트"
"2022","경기도 성남시 수정구 창곡동","515","0515","0000","위례호반써밋에비뉴","전세","98.9500","202512","10","78,000","0","15","2016","위례중앙로 216","202602~202802","갱신","사용","75,000","0","아파트"
"2023","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","44.3000","202512","10","2,261","65","1","2024","희망로 533","202601~202712","갱신","-","1,825","62","아파트"
"2024","경기도 성남시 수정구 신흥동","6971","6971","0000","산성역자이푸르지오3단지","전세","74.9600","202512","10","64,000","0","12","2024","희망로 531","202602~202802","신규","-","","","아파트"
"2025","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","10","1,707","53","14","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2026","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","10","11,307","16","23","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2027","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","10","1,707","53","5","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2028","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","전세","84.9800","202512","10","52,500","0","5","2024","수정로 288","202512~202712","갱신","사용","50,000","0","아파트"
"2029","경기도 성남시 수정구 창곡동","572","0572","0000","힐스테이트위례","월세","99.9800","202512","10","60,000","125","11","2015","위례동로 15","202602~202802","갱신","사용","60,000","110","아파트"
"2030","경기도 성남시 수정구 태평동","7346","7346","0000","가천대역두산위브","전세","59.6073","202512","10","45,000","0","3","2018","태평로 65","202601~202801","신규","-","","","아파트"
"2031","경기도 성남시 수정구 태평동","7288-11","7288","0011","주민태평동락커뮤니티","월세","16.8100","202512","10","1,000","53","9","2013","수정북로 92","202601~202701","신규","-","","","아파트"
"2032","경기도 성남시 수정구 고등동","578","0578","0000","고등마을","월세","16.4500","202512","10","5,004","7","6","2019","고등로 57","202603~202802","갱신","-","3,402","15","아파트"
"2033","경기도 성남시 수정구 시흥동","324","0324","0000","판교제2테크노밸리LH1단지","월세","21.6600","202512","10","5,112","22","10","2020","창업로40번길 6","202512~202802","신규","-","","","아파트"
"2034","경기도 성남시 수정구 시흥동","324","0324","0000","판교제2테크노밸리LH1단지","월세","21.6600","202512","10","5,112","22","10","2020","창업로40번길 6","202512~202802","신규","-","","","아파트"
"2035","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","전세","59.9800","202512","10","55,000","0","21","2024","수정로 288","202602~202802","신규","-","","","아파트"
"2036","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","전세","59.9800","202512","10","55,000","0","21","2024","수정로 288","202602~202802","신규","-","","","아파트"
"2037","경기도 성남시 수정구 창곡동","572","0572","0000","힐스테이트위례","전세","110.9700","202512","10","95,000","0","9","2015","위례동로 15","-","-","-","","","아파트"
"2038","경기도 성남시 수정구 창곡동","521","0521","0000","위례더힐55","전세","85.7614","202512","10","70,350","0","2","2015","위례순환로 220","202602~202802","갱신","사용","67,000","0","아파트"
"2039","경기도 성남시 수정구 창곡동","515","0515","0000","위례호반써밋에비뉴","전세","98.9500","202512","10","90,000","0","17","2016","위례중앙로 216","202601~202801","신규","-","","","아파트"
"2040","경기도 성남시 수정구 수진동","4663","4663","0000","삼부","전세","59.7600","202512","10","37,800","0","8","1996","모란로 65","202512~202712","갱신","사용","36,000","0","아파트"
"2041","경기도 성남시 수정구 고등동","576","0576","0000","판교밸리포레자이","전세","59.7200","202512","09","60,000","0","13","2021","고등로 33","202602~202802","신규","-","","","아파트"
"2042","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","전세","84.9800","202512","09","65,000","0","3","2024","수정로 260","202601~202801","갱신","-","55,000","0","아파트"
"2043","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","전세","84.9800","202512","09","55,650","0","26","2024","수정로 288","202512~202712","갱신","사용","53,000","0","아파트"
"2044","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","09","11,307","16","23","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2045","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","44.3000","202512","09","9,161","44","21","2024","희망로 533","202601~202712","갱신","-","8,725","42","아파트"
"2046","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","09","11,307","16","13","2024","희망로 533","202601~202712","갱신","-","6,673","36","아파트"
"2047","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","44.3000","202512","09","9,198","45","17","2024","희망로 533","202601~202712","갱신","-","8,760","42","아파트"
"2048","경기도 성남시 수정구 신흥동","6970","6970","0000","산성역자이푸르지오4단지","월세","36.4700","202512","09","7,007","38","8","2024","희망로 533","202601~202712","갱신","-","1,373","52","아파트"
"2049","경기도 성남시 수정구 창곡동","504","0504","0000","위례센트럴자이","전세","59.9500","202512","09","68,000","0","9","2017","위례광장로 97","202602~202802","신규","-","","","아파트"
