gu_name,dong_name,admi_cd,total_commute,subway_share,bus_share,car_share,other_share,avg_stay_duration,short_stay_share,axis_commute_share,seoul_commute_share,accessibility_score,vulnerability_score,high_demand_low_access,bus,car,subway,walk,express_bus,rail,air,other,total_od_commute
수정구,태평3동,41131560,1571406.81,0.3484759048485987,0.2657333335598819,0.2564685461685125,0.1293222154230068,444.3879551558008,0.0377536291827575,0.2030612461568853,0.2761577934766753,0.209961567809797,-0.209961567809797,-1.0866783987459423,417575.17,403016.42,547597.41,120132.91,95.56,65.95,25.09,82898.3,2608112.38
수정구,신흥3동,41131530,1558550.93,0.327490356699476,0.2567260666932456,0.2843279430079324,0.131455633599346,435.5030364929429,0.0368312057662433,0.1917999551687199,0.2452271360310894,0.0098230525551434,-0.0098230525551434,-0.719694354696111,400120.65,443139.58,510410.4,121448.41,153.58,141.42,4.8100000000000005,83132.08,2644002.13
수정구,수진1동,41131570,1225604.69,0.3491501244173601,0.3030853284348969,0.2249555768263256,0.1228089703214174,456.13514220184646,0.0336668016503755,0.2128304255281014,0.2167291252968425,0.0030551414436719,-0.0030551414436719,-0.9200907476389784,371462.8,275706.61,427920.03,93863.76,56.28,301.89,0.0,56293.32,2062679.99
수정구,신흥1동,41131510,1104383.35,0.3351878312906474,0.2828912985694686,0.2452947339345526,0.1366261362053312,462.1324141581816,0.0330800079519489,0.2121355968631109,0.1974286957040173,-0.087511094462208,0.087511094462208,-0.8278820498234698,312420.44,270899.42,370175.86,84824.4,67.69,127.31,7.73,65860.5,1878063.21
수정구,양지동,41131610,1127521.29,0.3190979568997761,0.2194347301415479,0.3427352844042527,0.1187320285544231,438.09606458269184,0.0368991879523623,0.1668255164955263,0.2241618600200633,-0.0961339047917492,0.0961339047917492,-0.7969081333252459,247417.33,386441.33,359789.74,56737.47,45.67,68.32000000000001,0.0,77021.43,1819485.75
수정구,태평2동,41131550,1483089.6,0.2862677480848088,0.3306877143498275,0.2582417137845212,0.1248028237808423,447.1457020927798,0.0367667604169026,0.216385012120805,0.2532426558831557,-0.200717867447329,0.200717867447329,-0.3732755959290534,490439.51,382995.6,424560.72,111649.3,46.63,375.36,2.05,73020.43,2472575.04
수정구,태평4동,41131561,1417460.28,0.2758652256555647,0.3231882659879541,0.2716774398785975,0.1292690684778835,447.909015304965,0.0341804851138403,0.199760208763574,0.2533149178778602,-0.2770550986623012,0.2770550986623012,-0.2721641453616247,458106.53,385091.98,391028.0,107547.29,125.27,80.06,2.14,75479.01,2248097.17
수정구,고등동,41131640,1853620.74,0.1322633129363885,0.2768250208508133,0.5072300172903763,0.0836816489224219,420.0258889099396,0.0368170891311887,0.2528403837437252,0.3210457571570826,-0.509023269145137,0.509023269145137,0.4418620010508585,513128.6,940212.08,245166.02,48795.89,97.89,193.04,41.56,105985.66,2848170.6100000003
수정구,신촌동,41131630,460313.86,0.0629850902164883,0.2605245255921687,0.5777572502379137,0.098733133953429,413.9824749908682,0.0486237803050292,0.1575029786319632,0.3826762039208892,-0.8476502231199309,0.8476502231199309,0.1849941494754525,119923.05,265949.67,28992.91,16957.22,62.86,99.8,192.04,28136.31,840444.55
수정구,시흥동,41131650,632821.91,0.0648611550127902,0.2371783239932385,0.5943457457090889,0.1036147752848822,418.684776379187,0.0426164448067229,0.3326177628295415,0.1816169145973879,-0.963791250320416,0.963791250320416,0.5131353913861485,150091.64,376115.01,41045.56,29041.27,171.72,319.92,1.98,36034.81,1573602.22
